nom_ree,ear_data,ear_max_ree,ear_verif_ree_mwmes,ear_verif_ree_percentual
ITAIPU,2017-12-13,0.0,0.0,0.0
MADEIRA,2017-12-13,290.0,4.0,1.38
NORDESTE,2017-12-13,51831.0,4427.0,8.54
NORTE,2017-12-13,15018.0,2452.0,16.33
PARANA,2017-12-13,152313.0,33009.0,21.67
SUDESTE,2017-12-13,50682.0,8151.0,16.08
SUL,2017-12-13,20100.0,10860.0,54.03
TELES PIRES,2017-12-13,0.0,0.0,0.0
BELO MONTE,2017-12-14,27.0,2.0,7.41
ITAIPU,2017-12-14,0.0,0.0,0.0
MADEIRA,2017-12-14,290.0,5.0,1.72
NORDESTE,2017-12-14,51831.0,4527.0,8.73
NORTE,2017-12-14,15018.0,2492.0,16.59
PARANA,2017-12-14,152313.0,32848.0,21.57
SUDESTE,2017-12-14,50682.0,8245.0,16.27
SUL,2017-12-14,20100.0,10713.0,53.3
TELES PIRES,2017-12-14,0.0,0.0,0.0
BELO MONTE,2017-12-15,27.0,3.0,11.11
ITAIPU,2017-12-15,0.0,0.0,0.0
MADEIRA,2017-12-15,290.0,7.0,2.41
NORDESTE,2017-12-15,51831.0,4592.0,8.86
NORTE,2017-12-15,15018.0,2538.0,16.9
PARANA,2017-12-15,152313.0,32688.0,21.46
SUDESTE,2017-12-15,50682.0,8348.0,16.47
SUL,2017-12-15,20100.0,10592.0,52.7
TELES PIRES,2017-12-15,0.0,0.0,0.0
BELO MONTE,2017-12-16,27.0,3.0,11.11
ITAIPU,2017-12-16,0.0,0.0,0.0
MADEIRA,2017-12-16,290.0,10.0,3.45
NORDESTE,2017-12-16,51831.0,4626.0,8.93
NORTE,2017-12-16,15018.0,2590.0,17.25
PARANA,2017-12-16,152313.0,32950.0,21.63
SUDESTE,2017-12-16,50682.0,8450.0,16.67
SUL,2017-12-16,20100.0,10484.0,52.16
TELES PIRES,2017-12-16,0.0,0.0,0.0
BELO MONTE,2017-12-17,27.0,3.0,11.11
ITAIPU,2017-12-17,0.0,0.0,0.0
MADEIRA,2017-12-17,290.0,12.0,4.14
NORDESTE,2017-12-17,51831.0,4696.0,9.06
NORTE,2017-12-17,15018.0,2668.0,17.77
PARANA,2017-12-17,152313.0,33354.0,21.9
SUDESTE,2017-12-17,50682.0,8527.0,16.82
SUL,2017-12-17,20100.0,10446.0,51.97
TELES PIRES,2017-12-17,0.0,0.0,0.0
BELO MONTE,2017-12-18,27.0,3.0,11.11
ITAIPU,2017-12-18,0.0,0.0,0.0
MADEIRA,2017-12-18,290.0,14.0,4.83
NORDESTE,2017-12-18,51831.0,4806.0,9.27
NORTE,2017-12-18,15018.0,2733.0,18.2
PARANA,2017-12-18,152313.0,33407.0,21.93
SUDESTE,2017-12-18,50682.0,8565.0,16.9
SUL,2017-12-18,20100.0,10336.0,51.42
TELES PIRES,2017-12-18,0.0,0.0,0.0
BELO MONTE,2017-12-19,27.0,3.0,11.11
ITAIPU,2017-12-19,0.0,0.0,0.0
MADEIRA,2017-12-19,290.0,16.0,5.52
NORDESTE,2017-12-19,51831.0,4905.0,9.46
NORTE,2017-12-19,15018.0,2782.0,18.52
PARANA,2017-12-19,152313.0,33474.0,21.98
SUDESTE,2017-12-19,50682.0,8579.0,16.93
SUL,2017-12-19,20100.0,10190.0,50.7
TELES PIRES,2017-12-19,0.0,0.0,0.0
BELO MONTE,2017-12-20,27.0,3.0,11.11
ITAIPU,2017-12-20,0.0,0.0,0.0
MADEIRA,2017-12-20,290.0,19.0,6.55
NORDESTE,2017-12-20,51831.0,5028.0,9.7
NORTE,2017-12-20,15018.0,2803.0,18.66
PARANA,2017-12-20,152313.0,33510.0,22.0
SUDESTE,2017-12-20,50682.0,8581.0,16.93
SUL,2017-12-20,20100.0,10101.0,50.25
TELES PIRES,2017-12-20,0.0,0.0,0.0
BELO MONTE,2017-12-21,27.0,3.0,11.11
ITAIPU,2017-12-21,0.0,0.0,0.0
MADEIRA,2017-12-21,290.0,22.0,7.59
NORDESTE,2017-12-21,51831.0,5172.0,9.98
NORTE,2017-12-21,15018.0,2841.0,18.92
PARANA,2017-12-21,152313.0,33508.0,22.0
SUDESTE,2017-12-21,50682.0,8590.0,16.95
SUL,2017-12-21,20100.0,10087.0,50.18
TELES PIRES,2017-12-21,0.0,0.0,0.0
BELO MONTE,2017-12-22,27.0,3.0,11.11
ITAIPU,2017-12-22,0.0,0.0,0.0
MADEIRA,2017-12-22,290.0,25.0,8.62
NORDESTE,2017-12-22,51831.0,5252.0,10.13
NORTE,2017-12-22,15018.0,2893.0,19.26
PARANA,2017-12-22,152313.0,33695.0,22.12
SUDESTE,2017-12-22,50682.0,8594.0,16.96
SUL,2017-12-22,20100.0,10041.0,49.96
TELES PIRES,2017-12-22,0.0,0.0,0.0
BELO MONTE,2017-12-23,27.0,3.0,11.11
ITAIPU,2017-12-23,0.0,0.0,0.0
MADEIRA,2017-12-23,290.0,28.0,9.66
NORDESTE,2017-12-23,51831.0,5363.0,10.35
NORTE,2017-12-23,15018.0,2989.0,19.9
PARANA,2017-12-23,152313.0,33911.0,22.26
SUDESTE,2017-12-23,50682.0,8610.0,16.99
SUL,2017-12-23,20100.0,10057.0,50.03
TELES PIRES,2017-12-23,0.0,0.0,0.0
BELO MONTE,2017-12-24,27.0,3.0,11.11
ITAIPU,2017-12-24,0.0,0.0,0.0
MADEIRA,2017-12-24,290.0,30.0,10.34
NORDESTE,2017-12-24,51831.0,5453.0,10.52
NORTE,2017-12-24,15018.0,3105.0,20.68
PARANA,2017-12-24,152313.0,34283.0,22.51
SUDESTE,2017-12-24,50682.0,8624.0,17.02
SUL,2017-12-24,20100.0,10218.0,50.84
TELES PIRES,2017-12-24,0.0,0.0,0.0
BELO MONTE,2017-12-25,27.0,3.0,11.11
ITAIPU,2017-12-25,0.0,0.0,0.0
MADEIRA,2017-12-25,290.0,33.0,11.38
NORDESTE,2017-12-25,51831.0,5672.0,10.94
NORTE,2017-12-25,15018.0,3209.0,21.37
PARANA,2017-12-25,152313.0,34586.0,22.71
SUDESTE,2017-12-25,50682.0,8645.0,17.06
SUL,2017-12-25,20100.0,10496.0,52.22
TELES PIRES,2017-12-25,0.0,0.0,0.0
BELO MONTE,2017-12-26,27.0,3.0,11.11
ITAIPU,2017-12-26,0.0,0.0,0.0
MADEIRA,2017-12-26,290.0,36.0,12.41
NORDESTE,2017-12-26,51831.0,5974.0,11.53
NORTE,2017-12-26,15018.0,3248.0,21.63
PARANA,2017-12-26,152313.0,34818.0,22.86
SUDESTE,2017-12-26,50682.0,8650.0,17.07
SUL,2017-12-26,20100.0,10627.0,52.87
TELES PIRES,2017-12-26,0.0,0.0,0.0
BELO MONTE,2017-12-27,27.0,3.0,11.11
ITAIPU,2017-12-27,0.0,0.0,0.0
MADEIRA,2017-12-27,290.0,40.0,13.79
NORDESTE,2017-12-27,51831.0,6092.0,11.75
NORTE,2017-12-27,15018.0,3261.0,21.71
PARANA,2017-12-27,152313.0,35164.0,23.09
SUDESTE,2017-12-27,50682.0,8660.0,17.09
SUL,2017-12-27,20100.0,10676.0,53.11
TELES PIRES,2017-12-27,0.0,0.0,0.0
BELO MONTE,2017-12-28,27.0,3.0,11.11
ITAIPU,2017-12-28,0.0,0.0,0.0
MADEIRA,2017-12-28,290.0,43.0,14.83
NORDESTE,2017-12-28,51831.0,6258.0,12.07
NORTE,2017-12-28,15018.0,3287.0,21.89
PARANA,2017-12-28,152313.0,35548.0,23.34
SUDESTE,2017-12-28,50682.0,8672.0,17.11
SUL,2017-12-28,20100.0,10701.0,53.24
TELES PIRES,2017-12-28,0.0,0.0,0.0
BELO MONTE,2017-12-29,27.0,3.0,11.11
ITAIPU,2017-12-29,0.0,0.0,0.0
MADEIRA,2017-12-29,290.0,47.0,16.21
NORDESTE,2017-12-29,51831.0,6396.0,12.34
NORTE,2017-12-29,14245.0,3206.0,22.51
PARANA,2017-12-29,140227.0,28771.0,20.52
SUDESTE,2017-12-29,50682.0,8691.0,17.15
SUL,2017-12-29,9591.0,5320.0,55.47
TELES PIRES,2017-12-29,0.0,0.0,0.0
BELO MONTE,2017-12-30,27.0,3.0,11.11
IGUACU,2017-12-30,10509.0,5777.0,54.97
ITAIPU,2017-12-30,0.0,0.0,0.0
MADEIRA,2017-12-30,290.0,51.0,17.59
MANAUS-AMAPA,2017-12-30,773.0,133.0,17.21
NORDESTE,2017-12-30,51831.0,6535.0,12.61
NORTE,2017-12-30,14245.0,3282.0,23.04
PARANA,2017-12-30,140227.0,29134.0,20.78
PARANAPANEMA,2017-12-30,12086.0,7366.0,60.95
SUDESTE,2017-12-30,50682.0,8719.0,17.2
SUL,2017-12-30,9591.0,5376.0,56.05
TELES PIRES,2017-12-30,0.0,0.0,0.0
BELO MONTE,2017-12-31,27.0,3.0,11.11
IGUACU,2017-12-31,10509.0,6007.0,57.16
ITAIPU,2017-12-31,0.0,0.0,0.0
MADEIRA,2017-12-31,290.0,55.0,18.97
MANAUS-AMAPA,2017-12-31,773.0,132.0,17.08
NORDESTE,2017-12-31,51831.0,6580.0,12.7
NORTE,2017-12-31,14245.0,3373.0,23.68
PARANA,2017-12-31,140227.0,29558.0,21.08
PARANAPANEMA,2017-12-31,12086.0,7574.0,62.67
SUDESTE,2017-12-31,50682.0,8749.0,17.26
SUL,2017-12-31,9591.0,5459.0,56.92
TELES PIRES,2017-12-31,0.0,0.0,0.0
BELO MONTE,2018-01-01,27.275,3.476,12.7443
IGUACU,2018-01-01,9968.53,5900.139,59.1877
ITAIPU,2018-01-01,0.0,0.0,0.0
MADEIRA,2018-01-01,316.575,66.202,20.9119
MANAUS-AMAPA,2018-01-01,776.495,131.366,16.9178
NORDESTE,2018-01-01,51602.071,6659.575,12.9056
NORTE,2018-01-01,14361.117,3496.628,24.3479
PARANA,2018-01-01,140228.485,29962.945,21.3672
PARANAPANEMA,2018-01-01,11833.214,7670.322,64.8203
SUDESTE,2018-01-01,50313.666,8700.156,17.2918
SUL,2018-01-01,9447.43,5454.003,57.73
TELES PIRES,2018-01-01,0.0,0.0,0.0
BELO MONTE,2018-01-02,27.275,3.476,12.7443
IGUACU,2018-01-02,9968.53,6084.654,61.0386
ITAIPU,2018-01-02,0.0,0.0,0.0
MADEIRA,2018-01-02,316.575,71.456,22.5716
MANAUS-AMAPA,2018-01-02,776.495,130.14,16.7599
NORDESTE,2018-01-02,51602.071,6857.421,13.289
NORTE,2018-01-02,14361.117,3486.3,24.276
PARANA,2018-01-02,140228.485,30435.998,21.7046
PARANAPANEMA,2018-01-02,11833.214,7925.703,66.9784
SUDESTE,2018-01-02,50313.666,8715.133,17.3216
SUL,2018-01-02,9447.43,5482.117,58.0276
TELES PIRES,2018-01-02,0.0,0.0,0.0
BELO MONTE,2018-01-03,27.275,3.476,12.7443
IGUACU,2018-01-03,9968.53,6220.17,62.3981
ITAIPU,2018-01-03,0.0,0.0,0.0
MADEIRA,2018-01-03,316.575,76.737,24.2398
MANAUS-AMAPA,2018-01-03,776.495,128.841,16.5926
NORDESTE,2018-01-03,51602.071,6962.524,13.4927
NORTE,2018-01-03,14361.117,3443.337,23.9768
PARANA,2018-01-03,140228.485,30832.673,21.9875
PARANAPANEMA,2018-01-03,11833.214,8122.654,68.6428
SUDESTE,2018-01-03,50313.666,8728.583,17.3483
SUL,2018-01-03,9447.43,5488.509,58.0953
TELES PIRES,2018-01-03,0.0,0.0,0.0
BELO MONTE,2018-01-04,27.275,3.476,12.7443
IGUACU,2018-01-04,9968.53,6323.69,63.4365
ITAIPU,2018-01-04,0.0,0.0,0.0
MADEIRA,2018-01-04,316.575,82.068,25.9237
MANAUS-AMAPA,2018-01-04,776.495,127.616,16.4349
NORDESTE,2018-01-04,51602.071,7064.152,13.6897
NORTE,2018-01-04,14361.117,3404.129,23.7038
PARANA,2018-01-04,140228.485,31435.081,22.417
PARANAPANEMA,2018-01-04,11833.214,8279.192,69.9657
SUDESTE,2018-01-04,50313.666,8746.994,17.3849
SUL,2018-01-04,9447.43,5496.644,58.1814
TELES PIRES,2018-01-04,0.0,0.0,0.0
BELO MONTE,2018-01-05,27.275,3.476,12.7443
IGUACU,2018-01-05,9968.53,6395.716,64.1591
ITAIPU,2018-01-05,0.0,0.0,0.0
MADEIRA,2018-01-05,316.575,87.887,27.7618
MANAUS-AMAPA,2018-01-05,776.495,126.463,16.2864
NORDESTE,2018-01-05,51602.071,7128.438,13.8142
NORTE,2018-01-05,14361.117,3382.855,23.5557
PARANA,2018-01-05,140228.485,32122.251,22.9071
PARANAPANEMA,2018-01-05,11833.214,8414.375,71.1081
SUDESTE,2018-01-05,50313.666,8778.274,17.4471
SUL,2018-01-05,9447.43,5484.725,58.0552
TELES PIRES,2018-01-05,0.0,0.0,0.0
BELO MONTE,2018-01-06,27.275,3.476,12.7443
IGUACU,2018-01-06,9968.53,6476.145,64.9659
ITAIPU,2018-01-06,0.0,0.0,0.0
MADEIRA,2018-01-06,316.575,94.392,29.8166
MANAUS-AMAPA,2018-01-06,776.495,124.014,15.971
NORDESTE,2018-01-06,51602.071,7193.611,13.9405
NORTE,2018-01-06,14361.117,3395.065,23.6407
PARANA,2018-01-06,140228.485,32974.786,23.515
PARANAPANEMA,2018-01-06,11833.214,8514.693,71.9559
SUDESTE,2018-01-06,50313.666,8826.825,17.5436
SUL,2018-01-06,9447.43,5493.925,58.1526
TELES PIRES,2018-01-06,0.0,0.0,0.0
BELO MONTE,2018-01-07,27.275,3.502,12.8396
IGUACU,2018-01-07,9968.53,6618.714,66.3961
ITAIPU,2018-01-07,0.0,0.0,0.0
MADEIRA,2018-01-07,316.575,100.981,31.898
MANAUS-AMAPA,2018-01-07,776.495,121.568,15.656
NORDESTE,2018-01-07,51602.071,7271.323,14.0911
NORTE,2018-01-07,14361.117,3464.876,24.1268
PARANA,2018-01-07,140228.485,33941.512,24.2044
PARANAPANEMA,2018-01-07,11833.214,8597.202,72.6531
SUDESTE,2018-01-07,50313.666,8907.402,17.7037
SUL,2018-01-07,9447.43,5500.899,58.2264
TELES PIRES,2018-01-07,0.0,0.0,0.0
BELO MONTE,2018-01-08,27.275,3.552,13.0229
IGUACU,2018-01-08,9968.53,6672.575,66.9364
ITAIPU,2018-01-08,0.0,0.0,0.0
MADEIRA,2018-01-08,316.575,107.886,34.0791
MANAUS-AMAPA,2018-01-08,776.495,119.125,15.3414
NORDESTE,2018-01-08,51602.071,7384.306,14.3101
NORTE,2018-01-08,14361.117,3514.221,24.4704
PARANA,2018-01-08,140228.485,34928.64,24.9084
PARANAPANEMA,2018-01-08,11833.214,8652.635,73.1216
SUDESTE,2018-01-08,50313.666,9029.813,17.947
SUL,2018-01-08,9447.43,5480.922,58.015
TELES PIRES,2018-01-08,0.0,0.0,0.0
BELO MONTE,2018-01-09,27.275,3.627,13.2979
IGUACU,2018-01-09,9968.53,6715.624,67.3682
ITAIPU,2018-01-09,0.0,0.0,0.0
MADEIRA,2018-01-09,316.575,114.832,36.2732
MANAUS-AMAPA,2018-01-09,776.495,116.683,15.0269
NORDESTE,2018-01-09,51602.071,7493.947,14.5226
NORTE,2018-01-09,14361.117,3563.391,24.8128
PARANA,2018-01-09,140228.485,36069.624,25.722
PARANAPANEMA,2018-01-09,11833.214,8674.541,73.3067
SUDESTE,2018-01-09,50313.666,9161.219,18.2082
SUL,2018-01-09,9447.43,5459.602,57.7893
TELES PIRES,2018-01-09,0.0,0.0,0.0
BELO MONTE,2018-01-10,27.275,3.703,13.5765
IGUACU,2018-01-10,9968.53,6734.291,67.5555
ITAIPU,2018-01-10,0.0,0.0,0.0
MADEIRA,2018-01-10,316.575,122.022,38.5444
MANAUS-AMAPA,2018-01-10,776.495,114.316,14.7221
NORDESTE,2018-01-10,51602.071,7606.391,14.7405
NORTE,2018-01-10,14361.117,3597.503,25.0503
PARANA,2018-01-10,140228.485,37195.549,26.525
PARANAPANEMA,2018-01-10,11833.214,8704.986,73.564
SUDESTE,2018-01-10,50313.666,9269.617,18.4237
SUL,2018-01-10,9447.43,5434.746,57.5262
TELES PIRES,2018-01-10,0.0,0.0,0.0
BELO MONTE,2018-01-11,27.275,3.881,14.2291
IGUACU,2018-01-11,9968.53,6756.961,67.7829
ITAIPU,2018-01-11,0.0,0.0,0.0
MADEIRA,2018-01-11,316.575,129.016,40.7537
MANAUS-AMAPA,2018-01-11,776.495,114.316,14.7221
NORDESTE,2018-01-11,51602.071,7711.253,14.9437
NORTE,2018-01-11,14361.117,3632.243,25.2922
PARANA,2018-01-11,140228.485,38091.769,27.1641
PARANAPANEMA,2018-01-11,11833.214,8724.63,73.73
SUDESTE,2018-01-11,50313.666,9353.054,18.5895
SUL,2018-01-11,9447.43,5438.954,57.5707
TELES PIRES,2018-01-11,0.0,0.0,0.0
BELO MONTE,2018-01-12,27.275,4.112,15.0761
IGUACU,2018-01-12,9968.53,6784.268,68.0569
ITAIPU,2018-01-12,0.0,0.0,0.0
MADEIRA,2018-01-12,316.575,135.613,42.8376
MANAUS-AMAPA,2018-01-12,776.495,114.316,14.7221
NORDESTE,2018-01-12,51602.071,7817.167,15.1489
NORTE,2018-01-12,14361.117,3667.182,25.5355
PARANA,2018-01-12,140228.485,38856.952,27.7097
PARANAPANEMA,2018-01-12,11833.214,8692.643,73.4597
SUDESTE,2018-01-12,50313.666,9423.243,18.729
SUL,2018-01-12,9447.43,5455.508,57.7459
TELES PIRES,2018-01-12,0.0,0.0,0.0
BELO MONTE,2018-01-13,27.275,4.35,15.9487
IGUACU,2018-01-13,9968.53,6810.172,68.3167
ITAIPU,2018-01-13,0.0,0.0,0.0
MADEIRA,2018-01-13,316.575,141.459,44.6842
MANAUS-AMAPA,2018-01-13,776.495,113.098,14.5652
NORDESTE,2018-01-13,51602.071,7911.4,15.3316
NORTE,2018-01-13,14361.117,3722.315,25.9194
PARANA,2018-01-13,140228.485,39589.28,28.232
PARANAPANEMA,2018-01-13,11833.214,8620.8,72.8526
SUDESTE,2018-01-13,50313.666,9470.949,18.8238
SUL,2018-01-13,9447.43,5491.769,58.1298
TELES PIRES,2018-01-13,0.0,0.0,0.0
BELO MONTE,2018-01-14,27.275,4.562,16.7259
IGUACU,2018-01-14,9968.53,6896.589,69.1836
ITAIPU,2018-01-14,0.0,0.0,0.0
MADEIRA,2018-01-14,316.575,146.897,46.402
MANAUS-AMAPA,2018-01-14,776.495,111.879,14.4082
NORDESTE,2018-01-14,51602.071,7972.489,15.4499
NORTE,2018-01-14,14361.117,3832.205,26.6846
PARANA,2018-01-14,140228.485,40350.038,28.7745
PARANAPANEMA,2018-01-14,11833.214,8611.33,72.7725
SUDESTE,2018-01-14,50313.666,9540.372,18.9618
SUL,2018-01-14,9447.43,5545.717,58.7008
TELES PIRES,2018-01-14,0.0,0.0,0.0
BELO MONTE,2018-01-15,27.275,4.834,17.7232
IGUACU,2018-01-15,9968.53,6957.999,69.7996
ITAIPU,2018-01-15,0.0,0.0,0.0
MADEIRA,2018-01-15,316.575,152.093,48.0433
MANAUS-AMAPA,2018-01-15,776.495,110.662,14.2515
NORDESTE,2018-01-15,51602.071,8046.346,15.5931
NORTE,2018-01-15,14361.117,3900.486,27.16
PARANA,2018-01-15,140228.485,40791.144,29.0891
PARANAPANEMA,2018-01-15,11833.214,8620.843,72.8529
SUDESTE,2018-01-15,50313.666,9585.54,19.0516
SUL,2018-01-15,9447.43,5583.28,59.0984
TELES PIRES,2018-01-15,0.0,0.0,0.0
BELO MONTE,2018-01-16,27.275,5.056,18.5371
IGUACU,2018-01-16,9968.53,7031.829,70.5403
ITAIPU,2018-01-16,0.0,0.0,0.0
MADEIRA,2018-01-16,316.575,157.172,49.6476
MANAUS-AMAPA,2018-01-16,776.495,110.662,14.2515
NORDESTE,2018-01-16,51602.071,8113.807,15.7238
NORTE,2018-01-16,14361.117,3973.186,27.6663
PARANA,2018-01-16,140228.485,41197.639,29.3789
PARANAPANEMA,2018-01-16,11833.214,8596.238,72.645
SUDESTE,2018-01-16,50313.666,9656.537,19.1927
SUL,2018-01-16,9447.43,5636.141,59.6579
TELES PIRES,2018-01-16,0.0,0.0,0.0
BELO MONTE,2018-01-17,27.275,5.169,18.9514
IGUACU,2018-01-17,9968.53,7116.381,71.3885
ITAIPU,2018-01-17,0.0,0.0,0.0
MADEIRA,2018-01-17,316.575,162.349,51.283
MANAUS-AMAPA,2018-01-17,776.495,110.662,14.2515
NORDESTE,2018-01-17,51602.071,8155.992,15.8056
NORTE,2018-01-17,14361.117,4058.318,28.2591
PARANA,2018-01-17,140228.485,41553.23,29.6325
PARANAPANEMA,2018-01-17,11833.214,8562.794,72.3624
SUDESTE,2018-01-17,50313.666,9726.329,19.3314
SUL,2018-01-17,9447.43,5716.555,60.5091
TELES PIRES,2018-01-17,0.0,0.0,0.0
BELO MONTE,2018-01-18,27.275,5.338,19.571
IGUACU,2018-01-18,9968.53,7194.165,72.1688
ITAIPU,2018-01-18,0.0,0.0,0.0
MADEIRA,2018-01-18,316.575,167.105,52.7853
MANAUS-AMAPA,2018-01-18,776.495,110.662,14.2515
NORDESTE,2018-01-18,51602.071,8194.425,15.88
NORTE,2018-01-18,14361.117,4108.727,28.6101
PARANA,2018-01-18,140228.485,41797.204,29.8065
PARANAPANEMA,2018-01-18,11833.214,8566.082,72.3902
SUDESTE,2018-01-18,50313.666,9765.923,19.4101
SUL,2018-01-18,9447.43,5833.18,61.7436
TELES PIRES,2018-01-18,0.0,0.0,0.0
BELO MONTE,2018-01-19,27.275,5.395,19.78
IGUACU,2018-01-19,9968.53,7287.81,73.1082
ITAIPU,2018-01-19,0.0,0.0,0.0
MADEIRA,2018-01-19,316.575,171.236,54.0902
MANAUS-AMAPA,2018-01-19,776.495,111.879,14.4082
NORDESTE,2018-01-19,51602.071,8241.219,15.9707
NORTE,2018-01-19,14361.117,4125.033,28.7236
PARANA,2018-01-19,140228.485,41878.584,29.8645
PARANAPANEMA,2018-01-19,11833.214,8612.017,72.7783
SUDESTE,2018-01-19,50313.666,9786.03,19.45
SUL,2018-01-19,9447.43,5904.803,62.5017
TELES PIRES,2018-01-19,0.0,0.0,0.0
BELO MONTE,2018-01-20,27.275,5.422,19.879
IGUACU,2018-01-20,9968.53,7376.389,73.9968
ITAIPU,2018-01-20,0.0,0.0,0.0
MADEIRA,2018-01-20,316.575,174.537,55.1329
MANAUS-AMAPA,2018-01-20,776.495,113.098,14.5652
NORDESTE,2018-01-20,51602.071,8287.426,16.0603
NORTE,2018-01-20,14361.117,4129.409,28.7541
PARANA,2018-01-20,140228.485,42249.339,30.1289
PARANAPANEMA,2018-01-20,11833.214,8634.392,72.9674
SUDESTE,2018-01-20,50313.666,9782.536,19.4431
SUL,2018-01-20,9447.43,5972.432,63.2175
TELES PIRES,2018-01-20,0.0,0.0,0.0
BELO MONTE,2018-01-21,27.275,5.422,19.879
IGUACU,2018-01-21,9968.53,7554.77,75.7862
ITAIPU,2018-01-21,0.0,0.0,0.0
MADEIRA,2018-01-21,316.575,178.126,56.2666
MANAUS-AMAPA,2018-01-21,776.495,114.316,14.7221
NORDESTE,2018-01-21,51602.071,8356.918,16.1949
NORTE,2018-01-21,14361.117,4225.795,29.4253
PARANA,2018-01-21,140228.485,42525.958,30.3262
PARANAPANEMA,2018-01-21,11833.214,8667.162,73.2444
SUDESTE,2018-01-21,50313.666,9791.68,19.4613
SUL,2018-01-21,9447.43,6077.1,64.3254
TELES PIRES,2018-01-21,0.0,0.0,0.0
BELO MONTE,2018-01-22,27.275,5.481,20.0953
IGUACU,2018-01-22,9968.53,7657.599,76.8177
ITAIPU,2018-01-22,0.0,0.0,0.0
MADEIRA,2018-01-22,316.575,181.971,57.4812
MANAUS-AMAPA,2018-01-22,776.495,115.464,14.8699
NORDESTE,2018-01-22,51602.071,8434.769,16.3458
NORTE,2018-01-22,14361.117,4281.877,29.8158
PARANA,2018-01-22,140228.485,42382.333,30.2238
PARANAPANEMA,2018-01-22,11833.214,8725.967,73.7413
SUDESTE,2018-01-22,50313.666,9802.706,19.4832
SUL,2018-01-22,9447.43,6201.842,65.6458
TELES PIRES,2018-01-22,0.0,0.0,0.0
BELO MONTE,2018-01-23,27.275,5.508,20.1943
IGUACU,2018-01-23,9968.53,7746.631,77.7109
ITAIPU,2018-01-23,0.0,0.0,0.0
MADEIRA,2018-01-23,316.575,185.938,58.7343
MANAUS-AMAPA,2018-01-23,776.495,116.683,15.0269
NORDESTE,2018-01-23,51602.071,8523.594,16.5179
NORTE,2018-01-23,14361.117,4290.217,29.8738
PARANA,2018-01-23,140228.485,42393.082,30.2314
PARANAPANEMA,2018-01-23,11833.214,8792.131,74.3004
SUDESTE,2018-01-23,50313.666,9809.331,19.4964
SUL,2018-01-23,9447.43,6313.963,66.8326
TELES PIRES,2018-01-23,0.0,0.0,0.0
BELO MONTE,2018-01-24,27.275,5.538,20.3043
IGUACU,2018-01-24,9968.53,7858.249,78.8306
ITAIPU,2018-01-24,0.0,0.0,0.0
MADEIRA,2018-01-24,316.575,188.351,59.4965
MANAUS-AMAPA,2018-01-24,776.495,117.904,15.1841
NORDESTE,2018-01-24,51602.071,8618.912,16.7026
NORTE,2018-01-24,14361.117,4303.448,29.966
PARANA,2018-01-24,140228.485,42333.621,30.189
PARANAPANEMA,2018-01-24,11833.214,8829.333,74.6148
SUDESTE,2018-01-24,50313.666,9825.702,19.5289
SUL,2018-01-24,9447.43,6418.665,67.9409
TELES PIRES,2018-01-24,0.0,0.0,0.0
BELO MONTE,2018-01-25,27.275,5.568,20.4143
IGUACU,2018-01-25,9968.53,7947.254,79.7234
ITAIPU,2018-01-25,0.0,0.0,0.0
MADEIRA,2018-01-25,316.575,190.782,60.2644
MANAUS-AMAPA,2018-01-25,776.495,119.125,15.3414
NORDESTE,2018-01-25,51602.071,8742.554,16.9423
NORTE,2018-01-25,14361.117,4334.636,30.1831
PARANA,2018-01-25,140228.485,42390.823,30.2298
PARANAPANEMA,2018-01-25,11833.214,8857.41,74.8521
SUDESTE,2018-01-25,50313.666,9838.602,19.5545
SUL,2018-01-25,9447.43,6556.264,69.3973
TELES PIRES,2018-01-25,0.0,0.0,0.0
BELO MONTE,2018-01-26,27.275,5.595,20.5133
IGUACU,2018-01-26,9968.53,8082.008,81.0752
ITAIPU,2018-01-26,0.0,0.0,0.0
MADEIRA,2018-01-26,316.575,194.22,61.3504
MANAUS-AMAPA,2018-01-26,776.495,119.125,15.3414
NORDESTE,2018-01-26,51602.071,8765.792,16.9873
NORTE,2018-01-26,14361.117,4367.761,30.4138
PARANA,2018-01-26,140228.485,42489.036,30.2999
PARANAPANEMA,2018-01-26,11833.214,8894.492,75.1655
SUDESTE,2018-01-26,50313.666,9910.15,19.6967
SUL,2018-01-26,9447.43,6664.013,70.5378
TELES PIRES,2018-01-26,0.0,0.0,0.0
BELO MONTE,2018-01-27,27.275,5.625,20.6233
IGUACU,2018-01-27,9968.53,8263.744,82.8983
ITAIPU,2018-01-27,0.0,0.0,0.0
MADEIRA,2018-01-27,316.575,198.6,62.7339
MANAUS-AMAPA,2018-01-27,776.495,119.125,15.3414
NORDESTE,2018-01-27,51602.071,8919.652,17.2855
NORTE,2018-01-27,14361.117,4427.922,30.8327
PARANA,2018-01-27,140228.485,42896.904,30.5907
PARANAPANEMA,2018-01-27,11833.214,8921.807,75.3963
SUDESTE,2018-01-27,50313.666,9994.68,19.8647
SUL,2018-01-27,9447.43,6751.796,71.467
TELES PIRES,2018-01-27,0.0,0.0,0.0
BELO MONTE,2018-01-28,27.275,5.654,20.7296
IGUACU,2018-01-28,9968.53,8441.126,84.6777
ITAIPU,2018-01-28,0.0,0.0,0.0
MADEIRA,2018-01-28,316.575,202.284,63.8977
MANAUS-AMAPA,2018-01-28,776.495,119.125,15.3414
