nom_ree,ear_data,ear_max_ree,ear_verif_ree_mwmes,ear_verif_ree_percentual
SUL,2022-08-08,9332.658,7127.682,76.3735
TELES PIRES,2022-08-08,900.655,605.094,67.1838
BELO MONTE,2022-08-09,28.109,27.972,99.5126
IGUACU,2022-08-09,10324.672,6588.768,63.8158
MADEIRA,2022-08-09,313.73,152.28,48.5386
MANAUS-AMAPA,2022-08-09,785.737,671.157,85.4175
NORDESTE,2022-08-09,51691.226,40942.097,79.2051
NORTE,2022-08-09,14488.55,12755.674,88.0397
PARANA,2022-08-09,140595.976,83967.95,59.7229
PARANAPANEMA,2022-08-09,11832.754,6300.798,53.2488
SUDESTE,2022-08-09,50972.214,30853.648,60.5303
SUL,2022-08-09,9332.658,7083.288,75.8979
TELES PIRES,2022-08-09,900.655,601.347,66.7677
BELO MONTE,2022-08-10,28.109,27.972,99.5126
IGUACU,2022-08-10,10324.672,6633.381,64.2479
MADEIRA,2022-08-10,313.73,149.211,47.5603
MANAUS-AMAPA,2022-08-10,785.737,666.838,84.8678
NORDESTE,2022-08-10,51691.226,40713.668,78.7632
NORTE,2022-08-10,14488.55,12730.905,87.8687
PARANA,2022-08-10,140595.976,83619.254,59.4749
PARANAPANEMA,2022-08-10,11832.754,6294.752,53.1977
SUDESTE,2022-08-10,50972.214,30814.444,60.4534
SUL,2022-08-10,9332.658,7157.851,76.6968
TELES PIRES,2022-08-10,900.655,599.52,66.5649
BELO MONTE,2022-08-11,28.109,28.315,100.7329
IGUACU,2022-08-11,10324.672,6685.72,64.7548
MADEIRA,2022-08-11,313.73,146.773,46.7832
MANAUS-AMAPA,2022-08-11,785.737,664.13,84.5232
NORDESTE,2022-08-11,51691.226,40480.735,78.3126
NORTE,2022-08-11,14488.55,12717.077,87.7733
PARANA,2022-08-11,140595.976,83364.662,59.2938
PARANAPANEMA,2022-08-11,11832.754,6284.431,53.1105
SUDESTE,2022-08-11,50972.214,30767.05,60.3604
SUL,2022-08-11,9332.658,7279.364,77.9988
TELES PIRES,2022-08-11,900.655,597.601,66.3518
BELO MONTE,2022-08-12,28.109,28.728,102.2021
IGUACU,2022-08-12,10324.672,6824.663,66.1005
MADEIRA,2022-08-12,313.73,144.494,46.0568
MANAUS-AMAPA,2022-08-12,785.737,661.424,84.1788
NORDESTE,2022-08-12,51691.226,40323.441,78.0083
NORTE,2022-08-12,14488.55,12705.326,87.6922
PARANA,2022-08-12,140595.976,83173.175,59.1576
PARANAPANEMA,2022-08-12,11832.754,6310.3,53.3291
SUDESTE,2022-08-12,50972.214,30710.307,60.2491
SUL,2022-08-12,9332.658,7341.896,78.6689
TELES PIRES,2022-08-12,900.655,596.688,66.2505
BELO MONTE,2022-08-13,28.109,28.936,102.9421
IGUACU,2022-08-13,10324.672,6962.579,67.4363
MADEIRA,2022-08-13,313.73,142.919,45.5548
MANAUS-AMAPA,2022-08-13,785.737,660.663,84.082
NORDESTE,2022-08-13,51691.226,40190.506,77.7511
NORTE,2022-08-13,14488.55,12693.778,87.6125
PARANA,2022-08-13,140595.976,82965.878,59.0101
PARANAPANEMA,2022-08-13,11832.754,6327.147,53.4715
SUDESTE,2022-08-13,50972.214,30657.5,60.1455
SUL,2022-08-13,9332.658,7404.682,79.3416
TELES PIRES,2022-08-13,900.655,598.606,66.4634
BELO MONTE,2022-08-14,28.109,29.005,103.1876
IGUACU,2022-08-14,10324.672,7078.179,68.556
MADEIRA,2022-08-14,313.73,141.994,45.2599
MANAUS-AMAPA,2022-08-14,785.737,661.424,84.1788
NORDESTE,2022-08-14,51691.226,40053.757,77.4866
NORTE,2022-08-14,14488.55,12684.22,87.5465
PARANA,2022-08-14,140595.976,82958.869,59.0052
PARANAPANEMA,2022-08-14,11832.754,6337.406,53.5582
SUDESTE,2022-08-14,50972.214,30615.174,60.0625
SUL,2022-08-14,9332.658,7465.453,79.9928
TELES PIRES,2022-08-14,900.655,601.347,66.7677
BELO MONTE,2022-08-15,28.109,29.005,103.1876
IGUACU,2022-08-15,10324.672,7173.125,69.4756
MADEIRA,2022-08-15,313.73,140.111,44.6597
MANAUS-AMAPA,2022-08-15,785.737,660.325,84.0389
NORDESTE,2022-08-15,51691.226,39942.046,77.2705
NORTE,2022-08-15,14488.55,12671.755,87.4605
PARANA,2022-08-15,140595.976,82562.629,58.7233
PARANAPANEMA,2022-08-15,11832.754,6337.27,53.557
SUDESTE,2022-08-15,50972.214,30558.984,59.9522
SUL,2022-08-15,9332.658,7473.147,80.0752
TELES PIRES,2022-08-15,900.655,600.433,66.6663
BELO MONTE,2022-08-16,28.109,28.936,102.9421
IGUACU,2022-08-16,10324.672,7264.321,70.3589
MADEIRA,2022-08-16,313.73,138.213,44.0548
MANAUS-AMAPA,2022-08-16,785.737,657.621,83.6948
NORDESTE,2022-08-16,51691.226,39854.876,77.1018
NORTE,2022-08-16,14488.55,12658.357,87.368
PARANA,2022-08-16,140595.976,82166.498,58.4416
PARANAPANEMA,2022-08-16,11832.754,6325.425,53.4569
SUDESTE,2022-08-16,50972.214,30497.912,59.8324
SUL,2022-08-16,9332.658,7477.44,80.1212
TELES PIRES,2022-08-16,900.655,599.52,66.5649
BELO MONTE,2022-08-17,28.109,28.936,102.9421
IGUACU,2022-08-17,10324.672,7357.162,71.2581
MADEIRA,2022-08-17,313.73,136.292,43.4425
MANAUS-AMAPA,2022-08-17,785.737,653.567,83.1788
NORDESTE,2022-08-17,51691.226,39739.953,76.8795
NORTE,2022-08-17,14488.55,12644.028,87.2691
PARANA,2022-08-17,140595.976,81934.347,58.2765
PARANAPANEMA,2022-08-17,11832.754,6324.969,53.4531
SUDESTE,2022-08-17,50972.214,30444.835,59.7283
SUL,2022-08-17,9332.658,7482.721,80.1778
TELES PIRES,2022-08-17,900.655,598.606,66.4634
BELO MONTE,2022-08-18,28.109,28.866,102.6931
IGUACU,2022-08-18,10324.672,7703.921,74.6166
MADEIRA,2022-08-18,313.73,134.487,42.8671
MANAUS-AMAPA,2022-08-18,785.737,647.241,82.3737
NORDESTE,2022-08-18,51691.226,39599.943,76.6086
NORTE,2022-08-18,14488.55,12628.565,87.1624
PARANA,2022-08-18,140595.976,81605.531,58.0426
PARANAPANEMA,2022-08-18,11832.754,6351.748,53.6794
SUDESTE,2022-08-18,50972.214,30387.246,59.6153
SUL,2022-08-18,9332.658,7636.185,81.8222
TELES PIRES,2022-08-18,900.655,599.52,66.5649
BELO MONTE,2022-08-19,28.109,28.591,101.7148
IGUACU,2022-08-19,10324.672,7971.729,77.2105
MADEIRA,2022-08-19,313.73,132.263,42.1582
MANAUS-AMAPA,2022-08-19,785.737,641.512,81.6446
NORDESTE,2022-08-19,51691.226,39467.09,76.3516
NORTE,2022-08-19,14488.55,12611.527,87.0448
PARANA,2022-08-19,140595.976,81300.113,57.8253
PARANAPANEMA,2022-08-19,11832.754,6392.044,54.0199
SUDESTE,2022-08-19,50972.214,30336.018,59.5148
SUL,2022-08-19,9332.658,7749.376,83.035
TELES PIRES,2022-08-19,900.655,599.52,66.5649
BELO MONTE,2022-08-20,28.109,28.315,100.7329
IGUACU,2022-08-20,10324.672,8249.898,79.9047
MADEIRA,2022-08-20,313.73,130.274,41.5242
MANAUS-AMAPA,2022-08-20,785.737,639.576,81.3982
NORDESTE,2022-08-20,51691.226,39329.129,76.0847
NORTE,2022-08-20,14488.55,12598.446,86.9545
PARANA,2022-08-20,140595.976,81192.351,57.7487
PARANAPANEMA,2022-08-20,11832.754,6441.695,54.4395
SUDESTE,2022-08-20,50972.214,30282.576,59.41
SUL,2022-08-20,9332.658,7843.036,84.0386
TELES PIRES,2022-08-20,900.655,600.433,66.6663
BELO MONTE,2022-08-21,28.109,28.246,100.4874
IGUACU,2022-08-21,10324.672,8495.042,82.279
MADEIRA,2022-08-21,313.73,129.007,41.1204
MANAUS-AMAPA,2022-08-21,785.737,639.576,81.3982
NORDESTE,2022-08-21,51691.226,39230.403,75.8937
NORTE,2022-08-21,14488.55,12587.236,86.8771
PARANA,2022-08-21,140595.976,81109.991,57.6901
PARANAPANEMA,2022-08-21,11832.754,6482.359,54.7832
SUDESTE,2022-08-21,50972.214,30234.635,59.3159
SUL,2022-08-21,9332.658,7922.518,84.8903
TELES PIRES,2022-08-21,900.655,600.433,66.6663
BELO MONTE,2022-08-22,28.109,28.315,100.7329
IGUACU,2022-08-22,10324.672,8663.069,83.9065
MADEIRA,2022-08-22,313.73,127.023,40.488
MANAUS-AMAPA,2022-08-22,785.737,637.725,81.1627
NORDESTE,2022-08-22,51691.226,39068.554,75.5806
NORTE,2022-08-22,14488.55,12566.147,86.7316
PARANA,2022-08-22,140595.976,80608.166,57.3332
PARANAPANEMA,2022-08-22,11832.754,6506.96,54.9911
SUDESTE,2022-08-22,50972.214,30186.893,59.2223
SUL,2022-08-22,9332.658,7953.374,85.2209
TELES PIRES,2022-08-22,900.655,600.433,66.6663
BELO MONTE,2022-08-23,28.109,28.109,100.0
IGUACU,2022-08-23,10324.672,8787.02,85.107
MADEIRA,2022-08-23,313.73,124.853,39.7963
MANAUS-AMAPA,2022-08-23,785.737,636.547,81.0127
NORDESTE,2022-08-23,51691.226,38939.071,75.3301
NORTE,2022-08-23,14488.55,12549.128,86.6141
PARANA,2022-08-23,140595.976,80230.682,57.0647
PARANAPANEMA,2022-08-23,11832.754,6526.26,55.1542
SUDESTE,2022-08-23,50972.214,30110.766,59.0729
SUL,2022-08-23,9332.658,7960.731,85.2997
TELES PIRES,2022-08-23,900.655,601.347,66.7677
BELO MONTE,2022-08-24,28.109,27.972,99.5126
IGUACU,2022-08-24,10324.672,8882.813,86.0348
MADEIRA,2022-08-24,313.73,122.635,39.0893
MANAUS-AMAPA,2022-08-24,785.737,636.547,81.0127
NORDESTE,2022-08-24,51691.226,38773.472,75.0098
NORTE,2022-08-24,14488.55,12525.115,86.4484
PARANA,2022-08-24,140595.976,79950.344,56.8653
PARANAPANEMA,2022-08-24,11832.754,6539.999,55.2703
SUDESTE,2022-08-24,50972.214,30028.56,58.9116
SUL,2022-08-24,9332.658,7943.789,85.1182
TELES PIRES,2022-08-24,900.655,602.352,66.8793
BELO MONTE,2022-08-25,28.109,27.903,99.2671
IGUACU,2022-08-25,10324.672,8960.084,86.7832
MADEIRA,2022-08-25,313.73,119.683,38.1484
MANAUS-AMAPA,2022-08-25,785.737,636.968,81.0663
NORDESTE,2022-08-25,51691.226,38624.938,74.7224
NORTE,2022-08-25,14488.55,12499.76,86.2734
PARANA,2022-08-25,140595.976,79652.344,56.6534
PARANAPANEMA,2022-08-25,11832.754,6550.251,55.3569
SUDESTE,2022-08-25,50972.214,29941.231,58.7403
SUL,2022-08-25,9332.658,7924.378,84.9102
TELES PIRES,2022-08-25,900.655,603.266,66.9808
BELO MONTE,2022-08-26,28.109,27.972,99.5126
IGUACU,2022-08-26,10324.672,9020.299,87.3664
MADEIRA,2022-08-26,313.73,117.399,37.4204
MANAUS-AMAPA,2022-08-26,785.737,637.725,81.1627
NORDESTE,2022-08-26,51691.226,38444.055,74.3725
NORTE,2022-08-26,14488.55,12482.437,86.1538
PARANA,2022-08-26,140595.976,79342.115,56.4327
PARANAPANEMA,2022-08-26,11832.754,6563.007,55.4647
SUDESTE,2022-08-26,50972.214,29855.138,58.5714
SUL,2022-08-26,9332.658,7889.753,84.5392
TELES PIRES,2022-08-26,900.655,603.266,66.9808
BELO MONTE,2022-08-27,28.109,27.903,99.2671
IGUACU,2022-08-27,10324.672,9096.62,88.1057
MADEIRA,2022-08-27,313.73,114.982,36.65
MANAUS-AMAPA,2022-08-27,785.737,638.482,81.259
NORDESTE,2022-08-27,51691.226,38270.898,74.0375
NORTE,2022-08-27,14488.55,12458.848,85.991
PARANA,2022-08-27,140595.976,79153.486,56.2985
PARANAPANEMA,2022-08-27,11832.754,6568.787,55.5136
SUDESTE,2022-08-27,50972.214,29774.317,58.4128
SUL,2022-08-27,10134.571,8673.998,85.5882
TELES PIRES,2022-08-27,900.655,604.18,67.0823
BELO MONTE,2022-08-28,28.109,27.766,98.7798
IGUACU,2022-08-28,10324.672,9179.451,88.9079
MADEIRA,2022-08-28,313.73,113.289,36.1103
MANAUS-AMAPA,2022-08-28,785.737,640.334,81.4947
NORDESTE,2022-08-28,51691.226,38156.237,73.8157
NORTE,2022-08-28,14488.55,12438.822,85.8528
PARANA,2022-08-28,140595.976,78942.595,56.1485
PARANAPANEMA,2022-08-28,11832.754,6575.926,55.5739
SUDESTE,2022-08-28,50972.214,29702.985,58.2729
SUL,2022-08-28,10134.571,8672.29,85.5714
TELES PIRES,2022-08-28,900.655,605.094,67.1838
BELO MONTE,2022-08-29,28.109,27.972,99.5126
IGUACU,2022-08-29,10324.672,9175.339,88.8681
MADEIRA,2022-08-29,313.73,111.294,35.4745
MANAUS-AMAPA,2022-08-29,785.737,639.997,81.4518
NORDESTE,2022-08-29,51691.226,38031.343,73.5741
NORTE,2022-08-29,14488.55,12410.438,85.6569
PARANA,2022-08-29,140595.976,78457.498,55.8035
PARANAPANEMA,2022-08-29,11832.754,6577.688,55.5888
SUDESTE,2022-08-29,50972.214,29629.874,58.1295
SUL,2022-08-29,10134.571,8622.618,85.0812
TELES PIRES,2022-08-29,900.655,605.094,67.1838
BELO MONTE,2022-08-30,28.109,28.315,100.7329
IGUACU,2022-08-30,10324.672,9157.524,88.6955
MADEIRA,2022-08-30,313.73,109.327,34.8475
MANAUS-AMAPA,2022-08-30,785.737,637.304,81.1091
NORDESTE,2022-08-30,51691.226,37905.644,73.3309
NORTE,2022-08-30,14488.55,12379.788,85.4453
PARANA,2022-08-30,140595.976,78140.62,55.5781
PARANAPANEMA,2022-08-30,11832.754,6580.634,55.6137
SUDESTE,2022-08-30,50972.214,29564.471,58.0012
SUL,2022-08-30,10134.571,8564.497,84.5077
TELES PIRES,2022-08-30,900.655,605.094,67.1838
BELO MONTE,2022-08-31,28.109,28.659,101.9567
IGUACU,2022-08-31,10324.672,9134.447,88.472
MADEIRA,2022-08-31,313.73,107.313,34.2055
MANAUS-AMAPA,2022-08-31,785.737,633.857,80.6704
NORDESTE,2022-08-31,51691.226,37767.512,73.0637
NORTE,2022-08-31,14488.55,12355.349,85.2766
PARANA,2022-08-31,140595.976,77836.263,55.3617
PARANAPANEMA,2022-08-31,11832.754,6580.677,55.6141
SUDESTE,2022-08-31,50972.214,29496.477,57.8678
SUL,2022-08-31,10134.571,8493.218,83.8044
TELES PIRES,2022-08-31,900.655,605.094,67.1838
BELO MONTE,2022-09-01,28.109,28.797,102.4476
IGUACU,2022-09-01,10324.672,9105.165,88.1884
MADEIRA,2022-09-01,313.73,105.191,33.5291
MANAUS-AMAPA,2022-09-01,785.737,631.588,80.3816
NORDESTE,2022-09-01,51691.226,37635.175,72.8077
NORTE,2022-09-01,14488.55,12340.668,85.1753
PARANA,2022-09-01,140595.976,77476.449,55.1057
PARANAPANEMA,2022-09-01,11832.754,6579.343,55.6028
SUDESTE,2022-09-01,50972.214,29407.363,57.6929
SUL,2022-09-01,10134.571,8423.267,83.1142
TELES PIRES,2022-09-01,900.655,605.094,67.1838
BELO MONTE,2022-09-02,28.109,28.936,102.9421
IGUACU,2022-09-02,10324.672,9054.418,87.6969
MADEIRA,2022-09-02,313.73,103.134,32.8735
MANAUS-AMAPA,2022-09-02,785.737,628.984,80.0502
NORDESTE,2022-09-02,51691.226,37486.779,72.5206
NORTE,2022-09-02,14488.55,12311.839,84.9763
PARANA,2022-09-02,140595.976,77088.251,54.8296
PARANAPANEMA,2022-09-02,11832.754,6572.756,55.5471
SUDESTE,2022-09-02,50972.214,29316.499,57.5147
SUL,2022-09-02,10134.571,8386.867,82.755
TELES PIRES,2022-09-02,900.655,604.18,67.0823
BELO MONTE,2022-09-03,28.109,29.07,103.4188
IGUACU,2022-09-03,10324.672,9034.457,87.5036
MADEIRA,2022-09-03,313.73,101.431,32.3307
MANAUS-AMAPA,2022-09-03,785.737,626.717,79.7617
NORDESTE,2022-09-03,51691.226,37364.793,72.2846
NORTE,2022-09-03,14488.55,12292.968,84.8461
PARANA,2022-09-03,140595.976,76863.425,54.6697
PARANAPANEMA,2022-09-03,11832.754,6563.068,55.4653
SUDESTE,2022-09-03,50972.214,29250.008,57.3842
SUL,2022-09-03,10134.571,8353.962,82.4303
TELES PIRES,2022-09-03,900.655,604.18,67.0823
BELO MONTE,2022-09-04,28.109,29.07,103.4188
IGUACU,2022-09-04,10324.672,9050.918,87.663
MADEIRA,2022-09-04,313.73,99.993,31.8723
MANAUS-AMAPA,2022-09-04,785.737,625.962,79.6656
NORDESTE,2022-09-04,51691.226,37242.781,72.0486
NORTE,2022-09-04,14488.55,12278.998,84.7497
PARANA,2022-09-04,140595.976,76770.616,54.6037
PARANAPANEMA,2022-09-04,11832.754,6563.932,55.4726
SUDESTE,2022-09-04,50972.214,29186.287,57.2592
SUL,2022-09-04,10134.571,8345.686,82.3487
TELES PIRES,2022-09-04,900.655,604.18,67.0823
BELO MONTE,2022-09-05,28.109,29.07,103.4188
IGUACU,2022-09-05,10324.672,9014.141,87.3068
MADEIRA,2022-09-05,313.73,97.945,31.2195
MANAUS-AMAPA,2022-09-05,785.737,624.032,79.42
NORDESTE,2022-09-05,51691.226,37120.312,71.8116
NORTE,2022-09-05,14488.55,12260.191,84.6199
PARANA,2022-09-05,140595.976,76251.003,54.2341
PARANAPANEMA,2022-09-05,11832.754,6569.556,55.5201
SUDESTE,2022-09-05,50972.214,29093.414,57.077
SUL,2022-09-05,10134.571,8288.868,81.7881
TELES PIRES,2022-09-05,900.655,603.266,66.9808
BELO MONTE,2022-09-06,28.109,29.07,103.4188
IGUACU,2022-09-06,10324.672,8970.733,86.8864
MADEIRA,2022-09-06,313.73,96.125,30.6394
MANAUS-AMAPA,2022-09-06,785.737,622.187,79.1851
NORDESTE,2022-09-06,51691.226,36997.236,71.5735
NORTE,2022-09-06,14488.55,12239.298,84.4757
PARANA,2022-09-06,140595.976,75845.41,53.9456
PARANAPANEMA,2022-09-06,11832.754,6578.255,55.5936
SUDESTE,2022-09-06,50972.214,28998.407,56.8906
SUL,2022-09-06,10134.571,8245.592,81.361
TELES PIRES,2022-09-06,900.655,603.266,66.9808
BELO MONTE,2022-09-07,28.109,29.07,103.4188
IGUACU,2022-09-07,10324.672,9002.149,87.1907
MADEIRA,2022-09-07,313.73,94.731,30.1951
MANAUS-AMAPA,2022-09-07,785.737,621.013,79.0357
NORDESTE,2022-09-07,51691.226,36877.791,71.3425
NORTE,2022-09-07,14488.55,12212.399,84.29
PARANA,2022-09-07,140595.976,75690.967,53.8358
PARANAPANEMA,2022-09-07,11832.754,6645.649,56.1632
SUDESTE,2022-09-07,50972.214,28909.381,56.716
SUL,2022-09-07,10134.571,8218.899,81.0977
TELES PIRES,2022-09-07,900.655,603.266,66.9808
BELO MONTE,2022-09-08,28.109,29.209,103.9133
IGUACU,2022-09-08,10324.672,9022.623,87.389
MADEIRA,2022-09-08,313.73,92.731,29.5576
MANAUS-AMAPA,2022-09-08,785.737,617.242,78.5558
NORDESTE,2022-09-08,51691.226,36743.146,71.082
NORTE,2022-09-08,14488.55,12188.544,84.1254
PARANA,2022-09-08,140595.976,75243.672,53.5177
PARANAPANEMA,2022-09-08,11832.754,6680.547,56.4581
SUDESTE,2022-09-08,50972.214,28840.311,56.5805
SUL,2022-09-08,10134.571,8145.795,80.3763
TELES PIRES,2022-09-08,900.655,603.266,66.9808
BELO MONTE,2022-09-09,28.109,28.866,102.6931
IGUACU,2022-09-09,10324.672,9017.346,87.3378
MADEIRA,2022-09-09,313.73,90.005,28.6887
MANAUS-AMAPA,2022-09-09,785.737,615.065,78.2787
NORDESTE,2022-09-09,51691.226,36633.652,70.8702
NORTE,2022-09-09,14488.55,12116.687,83.6294
PARANA,2022-09-09,140595.976,74802.426,53.2038
PARANAPANEMA,2022-09-09,11832.754,6686.682,56.5099
SUDESTE,2022-09-09,50972.214,28734.502,56.3729
SUL,2022-09-09,10134.571,8042.244,79.3546
TELES PIRES,2022-09-09,900.655,602.352,66.8793
BELO MONTE,2022-09-10,28.109,28.453,101.2238
IGUACU,2022-09-10,10324.672,9010.737,87.2738
MADEIRA,2022-09-10,313.73,88.917,28.3419
MANAUS-AMAPA,2022-09-10,785.737,613.893,78.1296
NORDESTE,2022-09-10,51691.226,36555.411,70.7188
NORTE,2022-09-10,14488.55,12072.008,83.321
PARANA,2022-09-10,140595.976,74542.759,53.0191
PARANAPANEMA,2022-09-10,11832.754,6709.244,56.7006
SUDESTE,2022-09-10,50972.214,28652.52,56.212
SUL,2022-09-10,10134.571,7970.603,78.6477
TELES PIRES,2022-09-10,900.655,602.352,66.8793
BELO MONTE,2022-09-11,28.109,28.246,100.4874
IGUACU,2022-09-11,10324.672,9035.825,87.5168
MADEIRA,2022-09-11,313.73,87.73,27.9635
MANAUS-AMAPA,2022-09-11,785.737,612.805,77.9911
NORDESTE,2022-09-11,51691.226,36460.921,70.536
NORTE,2022-09-11,14488.55,12038.029,83.0865
PARANA,2022-09-11,140595.976,74439.347,52.9456
PARANAPANEMA,2022-09-11,11832.754,6735.601,56.9234
SUDESTE,2022-09-11,50972.214,28585.842,56.0812
SUL,2022-09-11,10134.571,7923.656,78.1844
TELES PIRES,2022-09-11,900.655,601.347,66.7677
BELO MONTE,2022-09-12,28.109,28.246,100.4874
IGUACU,2022-09-12,10324.672,9089.661,88.0383
MADEIRA,2022-09-12,313.73,86.472,27.5626
MANAUS-AMAPA,2022-09-12,785.737,610.128,77.6504
NORDESTE,2022-09-12,51691.226,36325.46,70.2739
NORTE,2022-09-12,14488.55,11992.17,82.77
PARANA,2022-09-12,140595.976,73887.618,52.5532
PARANAPANEMA,2022-09-12,11832.754,6714.11,56.7417
SUDESTE,2022-09-12,50972.214,28493.107,55.8993
SUL,2022-09-12,10134.571,7866.712,77.6225
TELES PIRES,2022-09-12,900.655,600.433,66.6663
BELO MONTE,2022-09-13,28.109,28.315,100.7329
IGUACU,2022-09-13,10324.672,9234.301,89.4392
MADEIRA,2022-09-13,313.73,84.837,27.0414
MANAUS-AMAPA,2022-09-13,785.737,607.954,77.3737
NORDESTE,2022-09-13,51691.226,36182.329,69.997
NORTE,2022-09-13,14488.55,11921.248,82.2805
PARANA,2022-09-13,140595.976,73456.362,52.2464
PARANAPANEMA,2022-09-13,11832.754,6699.62,56.6193
SUDESTE,2022-09-13,50972.214,28394.943,55.7067
SUL,2022-09-13,10134.571,7825.233,77.2133
TELES PIRES,2022-09-13,900.655,598.606,66.4634
BELO MONTE,2022-09-14,28.109,28.315,100.7329
IGUACU,2022-09-14,10324.672,9330.023,90.3663
MADEIRA,2022-09-14,313.73,83.388,26.5795
MANAUS-AMAPA,2022-09-14,785.737,605.698,77.0866
NORDESTE,2022-09-14,51691.226,36043.122,69.7277
NORTE,2022-09-14,14488.55,11790.366,81.3771
PARANA,2022-09-14,140595.976,73006.869,51.9267
PARANAPANEMA,2022-09-14,11832.754,6685.718,56.5018
SUDESTE,2022-09-14,50972.214,28286.786,55.4945
SUL,2022-09-14,10134.571,7758.911,76.5588
TELES PIRES,2022-09-14,900.655,595.774,66.149
BELO MONTE,2022-09-15,28.109,28.315,100.7329
IGUACU,2022-09-15,10324.672,9397.012,91.0151
MADEIRA,2022-09-15,313.73,81.819,26.0794
MANAUS-AMAPA,2022-09-15,785.737,602.691,76.7039
NORDESTE,2022-09-15,51691.226,35922.072,69.4936
NORTE,2022-09-15,14488.55,11679.193,80.6098
PARANA,2022-09-15,140595.976,72655.744,51.677
PARANAPANEMA,2022-09-15,11832.754,6674.513,56.4071
SUDESTE,2022-09-15,50972.214,28192.923,55.3104
SUL,2022-09-15,10134.571,7681.315,75.7932
TELES PIRES,2022-09-15,900.655,592.03,65.7333
BELO MONTE,2022-09-16,28.109,28.591,101.7148
IGUACU,2022-09-16,10324.672,9458.349,91.6092
MADEIRA,2022-09-16,313.73,80.858,25.7731
MANAUS-AMAPA,2022-09-16,785.737,602.691,76.7039
NORDESTE,2022-09-16,51691.226,35812.849,69.2823
NORTE,2022-09-16,14488.55,11597.962,80.0492
PARANA,2022-09-16,140595.976,72315.379,51.4349
PARANAPANEMA,2022-09-16,11832.754,6665.518,56.3311
SUDESTE,2022-09-16,50972.214,28116.412,55.1603
SUL,2022-09-16,10134.571,7630.218,75.289
TELES PIRES,2022-09-16,900.655,586.37,65.1048
BELO MONTE,2022-09-17,28.109,28.866,102.6931
IGUACU,2022-09-17,10324.672,9497.066,91.9842
MADEIRA,2022-09-17,313.73,79.895,25.4662
MANAUS-AMAPA,2022-09-17,785.737,601.94,76.6083
NORDESTE,2022-09-17,51691.226,35716.616,69.0961
NORTE,2022-09-17,14488.55,11558.422,79.7763
PARANA,2022-09-17,140595.976,72212.208,51.3615
PARANAPANEMA,2022-09-17,11832.754,6678.676,56.4423
SUDESTE,2022-09-17,50972.214,28020.717,54.9725
SUL,2022-09-17,10134.571,7633.827,75.3246
TELES PIRES,2022-09-17,900.655,577.883,64.1625
BELO MONTE,2022-09-18,28.109,28.936,102.9421
IGUACU,2022-09-18,10324.672,9597.482,92.9568
MADEIRA,2022-09-18,313.73,79.07,25.2032
MANAUS-AMAPA,2022-09-18,785.737,601.94,76.6083
NORDESTE,2022-09-18,51691.226,35628.531,68.9257
NORTE,2022-09-18,14488.55,11538.245,79.637
PARANA,2022-09-18,140595.976,72153.816,51.32
PARANAPANEMA,2022-09-18,11832.754,6703.028,56.6481
SUDESTE,2022-09-18,50972.214,27971.704,54.8764
SUL,2022-09-18,10134.571,7638.19,75.3677
TELES PIRES,2022-09-18,900.655,569.493,63.231
BELO MONTE,2022-09-19,28.109,28.866,102.6931
IGUACU,2022-09-19,10324.672,9661.202,93.5739
MADEIRA,2022-09-19,313.73,77.667,24.756
MANAUS-AMAPA,2022-09-19,785.737,599.77,76.3322
NORDESTE,2022-09-19,51691.226,35505.995,68.6886
NORTE,2022-09-19,14488.55,11471.817,79.1785
PARANA,2022-09-19,140595.976,71626.903,50.9452
PARANAPANEMA,2022-09-19,11832.754,6704.989,56.6647
SUDESTE,2022-09-19,50972.214,27840.8,54.6196
SUL,2022-09-19,10134.571,7591.095,74.903
TELES PIRES,2022-09-19,900.655,560.105,62.1886
BELO MONTE,2022-09-20,28.109,28.797,102.4476
IGUACU,2022-09-20,10324.672,9723.748,94.1797
MADEIRA,2022-09-20,313.73,76.106,24.2584
MANAUS-AMAPA,2022-09-20,785.737,596.016,75.8544
NORDESTE,2022-09-20,51691.226,35365.104,68.4161
NORTE,2022-09-20,14488.55,11402.649,78.7011
PARANA,2022-09-20,140595.976,71217.87,50.6543
PARANAPANEMA,2022-09-20,11832.754,6714.804,56.7476
SUDESTE,2022-09-20,50972.214,27730.118,54.4024
SUL,2022-09-20,10134.571,7520.585,74.2072
TELES PIRES,2022-09-20,900.655,557.281,61.8751
BELO MONTE,2022-09-21,28.109,28.728,102.2021
IGUACU,2022-09-21,10324.672,9775.75,94.6834
MADEIRA,2022-09-21,313.73,74.411,23.7182
MANAUS-AMAPA,2022-09-21,785.737,592.349,75.3877
NORDESTE,2022-09-21,51691.226,35215.554,68.1268
NORTE,2022-09-21,14488.55,11327.946,78.1855
PARANA,2022-09-21,140595.976,70828.626,50.3774
PARANAPANEMA,2022-09-21,11832.754,6731.48,56.8885
SUDESTE,2022-09-21,50972.214,27637.027,54.2198
SUL,2022-09-21,10134.571,7432.45,73.3376
TELES PIRES,2022-09-21,900.655,557.281,61.8751
BELO MONTE,2022-09-22,28.109,28.659,101.9567
IGUACU,2022-09-22,10324.672,9814.654,95.0602
MADEIRA,2022-09-22,313.73,72.991,23.2655
MANAUS-AMAPA,2022-09-22,785.737,587.687,74.7944
NORDESTE,2022-09-22,51691.226,35048.524,67.8036
