data,regiao,carga
2020-07-24,NORDESTE,9814.36220833
2020-07-25,NORDESTE,9490.08479167
2020-07-26,NORDESTE,8865.82954167
2020-07-27,NORDESTE,9577.36645833
2020-07-28,NORDESTE,9864.23345833
2020-07-29,NORDESTE,9896.1655
2020-07-30,NORDESTE,10068.94325
2020-07-31,NORDESTE,10034.446928885001
2020-08-01,NORDESTE,9559.478125
2020-08-02,NORDESTE,8966.70479167
2020-08-03,NORDESTE,9766.52020833
2020-08-04,NORDESTE,9884.69166667
2020-08-05,NORDESTE,9848.40479167
2020-08-06,NORDESTE,9862.19108333
2020-08-07,NORDESTE,9914.59908333
2020-08-08,NORDESTE,9588.43358333
2020-08-09,NORDESTE,8944.00870833
2020-08-10,NORDESTE,9855.18991667
2020-08-11,NORDESTE,10031.22458333
2020-08-12,NORDESTE,10062.10904167
2020-08-13,NORDESTE,10047.190375
2020-08-14,NORDESTE,10049.24116667
2020-08-15,NORDESTE,9545.58066667
2020-08-16,NORDESTE,8990.185125
2020-08-17,NORDESTE,10017.64529167
2020-08-18,NORDESTE,10174.08641667
2020-08-19,NORDESTE,10180.056875
2020-08-20,NORDESTE,10253.26175
2020-08-21,NORDESTE,10325.581375
2020-08-22,NORDESTE,9749.20054167
2020-08-23,NORDESTE,8979.25629167
2020-08-24,NORDESTE,9828.368
2020-08-25,NORDESTE,9990.07366667
2020-08-26,NORDESTE,10026.54991667
2020-08-27,NORDESTE,9982.461625
2020-08-28,NORDESTE,10145.09683333
2020-08-29,NORDESTE,9905.13295833
2020-08-30,NORDESTE,9309.359375
2020-08-31,NORDESTE,10314.80910042
2020-09-01,NORDESTE,10073.61054167
2020-09-02,NORDESTE,10033.70283333
2020-09-03,NORDESTE,9993.58254167
2020-09-04,NORDESTE,10146.989375
2020-09-05,NORDESTE,9581.766375
2020-09-06,NORDESTE,8824.59108333
2020-09-07,NORDESTE,9111.945125
2020-09-08,NORDESTE,10059.56
2020-09-09,NORDESTE,10335.954375
2020-09-10,NORDESTE,10373.23266667
2020-09-11,NORDESTE,10302.32791667
2020-09-12,NORDESTE,9850.85729167
2020-09-13,NORDESTE,9000.26825
2020-09-14,NORDESTE,10085.405875
2020-09-15,NORDESTE,10282.17820833
2020-09-16,NORDESTE,10259.34916667
2020-09-17,NORDESTE,10343.59708333
2020-09-18,NORDESTE,10494.39245833
2020-09-19,NORDESTE,10086.05475
2020-09-20,NORDESTE,9456.21916667
2020-09-21,NORDESTE,10479.82920833
2020-09-22,NORDESTE,10720.08808333
2020-09-23,NORDESTE,10865.43854167
2020-09-24,NORDESTE,10832.94533333
2020-09-25,NORDESTE,10563.00345833
2020-09-26,NORDESTE,10060.46770833
2020-09-27,NORDESTE,9509.23691667
2020-09-28,NORDESTE,10599.910375
2020-09-29,NORDESTE,10835.73145833
2020-09-30,NORDESTE,10907.55640742
2020-10-01,NORDESTE,11005.01241667
2020-10-02,NORDESTE,11003.83641667
2020-10-03,NORDESTE,10548.64483333
2020-10-04,NORDESTE,9836.01975
2020-10-05,NORDESTE,10911.96995833
2020-10-06,NORDESTE,11211.78816667
2020-10-07,NORDESTE,11386.73320833
2020-10-08,NORDESTE,11514.33179167
2020-10-09,NORDESTE,11645.407
2020-10-10,NORDESTE,11226.99570833
2020-10-11,NORDESTE,10207.884875
2020-10-12,NORDESTE,10238.90445833
2020-10-13,NORDESTE,10999.68479167
2020-10-14,NORDESTE,11132.75570833
2020-10-15,NORDESTE,11407.16545833
2020-10-16,NORDESTE,11557.20495833
2020-10-17,NORDESTE,10986.21620833
2020-10-18,NORDESTE,10118.66875
2020-10-19,NORDESTE,11026.05933333
2020-10-20,NORDESTE,11299.58808333
2020-10-21,NORDESTE,11406.07216667
2020-10-22,NORDESTE,11354.68525
2020-10-23,NORDESTE,11418.13554167
2020-10-24,NORDESTE,11065.556125
2020-10-25,NORDESTE,10256.81133333
2020-10-26,NORDESTE,11355.96791667
2020-10-27,NORDESTE,11400.63608333
2020-10-28,NORDESTE,11420.67916667
2020-10-29,NORDESTE,11370.95383333
2020-10-30,NORDESTE,11281.17004167
2020-10-31,NORDESTE,11354.13386917
2020-11-01,NORDESTE,9994.4955
2020-11-02,NORDESTE,9894.25433333
2020-11-03,NORDESTE,10675.02825
2020-11-04,NORDESTE,10710.84733333
2020-11-05,NORDESTE,10870.16675
2020-11-06,NORDESTE,10944.01325
2020-11-07,NORDESTE,10327.6885
2020-11-08,NORDESTE,9510.96866667
2020-11-09,NORDESTE,10597.55066667
2020-11-10,NORDESTE,10970.16004167
2020-11-11,NORDESTE,11048.438875
2020-11-12,NORDESTE,11086.81820833
2020-11-13,NORDESTE,11372.58141667
2020-11-14,NORDESTE,10923.56541667
2020-11-15,NORDESTE,9892.53220833
2020-11-16,NORDESTE,11313.67475
2020-11-17,NORDESTE,11670.595875
2020-11-18,NORDESTE,11727.1395
2020-11-19,NORDESTE,11647.73625
2020-11-20,NORDESTE,11435.893125
2020-11-21,NORDESTE,10797.22870833
2020-11-22,NORDESTE,9742.49233333
2020-11-23,NORDESTE,10853.18770833
2020-11-24,NORDESTE,10982.89408333
2020-11-25,NORDESTE,10925.46541667
2020-11-26,NORDESTE,11149.43629167
2020-11-27,NORDESTE,11162.24954167
2020-11-28,NORDESTE,10575.06470833
2020-11-29,NORDESTE,9815.16083333
2020-11-30,NORDESTE,11372.059867575
2020-12-01,NORDESTE,11431.344125
2020-12-02,NORDESTE,11539.228375
2020-12-03,NORDESTE,11810.73208333
2020-12-04,NORDESTE,11829.82033333
2020-12-05,NORDESTE,11196.75545833
2020-12-06,NORDESTE,10252.77729167
2020-12-07,NORDESTE,11394.28170833
2020-12-08,NORDESTE,11337.92975
2020-12-09,NORDESTE,11627.87316667
2020-12-10,NORDESTE,11681.11491667
2020-12-11,NORDESTE,11594.16191667
2020-12-12,NORDESTE,10857.38983333
2020-12-13,NORDESTE,10161.89616667
2020-12-14,NORDESTE,11432.352125
2020-12-15,NORDESTE,11742.67533333
2020-12-16,NORDESTE,11827.25908333
2020-12-17,NORDESTE,11810.26954167
2020-12-18,NORDESTE,11796.87595833
2020-12-19,NORDESTE,11345.73308333
2020-12-20,NORDESTE,10623.510125
2020-12-21,NORDESTE,11518.337875
2020-12-22,NORDESTE,11612.25566667
2020-12-23,NORDESTE,11519.49133333
2020-12-24,NORDESTE,10806.68729167
2020-12-25,NORDESTE,9573.17070833
2020-12-26,NORDESTE,10129.70570833
2020-12-27,NORDESTE,9719.02395833
2020-12-28,NORDESTE,10757.71454167
2020-12-29,NORDESTE,11147.292625
2020-12-30,NORDESTE,11355.36958333
2020-12-31,NORDESTE,11359.101443295
2021-01-01,NORDESTE,9828.78591667
2021-01-02,NORDESTE,10433.251875
2021-01-03,NORDESTE,10264.93754167
2021-01-04,NORDESTE,11341.37145833
2021-01-05,NORDESTE,11500.21833333
2021-01-06,NORDESTE,11649.72283333
2021-01-07,NORDESTE,11790.41041667
2021-01-08,NORDESTE,11860.728625
2021-01-09,NORDESTE,11320.68379167
2021-01-10,NORDESTE,10629.98216667
2021-01-11,NORDESTE,11639.67645833
2021-01-12,NORDESTE,11715.60295833
2021-01-13,NORDESTE,11488.17745833
2021-01-14,NORDESTE,11216.12029167
2021-01-15,NORDESTE,11328.04216667
2021-01-16,NORDESTE,10785.14233333
2021-01-17,NORDESTE,10210.084125
2021-01-18,NORDESTE,11284.58329167
2021-01-19,NORDESTE,11354.86454167
2021-01-20,NORDESTE,11211.36541667
2021-01-21,NORDESTE,11130.87108333
2021-01-22,NORDESTE,11249.41441667
2021-01-23,NORDESTE,10746.126875
2021-01-24,NORDESTE,10121.10541667
2021-01-25,NORDESTE,11225.186375
2021-01-26,NORDESTE,11512.421
2021-01-27,NORDESTE,11412.214125
2021-01-28,NORDESTE,11415.91116667
2021-01-29,NORDESTE,11396.192625
2021-01-30,NORDESTE,10950.91554167
2021-01-31,NORDESTE,10993.145826445001
2021-02-01,NORDESTE,11212.70108333
2021-02-02,NORDESTE,11484.77879167
2021-02-03,NORDESTE,11649.530625
2021-02-04,NORDESTE,11772.85354167
2021-02-05,NORDESTE,11791.53316667
2021-02-06,NORDESTE,11458.60733333
2021-02-07,NORDESTE,10796.34066667
2021-02-08,NORDESTE,11815.28125
2021-02-09,NORDESTE,11726.41370833
2021-02-10,NORDESTE,11509.47920833
2021-02-11,NORDESTE,11499.092
2021-02-12,NORDESTE,11415.60970833
2021-02-13,NORDESTE,10905.46141667
2021-02-14,NORDESTE,10114.50104167
2021-02-15,NORDESTE,11017.48975
2021-02-16,NORDESTE,11279.44120833
2021-02-17,NORDESTE,11326.34795833
2021-02-18,NORDESTE,11437.51679167
2021-02-19,NORDESTE,11405.049625
2021-02-20,NORDESTE,10895.300375
2021-02-21,NORDESTE,10095.86020833
2021-02-22,NORDESTE,11217.32825
2021-02-23,NORDESTE,11650.66629167
2021-02-24,NORDESTE,11713.358
2021-02-25,NORDESTE,11548.22425
2021-02-26,NORDESTE,11210.24445833
2021-02-27,NORDESTE,10429.54108333
2021-02-28,NORDESTE,10725.660231164999
2021-03-01,NORDESTE,10459.75108333
2021-03-02,NORDESTE,11004.93225
2021-03-03,NORDESTE,11296.04475
2021-03-04,NORDESTE,11444.95966667
2021-03-05,NORDESTE,11625.029875
2021-03-06,NORDESTE,11205.79220833
2021-03-07,NORDESTE,10764.58975
2021-03-08,NORDESTE,12071.76708333
2021-03-09,NORDESTE,12068.412625
2021-03-10,NORDESTE,12210.42475
2021-03-11,NORDESTE,12205.852125
2021-03-12,NORDESTE,12113.496875
2021-03-13,NORDESTE,11418.37995833
2021-03-14,NORDESTE,10806.33216667
2021-03-15,NORDESTE,11908.15425
2021-03-16,NORDESTE,12168.1995
2021-03-17,NORDESTE,12017.722375
2021-03-18,NORDESTE,11986.97479167
2021-03-19,NORDESTE,11673.93245833
2021-03-20,NORDESTE,11132.08875
2021-03-21,NORDESTE,10411.37395833
2021-03-22,NORDESTE,11699.37241667
2021-03-23,NORDESTE,11766.85316667
2021-03-24,NORDESTE,11544.589125
2021-03-25,NORDESTE,11346.38775
2021-03-26,NORDESTE,11286.36583333
2021-03-27,NORDESTE,11002.66583333
2021-03-28,NORDESTE,10473.166375
2021-03-29,NORDESTE,11615.29258333
2021-03-30,NORDESTE,11908.443
2021-03-31,NORDESTE,11627.95569316
2021-04-01,NORDESTE,11633.052125
2021-04-02,NORDESTE,10529.69070833
2021-04-03,NORDESTE,10653.76270833
2021-04-04,NORDESTE,10318.72504167
2021-04-05,NORDESTE,11324.37725
2021-04-06,NORDESTE,11562.27508333
2021-04-07,NORDESTE,11665.62629167
2021-04-08,NORDESTE,11614.64354167
2021-04-09,NORDESTE,11615.48125
2021-04-10,NORDESTE,10987.59945833
2021-04-11,NORDESTE,10272.05920833
2021-04-12,NORDESTE,11097.37179167
2021-04-13,NORDESTE,11518.181625
2021-04-14,NORDESTE,11639.34383333
2021-04-15,NORDESTE,11363.16491667
2021-04-16,NORDESTE,11093.08325
2021-04-17,NORDESTE,10829.20325
2021-04-18,NORDESTE,10138.70633333
2021-04-19,NORDESTE,11408.48958333
2021-04-20,NORDESTE,11580.259625
2021-04-21,NORDESTE,11163.83595833
2021-04-22,NORDESTE,11870.78670833
2021-04-23,NORDESTE,11569.63570833
2021-04-24,NORDESTE,10817.38425
2021-04-25,NORDESTE,10258.74441667
2021-04-26,NORDESTE,11278.416
2021-04-27,NORDESTE,11580.12129167
2021-04-28,NORDESTE,11371.138375
2021-04-29,NORDESTE,11204.79020833
2021-04-30,NORDESTE,11070.238869140001
2021-05-01,NORDESTE,9728.02875
2021-05-02,NORDESTE,9596.094875
2021-05-03,NORDESTE,10697.56679167
2021-05-04,NORDESTE,10977.44004167
2021-05-05,NORDESTE,11055.377875
2021-05-06,NORDESTE,11112.070375
2021-05-07,NORDESTE,11272.38725
2021-05-08,NORDESTE,10737.29091667
2021-05-09,NORDESTE,9921.95366667
2021-05-10,NORDESTE,10868.03254167
2021-05-11,NORDESTE,11004.1395
2021-05-12,NORDESTE,11027.746
2021-05-13,NORDESTE,10929.59470833
2021-05-14,NORDESTE,10718.32983333
2021-05-15,NORDESTE,10348.35758333
2021-05-16,NORDESTE,9749.54829167
2021-05-17,NORDESTE,10785.46191667
2021-05-18,NORDESTE,11162.3075
2021-05-19,NORDESTE,11146.32479167
2021-05-20,NORDESTE,11249.42545833
2021-05-21,NORDESTE,11172.98941667
2021-05-22,NORDESTE,10691.47658333
2021-05-23,NORDESTE,10054.60670833
2021-05-24,NORDESTE,11028.21841667
2021-05-25,NORDESTE,11277.05929167
2021-05-26,NORDESTE,11324.72920833
2021-05-27,NORDESTE,11155.12225
2021-05-28,NORDESTE,11146.39383333
2021-05-29,NORDESTE,10783.248125
2021-05-30,NORDESTE,10028.71933333
2021-05-31,NORDESTE,10982.384389424999
2021-06-01,NORDESTE,11410.42133333
2021-06-02,NORDESTE,11340.21854167
2021-06-03,NORDESTE,10828.12116667
2021-06-04,NORDESTE,11204.342125
2021-06-05,NORDESTE,10677.79554167
2021-06-06,NORDESTE,10071.136125
2021-06-07,NORDESTE,11021.26366667
2021-06-08,NORDESTE,11245.351
2021-06-09,NORDESTE,11371.96141667
2021-06-10,NORDESTE,11399.14566667
2021-06-11,NORDESTE,11259.35525
2021-06-12,NORDESTE,10942.92075
2021-06-13,NORDESTE,10252.649625
2021-06-14,NORDESTE,11142.75808333
2021-06-15,NORDESTE,11269.8265
2021-06-16,NORDESTE,11303.80291667
2021-06-17,NORDESTE,11480.11075
2021-06-18,NORDESTE,11336.35866667
2021-06-19,NORDESTE,10721.31925
2021-06-20,NORDESTE,10064.15654167
2021-06-21,NORDESTE,11109.45975
2021-06-22,NORDESTE,11392.69191667
2021-06-23,NORDESTE,11282.136125
2021-06-24,NORDESTE,10698.358125
2021-06-25,NORDESTE,10936.498375
2021-06-26,NORDESTE,10587.683125
2021-06-27,NORDESTE,9822.22283333
2021-06-28,NORDESTE,10747.533875
2021-06-29,NORDESTE,10964.15145833
2021-06-30,NORDESTE,11029.11094912
2021-07-01,NORDESTE,11200.90475
2021-07-02,NORDESTE,10897.60641667
2021-07-03,NORDESTE,10461.87729167
2021-07-04,NORDESTE,9655.348
2021-07-05,NORDESTE,10721.73029167
2021-07-06,NORDESTE,11113.03316667
2021-07-07,NORDESTE,11163.32466667
2021-07-08,NORDESTE,11109.962625
2021-07-09,NORDESTE,11077.56791667
2021-07-10,NORDESTE,10768.879625
2021-07-11,NORDESTE,10054.265625
2021-07-12,NORDESTE,11032.66233333
2021-07-13,NORDESTE,11202.581625
2021-07-14,NORDESTE,11326.59708333
2021-07-15,NORDESTE,11367.79120833
2021-07-16,NORDESTE,11377.21316667
2021-07-17,NORDESTE,10908.31633333
2021-07-18,NORDESTE,10199.23283333
2021-07-19,NORDESTE,11233.23175
2021-07-20,NORDESTE,11321.65608333
2021-07-21,NORDESTE,11246.33025
2021-07-22,NORDESTE,11307.80908333
2021-07-23,NORDESTE,11241.84179167
2021-07-24,NORDESTE,10878.45858333
2021-07-25,NORDESTE,10155.35925
2021-07-26,NORDESTE,11143.68408333
2021-07-27,NORDESTE,11448.68733333
2021-07-28,NORDESTE,11634.965625
2021-07-29,NORDESTE,11802.10075
2021-07-30,NORDESTE,11853.13695833
2021-07-31,NORDESTE,11104.865941979999
2021-08-01,NORDESTE,10271.90279167
2021-08-02,NORDESTE,11069.23454167
2021-08-03,NORDESTE,11419.71120833
2021-08-04,NORDESTE,11477.62529167
2021-08-05,NORDESTE,11373.429125
2021-08-06,NORDESTE,11372.812125
2021-08-07,NORDESTE,10870.15358333
2021-08-08,NORDESTE,10036.7635
2021-08-09,NORDESTE,11097.044625
2021-08-10,NORDESTE,11390.49366667
2021-08-11,NORDESTE,11430.05266667
2021-08-12,NORDESTE,11466.245875
2021-08-13,NORDESTE,11461.98283333
2021-08-14,NORDESTE,11141.43795833
2021-08-15,NORDESTE,10477.964
2021-08-16,NORDESTE,11375.23604167
2021-08-17,NORDESTE,11546.32095833
2021-08-18,NORDESTE,11507.589875
2021-08-19,NORDESTE,11617.76275
2021-08-20,NORDESTE,11666.143625
2021-08-21,NORDESTE,11069.80575
2021-08-22,NORDESTE,10472.47675
2021-08-23,NORDESTE,11460.468375
2021-08-24,NORDESTE,11722.45620833
2021-08-25,NORDESTE,11596.70225
2021-08-26,NORDESTE,11734.09829167
2021-08-27,NORDESTE,11768.83325
2021-08-28,NORDESTE,11340.61466667
2021-08-29,NORDESTE,10710.07358333
2021-08-30,NORDESTE,11704.02225
2021-08-31,NORDESTE,11521.381718685
2021-09-01,NORDESTE,11791.14554167
2021-09-02,NORDESTE,11715.95829167
2021-09-03,NORDESTE,11833.91958333
2021-09-04,NORDESTE,11462.01504167
2021-09-05,NORDESTE,10733.32083333
2021-09-06,NORDESTE,11711.1775
2021-09-07,NORDESTE,11339.47525
2021-09-08,NORDESTE,12202.83975
2021-09-09,NORDESTE,12216.83491667
2021-09-10,NORDESTE,12265.723375
2021-09-11,NORDESTE,11859.98558333
2021-09-12,NORDESTE,11034.34941667
2021-09-13,NORDESTE,12198.40795833
2021-09-14,NORDESTE,12383.27541667
2021-09-15,NORDESTE,12347.79629167
2021-09-16,NORDESTE,12467.15583333
2021-09-17,NORDESTE,12263.614375
2021-09-18,NORDESTE,11534.33695833
2021-09-19,NORDESTE,10851.31433333
2021-09-20,NORDESTE,12042.692375
2021-09-21,NORDESTE,12477.94295833
2021-09-22,NORDESTE,12727.40191667
2021-09-23,NORDESTE,12688.56966667
2021-09-24,NORDESTE,12317.38345833
2021-09-25,NORDESTE,11829.8165
2021-09-26,NORDESTE,11117.357875
2021-09-27,NORDESTE,12107.61108333
2021-09-28,NORDESTE,12430.09020833
2021-09-29,NORDESTE,12507.01070833
2021-09-30,NORDESTE,12290.88036009
2021-10-01,NORDESTE,12705.30510574
2021-10-02,NORDESTE,12159.17499363
2021-10-03,NORDESTE,11338.59622004
2021-10-04,NORDESTE,12337.31407932
2021-10-05,NORDESTE,12713.52563703
2021-10-06,NORDESTE,12822.33397608
2021-10-07,NORDESTE,12738.59305514
2021-10-08,NORDESTE,12787.61770894
2021-10-09,NORDESTE,12061.54943149
2021-10-10,NORDESTE,11136.95589158
2021-10-11,NORDESTE,11999.43378808
2021-10-12,NORDESTE,11505.03204901
2021-10-13,NORDESTE,12522.09564592
2021-10-14,NORDESTE,12686.45111658
2021-10-15,NORDESTE,12555.24917336
2021-10-16,NORDESTE,12319.05277218
2021-10-17,NORDESTE,11277.4005466
2021-10-18,NORDESTE,12340.8661887
2021-10-19,NORDESTE,12731.06768887
2021-10-20,NORDESTE,12768.26640323
2021-10-21,NORDESTE,12755.48153185
2021-10-22,NORDESTE,12403.84325502
2021-10-23,NORDESTE,11861.15672911
2021-10-24,NORDESTE,11124.90002545
2021-10-25,NORDESTE,12180.48714892
2021-10-26,NORDESTE,12222.85579283
2021-10-27,NORDESTE,12285.14609948
2021-10-28,NORDESTE,12348.96665004
2021-10-29,NORDESTE,12329.13918643
2021-10-30,NORDESTE,11650.75296296
2021-10-31,NORDESTE,11477.814426085
2021-11-01,NORDESTE,11908.83591667
2021-11-02,NORDESTE,11424.34491667
2021-11-03,NORDESTE,12426.77583333
2021-11-04,NORDESTE,12379.659
2021-11-05,NORDESTE,12220.70508333
2021-11-06,NORDESTE,11624.60516667
2021-11-07,NORDESTE,11120.06079167
2021-11-08,NORDESTE,12110.30845833
2021-11-09,NORDESTE,12130.92420833
2021-11-10,NORDESTE,12188.64241667
2021-11-11,NORDESTE,12234.53091667
2021-11-12,NORDESTE,12410.24725
2021-11-13,NORDESTE,11349.43425
2021-11-14,NORDESTE,10381.31345833
2021-11-15,NORDESTE,10406.99666667
2021-11-16,NORDESTE,11547.50383333
2021-11-17,NORDESTE,11879.65541667
2021-11-18,NORDESTE,11990.10441667
2021-11-19,NORDESTE,12148.159125
2021-11-20,NORDESTE,11522.36870833
2021-11-21,NORDESTE,10957.68004167
2021-11-22,NORDESTE,12278.911625
2021-11-23,NORDESTE,12585.26683333
2021-11-24,NORDESTE,12620.899375
2021-11-25,NORDESTE,12701.99166667
2021-11-26,NORDESTE,12827.80745833
2021-11-27,NORDESTE,12140.16283333
2021-11-28,NORDESTE,11221.77016667
2021-11-29,NORDESTE,12330.68475
2021-11-30,NORDESTE,12286.94914002
2021-12-01,NORDESTE,12647.98733333
2021-12-02,NORDESTE,12718.18979167
2021-12-03,NORDESTE,12582.68733333
2021-12-04,NORDESTE,11749.242125
2021-12-05,NORDESTE,10497.17145833
2021-12-06,NORDESTE,11720.729625
2021-12-07,NORDESTE,12099.888625
2021-12-08,NORDESTE,12027.25016667
2021-12-09,NORDESTE,12345.39158333
2021-12-10,NORDESTE,12129.06079167
2021-12-11,NORDESTE,11407.63320833
2021-12-12,NORDESTE,10713.28258333
2021-12-13,NORDESTE,11832.28408333
2021-12-14,NORDESTE,11890.47733333
2021-12-15,NORDESTE,11908.826125
2021-12-16,NORDESTE,11890.93441667
2021-12-17,NORDESTE,12075.1155
2021-12-18,NORDESTE,11656.827
2021-12-19,NORDESTE,11063.1555
2021-12-20,NORDESTE,12168.86420833
2021-12-21,NORDESTE,12176.443125
2021-12-22,NORDESTE,12104.02683333
2021-12-23,NORDESTE,12148.828875
2021-12-24,NORDESTE,11424.53908333
2021-12-25,NORDESTE,10465.78625
2021-12-26,NORDESTE,10372.361625
2021-12-27,NORDESTE,11142.53391667
2021-12-28,NORDESTE,11186.28766667
2021-12-29,NORDESTE,11279.94979167
2021-12-30,NORDESTE,11332.33227083
2021-12-31,NORDESTE,11260.445113549998
2022-01-01,NORDESTE,10017.78033333
2022-01-02,NORDESTE,10173.42491667
2022-01-03,NORDESTE,10968.39145833
2022-01-04,NORDESTE,11422.58091667
2022-01-05,NORDESTE,11565.05620833
2022-01-06,NORDESTE,11702.188375
2022-01-07,NORDESTE,11584.59766667
2022-01-08,NORDESTE,11029.524125
2022-01-09,NORDESTE,10449.04870833
2022-01-10,NORDESTE,11603.64470833
2022-01-11,NORDESTE,11617.86425
2022-01-12,NORDESTE,11588.97808333
2022-01-13,NORDESTE,11622.984
2022-01-14,NORDESTE,11198.480625
2022-01-15,NORDESTE,10654.617
2022-01-16,NORDESTE,10187.80116667
2022-01-17,NORDESTE,11166.44933333
2022-01-18,NORDESTE,11561.46766667
2022-01-19,NORDESTE,11772.13529167
2022-01-20,NORDESTE,11923.90395833
2022-01-21,NORDESTE,12056.08345833
2022-01-22,NORDESTE,11385.66
2022-01-23,NORDESTE,10739.73216667
2022-01-24,NORDESTE,11775.999875
2022-01-25,NORDESTE,11924.796375
2022-01-26,NORDESTE,11852.56745833
2022-01-27,NORDESTE,11640.86566667
2022-01-28,NORDESTE,11612.52341667
2022-01-29,NORDESTE,10794.300125
2022-01-30,NORDESTE,10286.51845833
2022-01-31,NORDESTE,11415.36029802
2022-02-01,NORDESTE,11945.15204167
2022-02-02,NORDESTE,12123.80516667
2022-02-03,NORDESTE,12097.95004167
2022-02-04,NORDESTE,12000.96454167
2022-02-05,NORDESTE,11362.320625
2022-02-06,NORDESTE,10773.14870833
2022-02-07,NORDESTE,12156.49879167
2022-02-08,NORDESTE,12318.48754167
2022-02-09,NORDESTE,12325.704
2022-02-10,NORDESTE,12346.71504167
2022-02-11,NORDESTE,12357.47358333
2022-02-12,NORDESTE,11804.30870833
2022-02-13,NORDESTE,10861.512
2022-02-14,NORDESTE,11984.966
2022-02-15,NORDESTE,12073.78454167
2022-02-16,NORDESTE,12106.08945833
2022-02-17,NORDESTE,12185.81875
2022-02-18,NORDESTE,11905.93841667
2022-02-19,NORDESTE,11367.60925
2022-02-20,NORDESTE,10683.289125
2022-02-21,NORDESTE,11413.17229167
2022-02-22,NORDESTE,11799.015
2022-02-23,NORDESTE,11918.82416667
2022-02-24,NORDESTE,12021.332375
2022-02-25,NORDESTE,11971.154125
2022-02-26,NORDESTE,11347.29495833
2022-02-27,NORDESTE,10602.52770833
2022-02-28,NORDESTE,11559.025000835001
2022-03-01,NORDESTE,11367.4215
2022-03-02,NORDESTE,12111.477875
2022-03-03,NORDESTE,12354.20945833
2022-03-04,NORDESTE,12018.06891667
2022-03-05,NORDESTE,11050.8645
2022-03-06,NORDESTE,10176.377875
2022-03-07,NORDESTE,11366.414125
2022-03-08,NORDESTE,11811.33220833
2022-03-09,NORDESTE,12234.62116667
2022-03-10,NORDESTE,12356.26304167
2022-03-11,NORDESTE,12276.73579167
2022-03-12,NORDESTE,11816.92504167
2022-03-13,NORDESTE,11053.02316667
2022-03-14,NORDESTE,12128.03108333
2022-03-15,NORDESTE,12321.204375
2022-03-16,NORDESTE,12237.53733333
2022-03-17,NORDESTE,11937.33925
2022-03-18,NORDESTE,11710.76758333
2022-03-19,NORDESTE,11020.36795833
2022-03-20,NORDESTE,10501.35791667
2022-03-21,NORDESTE,11665.779625
2022-03-22,NORDESTE,11452.51116667
2022-03-23,NORDESTE,11598.194625
2022-03-24,NORDESTE,11765.51416667
2022-03-25,NORDESTE,11345.8455
2022-03-26,NORDESTE,10941.26779167
2022-03-27,NORDESTE,10172.92433333
2022-03-28,NORDESTE,11152.55691667
2022-03-29,NORDESTE,11355.95625
2022-03-30,NORDESTE,11541.38141667
2022-03-31,NORDESTE,11668.86951164
2022-04-01,NORDESTE,11781.16354167
2022-04-02,NORDESTE,11035.61208333
2022-04-03,NORDESTE,10240.02295833
2022-04-04,NORDESTE,11344.68475
2022-04-05,NORDESTE,11725.868375
2022-04-06,NORDESTE,11783.83891667
2022-04-07,NORDESTE,11686.53195833
2022-04-08,NORDESTE,11785.22279167
2022-04-09,NORDESTE,11120.33820833
2022-04-10,NORDESTE,10670.64545833
2022-04-11,NORDESTE,11930.04520833
2022-04-12,NORDESTE,12063.40475
2022-04-13,NORDESTE,12243.627875
2022-04-14,NORDESTE,12081.61279167
2022-04-15,NORDESTE,10712.05120833
2022-04-16,NORDESTE,11003.396875
2022-04-17,NORDESTE,10367.253625
2022-04-18,NORDESTE,11582.63729167
2022-04-19,NORDESTE,11452.772375
2022-04-20,NORDESTE,11383.81391667
2022-04-21,NORDESTE,10871.76870833
2022-04-22,NORDESTE,11450.59154167
2022-04-23,NORDESTE,11119.17008333
2022-04-24,NORDESTE,10255.46266667
2022-04-25,NORDESTE,11320.25379167
2022-04-26,NORDESTE,11442.14833333
2022-04-27,NORDESTE,11577.021
2022-04-28,NORDESTE,11736.16908333
2022-04-29,NORDESTE,11463.21983333
2022-04-30,NORDESTE,11123.419148685
2022-05-01,NORDESTE,9762.44345833
2022-05-02,NORDESTE,11243.95633333
2022-05-03,NORDESTE,11551.35820833
2022-05-04,NORDESTE,11607.07866667
2022-05-05,NORDESTE,11509.29916667
2022-05-06,NORDESTE,11153.84870833
2022-05-07,NORDESTE,10527.064
2022-05-08,NORDESTE,9934.655375
2022-05-09,NORDESTE,11278.562625
2022-05-10,NORDESTE,11467.65579167
2022-05-11,NORDESTE,11471.76829167
2022-05-12,NORDESTE,11510.40320833
2022-05-13,NORDESTE,11507.415875
2022-05-14,NORDESTE,10989.936125
2022-05-15,NORDESTE,10332.90129167
2022-05-16,NORDESTE,11514.87391667
2022-05-17,NORDESTE,11950.91683333
2022-05-18,NORDESTE,12023.38575
2022-05-19,NORDESTE,12037.10725
2022-05-20,NORDESTE,11825.68279167
2022-05-21,NORDESTE,10705.27545833
2022-05-22,NORDESTE,9917.63804167
2022-05-23,NORDESTE,10739.5328125
2022-05-24,NORDESTE,11072.62695833
2022-05-25,NORDESTE,10808.13775
2022-05-26,NORDESTE,10825.24129167
2022-05-27,NORDESTE,11228.61641667
2022-05-28,NORDESTE,10774.63920833
2022-05-29,NORDESTE,9987.13475
2022-05-30,NORDESTE,11168.57541667
2022-05-31,NORDESTE,11104.366081585
