data,subsistema,ena
2018-08-19,NORDESTE,1338.59204102
2018-08-19,NORTE,2106.73193359
2018-08-19,SUDESTE,16421.97265625
2018-08-19,SUL,2769.79589844
2018-08-20,NORDESTE,1308.84899902
2018-08-20,NORTE,2157.15087891
2018-08-20,SUDESTE,16307.05273438
2018-08-20,SUL,3015.63598633
2018-08-21,NORDESTE,1297.90698242
2018-08-21,NORTE,2079.20605469
2018-08-21,SUDESTE,16145.68261719
2018-08-21,SUL,4439.78222656
2018-08-22,NORDESTE,1295.00598145
2018-08-22,NORTE,2149.50488281
2018-08-22,SUDESTE,15973.82910156
2018-08-22,SUL,6573.10693359
2018-08-23,NORDESTE,1289.38195801
2018-08-23,NORTE,2098.76611328
2018-08-23,SUDESTE,15746.89257813
2018-08-23,SUL,7638.29394531
2018-08-24,NORDESTE,1292.59594727
2018-08-24,NORTE,2101.21508789
2018-08-24,SUDESTE,15697.81445313
2018-08-24,SUL,7881.96289063
2018-08-25,NORDESTE,1308.4329834
2018-08-25,NORTE,2024.75805664
2018-08-25,SUDESTE,15739.69628906
2018-08-25,SUL,8530.95605469
2018-08-26,NORDESTE,1309.47595215
2018-08-26,NORTE,2055.60595703
2018-08-26,SUDESTE,15676.76367188
2018-08-26,SUL,8709.34765625
2018-08-27,NORDESTE,1316.70495605
2018-08-27,NORTE,2110.06396484
2018-08-27,SUDESTE,15878.90234375
2018-08-27,SUL,8072.94482422
2018-08-28,NORDESTE,1318.27294922
2018-08-28,NORTE,2236.85595703
2018-08-28,SUDESTE,15824.14257813
2018-08-28,SUL,7117.58203125
2018-08-29,NORDESTE,1404.13500977
2018-08-29,NORTE,2263.49194336
2018-08-29,SUDESTE,15801.015625
2018-08-29,SUL,6234.43212891
2018-08-30,NORDESTE,1489.42797852
2018-08-30,NORTE,2245.26293945
2018-08-30,SUDESTE,15632.30371094
2018-08-30,SUL,5674.60107422
2018-08-31,NORDESTE,1491.46203613
2018-08-31,NORTE,2175.96704102
2018-08-31,SUDESTE,15556.31054688
2018-08-31,SUL,5916.09521484
2018-09-01,NORDESTE,1418.34997559
2018-09-01,NORTE,2115.37597656
2018-09-01,SUDESTE,15521.82519531
2018-09-01,SUL,11014.63867188
2018-09-02,NORDESTE,1349.58605957
2018-09-02,NORTE,2141.99194336
2018-09-02,SUDESTE,15610.53710938
2018-09-02,SUL,20286.29492188
2018-09-03,NORDESTE,1311.57702637
2018-09-03,NORTE,2180.69189453
2018-09-03,SUDESTE,15509.82617188
2018-09-03,SUL,26740.91015625
2018-09-04,NORDESTE,1292.18005371
2018-09-04,NORTE,2198.75610352
2018-09-04,SUDESTE,15236.65332031
2018-09-04,SUL,29980.91796875
2018-09-05,NORDESTE,1278.44702148
2018-09-05,NORTE,2148.87988281
2018-09-05,SUDESTE,14858.44628906
2018-09-05,SUL,26394.9140625
2018-09-06,NORDESTE,1300.55700684
2018-09-06,NORTE,2021.06103516
2018-09-06,SUDESTE,14513.73632813
2018-09-06,SUL,20608.95703125
2018-09-07,NORDESTE,1349.54797363
2018-09-07,NORTE,2014.96105957
2018-09-07,SUDESTE,14146.49316406
2018-09-07,SUL,16604.78125
2018-09-08,NORDESTE,1454.11303711
2018-09-08,NORTE,1827.62597656
2018-09-08,SUDESTE,13945.22558594
2018-09-08,SUL,13789.56933594
2018-09-09,NORDESTE,1403.89404297
2018-09-09,NORTE,1821.80505371
2018-09-09,SUDESTE,13700.98144531
2018-09-09,SUL,11772.4765625
2018-09-10,NORDESTE,1304.12097168
2018-09-10,NORTE,1593.08605957
2018-09-10,SUDESTE,13583.54101563
2018-09-10,SUL,10078.66894531
2018-09-11,NORDESTE,1252.10302734
2018-09-11,NORTE,1570.7779541
2018-09-11,SUDESTE,13498.96289063
2018-09-11,SUL,8865.3359375
2018-09-12,NORDESTE,1239.77404785
2018-09-12,NORTE,1562.95397949
2018-09-12,SUDESTE,13348.13769531
2018-09-12,SUL,8087.60693359
2018-09-13,NORDESTE,1269.32299805
2018-09-13,NORTE,1506.90405273
2018-09-13,SUDESTE,13323.921875
2018-09-13,SUL,7533.83789063
2018-09-14,NORDESTE,1313.78796387
2018-09-14,NORTE,1484.14099121
2018-09-14,SUDESTE,13563.55175781
2018-09-14,SUL,7590.42382813
2018-09-15,NORDESTE,1343.0880127
2018-09-15,NORTE,1419.08300781
2018-09-15,SUDESTE,13856.04785156
2018-09-15,SUL,8171.10986328
2018-09-16,NORDESTE,1298.87902832
2018-09-16,NORTE,1407.57897949
2018-09-16,SUDESTE,14338.25585938
2018-09-16,SUL,8709.70703125
2018-09-17,NORDESTE,1283.09399414
2018-09-17,NORTE,1373.22399902
2018-09-17,SUDESTE,15054.23144531
2018-09-17,SUL,8824.80566406
2018-09-18,NORDESTE,1291.86901855
2018-09-18,NORTE,1405.14697266
2018-09-18,SUDESTE,15782.09667969
2018-09-18,SUL,9461.48144531
2018-09-19,NORDESTE,1255.42895508
2018-09-19,NORTE,1379.71594238
2018-09-19,SUDESTE,16488.16601563
2018-09-19,SUL,9466.46289063
2018-09-20,NORDESTE,1209.07702637
2018-09-20,NORTE,1383.93798828
2018-09-20,SUDESTE,17243.38476563
2018-09-20,SUL,9068.26074219
2018-09-21,NORDESTE,1188.72705078
2018-09-21,NORTE,1376.93005371
2018-09-21,SUDESTE,18423.01367188
2018-09-21,SUL,8442.56738281
2018-09-22,NORDESTE,1194.67700195
2018-09-22,NORTE,1364.7409668
2018-09-22,SUDESTE,19511.68945313
2018-09-22,SUL,7709.09277344
2018-09-23,NORDESTE,1219.1550293
2018-09-23,NORTE,1351.03100586
2018-09-23,SUDESTE,19642.68359375
2018-09-23,SUL,7023.01708984
2018-09-24,NORDESTE,1191.85900879
2018-09-24,NORTE,1335.06103516
2018-09-24,SUDESTE,19647.99804688
2018-09-24,SUL,7158.71191406
2018-09-25,NORDESTE,1157.80200195
2018-09-25,NORTE,1305.90197754
2018-09-25,SUDESTE,19631.8984375
2018-09-25,SUL,7354.35107422
2018-09-26,NORDESTE,1165.79394531
2018-09-26,NORTE,1288.98999023
2018-09-26,SUDESTE,19460.04882813
2018-09-26,SUL,7337.57080078
2018-09-27,NORDESTE,1220.75695801
2018-09-27,NORTE,1259.5300293
2018-09-27,SUDESTE,19182.5546875
2018-09-27,SUL,7154.90722656
2018-09-28,NORDESTE,1255.56604004
2018-09-28,NORTE,1239.98706055
2018-09-28,SUDESTE,18772.13867188
2018-09-28,SUL,6630.63476563
2018-09-29,NORDESTE,1208.48596191
2018-09-29,NORTE,1209.90698242
2018-09-29,SUDESTE,18422.7578125
2018-09-29,SUL,6178.81298828
2018-09-30,NORDESTE,1168.5279541
2018-09-30,NORTE,1205.46203613
2018-09-30,SUDESTE,18390.75390625
2018-09-30,SUL,6072.20703125
2018-10-01,NORDESTE,1166.28503418
2018-10-01,NORTE,1208.56494141
2018-10-01,SUDESTE,18114.43945313
2018-10-01,SUL,6451.08789063
2018-10-02,NORDESTE,1206.98999023
2018-10-02,NORTE,1204.88793945
2018-10-02,SUDESTE,18192.50390625
2018-10-02,SUL,8567.26757813
2018-10-03,NORDESTE,1200.00402832
2018-10-03,NORTE,1231.87805176
2018-10-03,SUDESTE,18150.96679688
2018-10-03,SUL,15032.67480469
2018-10-04,NORDESTE,1161.18994141
2018-10-04,NORTE,1231.16101074
2018-10-04,SUDESTE,18128.60742188
2018-10-04,SUL,15822.40917969
2018-10-05,NORDESTE,1150.74499512
2018-10-05,NORTE,1244.95300293
2018-10-05,SUDESTE,18068.2578125
2018-10-05,SUL,13778.55371094
2018-10-06,NORDESTE,1195.06896973
2018-10-06,NORTE,1236.43896484
2018-10-06,SUDESTE,18178.45507813
2018-10-06,SUL,11996.26660156
2018-10-07,NORDESTE,1209.45605469
2018-10-07,NORTE,1247.51599121
2018-10-07,SUDESTE,18516.390625
2018-10-07,SUL,11478.17773438
2018-10-08,NORDESTE,1197.17297363
2018-10-08,NORTE,1272.74804688
2018-10-08,SUDESTE,19316.95703125
2018-10-08,SUL,11821.46289063
2018-10-09,NORDESTE,1187.35998535
2018-10-09,NORTE,1283.0369873
2018-10-09,SUDESTE,20764.55273438
2018-10-09,SUL,12320.59570313
2018-10-10,NORDESTE,1196.48596191
2018-10-10,NORTE,1351.4720459
2018-10-10,SUDESTE,22528.5703125
2018-10-10,SUL,12881.16015625
2018-10-11,NORDESTE,1181.42700195
2018-10-11,NORTE,1339.62097168
2018-10-11,SUDESTE,24068.19335938
2018-10-11,SUL,12450.00488281
2018-10-12,NORDESTE,1170.86694336
2018-10-12,NORTE,1309.53601074
2018-10-12,SUDESTE,25069.75585938
2018-10-12,SUL,12169.08691406
2018-10-13,NORDESTE,1304.00305176
2018-10-13,NORTE,1277.85302734
2018-10-13,SUDESTE,25857.59179688
2018-10-13,SUL,14605.01171875
2018-10-14,NORDESTE,1395.60705566
2018-10-14,NORTE,1305.5760498
2018-10-14,SUDESTE,26003.55859375
2018-10-14,SUL,17393.48046875
2018-10-15,NORDESTE,1419.10205078
2018-10-15,NORTE,1320.24902344
2018-10-15,SUDESTE,25962.94140625
2018-10-15,SUL,19351.36328125
2018-10-16,NORDESTE,1426.99804688
2018-10-16,NORTE,1349.36901855
2018-10-16,SUDESTE,25941.72851563
2018-10-16,SUL,19687.05273438
2018-10-17,NORDESTE,1485.32897949
2018-10-17,NORTE,1349.94104004
2018-10-17,SUDESTE,26104.6171875
2018-10-17,SUL,19749.64257813
2018-10-18,NORDESTE,1638.90905762
2018-10-18,NORTE,1393.16503906
2018-10-18,SUDESTE,26691.81640625
2018-10-18,SUL,24418.37890625
2018-10-19,NORDESTE,1852.69702148
2018-10-19,NORTE,1459.15698242
2018-10-19,SUDESTE,28041.16796875
2018-10-19,SUL,26241.78320313
2018-10-20,NORDESTE,1961.64099121
2018-10-20,NORTE,1524.5949707
2018-10-20,SUDESTE,29370.76953125
2018-10-20,SUL,23439.98046875
2018-10-21,NORDESTE,1886.16003418
2018-10-21,NORTE,1605.63793945
2018-10-21,SUDESTE,30001.67382813
2018-10-21,SUL,19743.05859375
2018-10-22,NORDESTE,1697.25402832
2018-10-22,NORTE,1692.4510498
2018-10-22,SUDESTE,29704.34179688
2018-10-22,SUL,17219.91992188
2018-10-23,NORDESTE,1555.58398438
2018-10-23,NORTE,1804.26599121
2018-10-23,SUDESTE,29071.09375
2018-10-23,SUL,15387.48632813
2018-10-24,NORDESTE,1531.06799316
2018-10-24,NORTE,1862.93994141
2018-10-24,SUDESTE,28659.58203125
2018-10-24,SUL,14497.90820313
2018-10-25,NORDESTE,1492.53198242
2018-10-25,NORTE,1880.33605957
2018-10-25,SUDESTE,28690.38476563
2018-10-25,SUL,14445.24609375
2018-10-26,NORDESTE,1485.64501953
2018-10-26,NORTE,1821.42504883
2018-10-26,SUDESTE,29398.4296875
2018-10-26,SUL,15056.68457031
2018-10-27,NORDESTE,1461.26098633
2018-10-27,NORTE,1804.64697266
2018-10-27,SUDESTE,30798.55078125
2018-10-27,SUL,16334.08496094
2018-10-28,NORDESTE,1520.56494141
2018-10-28,NORTE,1768.98596191
2018-10-28,SUDESTE,32143.64453125
2018-10-28,SUL,16166.23632813
2018-10-29,NORDESTE,1516.36096191
2018-10-29,NORTE,1774.27502441
2018-10-29,SUDESTE,32776.609375
2018-10-29,SUL,14816.37109375
2018-10-30,NORDESTE,1455.32995605
2018-10-30,NORTE,1769.83898926
2018-10-30,SUDESTE,32738.7109375
2018-10-30,SUL,13922.63476563
2018-10-31,NORDESTE,1474.82702637
2018-10-31,NORTE,1814.63696289
2018-10-31,SUDESTE,32668.6484375
2018-10-31,SUL,17267.13867188
2018-11-01,NORDESTE,1577.11096191
2018-11-01,NORTE,1835.85302734
2018-11-01,SUDESTE,32546.88085938
2018-11-01,SUL,21691.34960938
2018-11-02,NORDESTE,1776.08996582
2018-11-02,NORTE,1891.95605469
2018-11-02,SUDESTE,32241.390625
2018-11-02,SUL,19885.45507813
2018-11-03,NORDESTE,1936.57995605
2018-11-03,NORTE,1954.72705078
2018-11-03,SUDESTE,31351.3671875
2018-11-03,SUL,20028.17578125
2018-11-04,NORDESTE,1922.51000977
2018-11-04,NORTE,1997.69995117
2018-11-04,SUDESTE,30507.515625
2018-11-04,SUL,21275.30859375
2018-11-05,NORDESTE,1980.44299316
2018-11-05,NORTE,2019.95800781
2018-11-05,SUDESTE,30140.25195313
2018-11-05,SUL,18833.390625
2018-11-06,NORDESTE,2033.93896484
2018-11-06,NORTE,2021.05700684
2018-11-06,SUDESTE,30350.23242188
2018-11-06,SUL,16083.97167969
2018-11-07,NORDESTE,2095.01611328
2018-11-07,NORTE,2036.45898438
2018-11-07,SUDESTE,30595.00585938
2018-11-07,SUL,13649.80957031
2018-11-08,NORDESTE,2186.12011719
2018-11-08,NORTE,2041.17895508
2018-11-08,SUDESTE,31706.81445313
2018-11-08,SUL,11777.84179688
2018-11-09,NORDESTE,2331.07202148
2018-11-09,NORTE,2069.50708008
2018-11-09,SUDESTE,33216.40625
2018-11-09,SUL,10659.62109375
2018-11-10,NORDESTE,2584.87402344
2018-11-10,NORTE,2115.08203125
2018-11-10,SUDESTE,35331.7890625
2018-11-10,SUL,9782.43847656
2018-11-11,NORDESTE,2734.60009766
2018-11-11,NORTE,2195.96801758
2018-11-11,SUDESTE,37409.99609375
2018-11-11,SUL,8900.74707031
2018-11-12,NORDESTE,2757.71606445
2018-11-12,NORTE,2273.54492188
2018-11-12,SUDESTE,38815.9375
2018-11-12,SUL,8155.35205078
2018-11-13,NORDESTE,2806.42504883
2018-11-13,NORTE,2357.58300781
2018-11-13,SUDESTE,39395.69140625
2018-11-13,SUL,7521.10009766
2018-11-14,NORDESTE,2986.83007813
2018-11-14,NORTE,2440.74389648
2018-11-14,SUDESTE,38800.34765625
2018-11-14,SUL,7172.91894531
2018-11-15,NORDESTE,3130.94091797
2018-11-15,NORTE,2570.92211914
2018-11-15,SUDESTE,38374.69921875
2018-11-15,SUL,6905.18310547
2018-11-16,NORDESTE,3364.24902344
2018-11-16,NORTE,2908.14404297
2018-11-16,SUDESTE,38141.8671875
2018-11-16,SUL,6682.90917969
2018-11-17,NORDESTE,3629.47998047
2018-11-17,NORTE,3211.94799805
2018-11-17,SUDESTE,38325.99609375
2018-11-17,SUL,6556.04394531
2018-11-18,NORDESTE,3882.90307617
2018-11-18,NORTE,3586.65991211
2018-11-18,SUDESTE,38310.8203125
2018-11-18,SUL,7551.96679688
2018-11-19,NORDESTE,3966.92089844
2018-11-19,NORTE,3896.2199707
2018-11-19,SUDESTE,38290.6171875
2018-11-19,SUL,8347.83007813
2018-11-20,NORDESTE,4083.9050293
2018-11-20,NORTE,4133.55712891
2018-11-20,SUDESTE,38732.11328125
2018-11-20,SUL,8015.47607422
2018-11-21,NORDESTE,4305.92675781
2018-11-21,NORTE,4183.453125
2018-11-21,SUDESTE,41202.6328125
2018-11-21,SUL,7149.171875
2018-11-22,NORDESTE,4614.69677734
2018-11-22,NORTE,4174.95117188
2018-11-22,SUDESTE,44401.6796875
2018-11-22,SUL,6469.18115234
2018-11-23,NORDESTE,5067.80517578
2018-11-23,NORTE,4138.29296875
2018-11-23,SUDESTE,46523.0546875
2018-11-23,SUL,6105.671875
2018-11-24,NORDESTE,5568.43115234
2018-11-24,NORTE,4295.33300781
2018-11-24,SUDESTE,48207.58984375
2018-11-24,SUL,9024.67382813
2018-11-25,NORDESTE,6012.81787109
2018-11-25,NORTE,4602.84082031
2018-11-25,SUDESTE,50154.390625
2018-11-25,SUL,8793.65234375
2018-11-26,NORDESTE,6456.85107422
2018-11-26,NORTE,4998.99121094
2018-11-26,SUDESTE,52766.72265625
2018-11-26,SUL,7596.60986328
2018-11-27,NORDESTE,6787.17919922
2018-11-27,NORTE,5238.73779297
2018-11-27,SUDESTE,55262.3671875
2018-11-27,SUL,7050.07421875
2018-11-28,NORDESTE,6964.54199219
2018-11-28,NORTE,5445.88378906
2018-11-28,SUDESTE,55905.203125
2018-11-28,SUL,6551.85791016
2018-11-29,NORDESTE,7048.38818359
2018-11-29,NORTE,5809.96777344
2018-11-29,SUDESTE,55399.95703125
2018-11-29,SUL,6373.91210938
2018-11-30,NORDESTE,7219.81689453
2018-11-30,NORTE,6382.58789063
2018-11-30,SUDESTE,54437.390625
2018-11-30,SUL,7265.45019531
2018-12-01,NORDESTE,7503.44921875
2018-12-01,NORTE,6887.79492188
2018-12-01,SUDESTE,53656.26171875
2018-12-01,SUL,8907.22558594
2018-12-02,NORDESTE,7600.89013672
2018-12-02,NORTE,7474.93701172
2018-12-02,SUDESTE,53594.15234375
2018-12-02,SUL,8728.60058594
2018-12-03,NORDESTE,7828.32421875
2018-12-03,NORTE,8055.54589844
2018-12-03,SUDESTE,55248.82421875
2018-12-03,SUL,7792.89697266
2018-12-04,NORDESTE,9194.74804688
2018-12-04,NORTE,8827.24902344
2018-12-04,SUDESTE,58010.359375
2018-12-04,SUL,6821.77197266
2018-12-05,NORDESTE,9380.79492188
2018-12-05,NORTE,9412.81738281
2018-12-05,SUDESTE,59465.3671875
2018-12-05,SUL,5983.66699219
2018-12-06,NORDESTE,10353.11523438
2018-12-06,NORTE,9866.3046875
2018-12-06,SUDESTE,58964.21875
2018-12-06,SUL,5436.35595703
2018-12-07,NORDESTE,9234.99902344
2018-12-07,NORTE,10133.71289063
2018-12-07,SUDESTE,57323.03515625
2018-12-07,SUL,4984.19921875
2018-12-08,NORDESTE,9090.77832031
2018-12-08,NORTE,10578.29101563
2018-12-08,SUDESTE,55373.703125
2018-12-08,SUL,4616.66992188
2018-12-09,NORDESTE,9378.41796875
2018-12-09,NORTE,10919.73046875
2018-12-09,SUDESTE,54197.046875
2018-12-09,SUL,4283.11523438
2018-12-10,NORDESTE,9310.88476563
2018-12-10,NORTE,11371.61523438
2018-12-10,SUDESTE,52541.50390625
2018-12-10,SUL,3983.93896484
2018-12-11,NORDESTE,8917.74414063
2018-12-11,NORTE,11523.59765625
2018-12-11,SUDESTE,50550.4609375
2018-12-11,SUL,3724.8659668
2018-12-12,NORDESTE,8655.49609375
2018-12-12,NORTE,11589.1015625
2018-12-12,SUDESTE,48126.51171875
2018-12-12,SUL,3511.81811523
2018-12-13,NORDESTE,8408.70507813
2018-12-13,NORTE,11444.61132813
2018-12-13,SUDESTE,46350.91015625
2018-12-13,SUL,3354.47607422
2018-12-14,NORDESTE,8407.23339844
2018-12-14,NORTE,11577.66796875
2018-12-14,SUDESTE,44260.390625
2018-12-14,SUL,3309.00195313
2018-12-15,NORDESTE,8521.86132813
2018-12-15,NORTE,11536.21386719
2018-12-15,SUDESTE,42255.04296875
2018-12-15,SUL,3411.47900391
2018-12-16,NORDESTE,8707.99609375
2018-12-16,NORTE,11194.35742188
2018-12-16,SUDESTE,40318.9140625
2018-12-16,SUL,3835.69995117
2018-12-17,NORDESTE,8775.17382813
2018-12-17,NORTE,10595.05859375
2018-12-17,SUDESTE,38785.16796875
2018-12-17,SUL,4144.04882813
2018-12-18,NORDESTE,8884.57421875
2018-12-18,NORTE,10281.79785156
2018-12-18,SUDESTE,37414.15625
2018-12-18,SUL,4338.08789063
2018-12-19,NORDESTE,9074.390625
2018-12-19,NORTE,10029.203125
2018-12-19,SUDESTE,36402.16015625
2018-12-19,SUL,4791.38818359
2018-12-20,NORDESTE,9342.99804688
2018-12-20,NORTE,9779.48535156
2018-12-20,SUDESTE,36030.53125
2018-12-20,SUL,5554.61914063
2018-12-21,NORDESTE,9580.1171875
2018-12-21,NORTE,9445.64746094
2018-12-21,SUDESTE,35733.83203125
2018-12-21,SUL,8075.98291016
2018-12-22,NORDESTE,9716.87109375
2018-12-22,NORTE,9165.63476563
2018-12-22,SUDESTE,35361.51171875
2018-12-22,SUL,9300.7578125
2018-12-23,NORDESTE,9757.48535156
2018-12-23,NORTE,8835.35546875
2018-12-23,SUDESTE,35610.859375
2018-12-23,SUL,8694.59277344
2018-12-24,NORDESTE,9663.33300781
2018-12-24,NORTE,8465.89941406
2018-12-24,SUDESTE,36111.21875
2018-12-24,SUL,7659.10791016
2018-12-25,NORDESTE,9391.02246094
2018-12-25,NORTE,8194.0
2018-12-25,SUDESTE,36740.8125
2018-12-25,SUL,6711.65722656
2018-12-26,NORDESTE,8985.40527344
2018-12-26,NORTE,8072.60595703
2018-12-26,SUDESTE,37962.9609375
2018-12-26,SUL,6562.68115234
2018-12-27,NORDESTE,8497.57519531
2018-12-27,NORTE,8137.10888672
2018-12-27,SUDESTE,38830.37109375
2018-12-27,SUL,6729.81689453
2018-12-28,NORDESTE,7927.55712891
2018-12-28,NORTE,8159.546875
2018-12-28,SUDESTE,40563.91796875
2018-12-28,SUL,6709.41015625
2018-12-29,NORDESTE,7315.97021484
2018-12-29,NORTE,8102.58398438
2018-12-29,SUDESTE,42444.0546875
2018-12-29,SUL,6362.63720703
2018-12-30,NORDESTE,6699.67675781
2018-12-30,NORTE,7973.88183594
2018-12-30,SUDESTE,44163.1171875
2018-12-30,SUL,5888.22607422
2018-12-31,NORDESTE,6116.38720703
2018-12-31,NORTE,7915.8359375
2018-12-31,SUDESTE,45946.66015625
2018-12-31,SUL,5361.14306641
2019-01-01,NORDESTE,5676.43701172
2019-01-01,NORTE,7804.24804688
2019-01-01,SUDESTE,46731.73828125
2019-01-01,SUL,4928.77197266
2019-01-02,NORDESTE,5312.56689453
2019-01-02,NORTE,8269.734375
2019-01-02,SUDESTE,47043.21875
2019-01-02,SUL,4669.20117188
2019-01-03,NORDESTE,4918.49316406
2019-01-03,NORTE,8988.41992188
2019-01-03,SUDESTE,46788.7109375
2019-01-03,SUL,4474.52001953
2019-01-04,NORDESTE,4600.75878906
2019-01-04,NORTE,9804.41699219
2019-01-04,SUDESTE,46832.73828125
2019-01-04,SUL,4411.37109375
2019-01-05,NORDESTE,4493.56298828
2019-01-05,NORTE,10084.52539063
2019-01-05,SUDESTE,46711.75
2019-01-05,SUL,4580.23486328
2019-01-06,NORDESTE,4285.83496094
2019-01-06,NORTE,10246.32519531
2019-01-06,SUDESTE,47031.37890625
2019-01-06,SUL,4777.54101563
2019-01-07,NORDESTE,4167.71289063
2019-01-07,NORTE,10570.88769531
2019-01-07,SUDESTE,47584.41015625
2019-01-07,SUL,5322.39599609
2019-01-08,NORDESTE,4153.60302734
2019-01-08,NORTE,10916.73828125
2019-01-08,SUDESTE,47834.37890625
2019-01-08,SUL,5814.79980469
2019-01-09,NORDESTE,4256.92675781
2019-01-09,NORTE,11153.27929688
2019-01-09,SUDESTE,47527.4296875
2019-01-09,SUL,6344.74609375
2019-01-10,NORDESTE,4475.61914063
2019-01-10,NORTE,11449.90527344
2019-01-10,SUDESTE,46492.7265625
2019-01-10,SUL,6501.81689453
2019-01-11,NORDESTE,4809.66894531
2019-01-11,NORTE,11894.5546875
2019-01-11,SUDESTE,45414.76953125
2019-01-11,SUL,6588.62011719
2019-01-12,NORDESTE,5235.79785156
2019-01-12,NORTE,12279.86914063
2019-01-12,SUDESTE,44056.3828125
2019-01-12,SUL,6618.35693359
2019-01-13,NORDESTE,5724.22412109
2019-01-13,NORTE,12443.91796875
2019-01-13,SUDESTE,42822.5234375
2019-01-13,SUL,7083.86914063
2019-01-14,NORDESTE,6223.70117188
2019-01-14,NORTE,12548.10742188
2019-01-14,SUDESTE,41873.6484375
2019-01-14,SUL,8357.44140625
2019-01-15,NORDESTE,6696.43994141
2019-01-15,NORTE,12745.57910156
2019-01-15,SUDESTE,41244.421875
2019-01-15,SUL,9803.11621094
2019-01-16,NORDESTE,7098.34277344
2019-01-16,NORTE,12913.06738281
2019-01-16,SUDESTE,40694.1484375
2019-01-16,SUL,10447.47460938
2019-01-17,NORDESTE,7367.12890625
2019-01-17,NORTE,12977.47851563
2019-01-17,SUDESTE,40207.2421875
2019-01-17,SUL,9999.99414063
2019-01-18,NORDESTE,7483.93505859
2019-01-18,NORTE,13098.63769531
2019-01-18,SUDESTE,39758.1484375
2019-01-18,SUL,10432.40527344
2019-01-19,NORDESTE,7444.44677734
2019-01-19,NORTE,13183.03808594
2019-01-19,SUDESTE,39308.40234375
2019-01-19,SUL,11217.01269531
2019-01-20,NORDESTE,7176.62109375
2019-01-20,NORTE,13152.58886719
2019-01-20,SUDESTE,38828.65234375
2019-01-20,SUL,11385.73046875
2019-01-21,NORDESTE,6709.84277344
2019-01-21,NORTE,13146.87011719
2019-01-21,SUDESTE,38411.6484375
2019-01-21,SUL,10970.51855469
2019-01-22,NORDESTE,6179.17089844
2019-01-22,NORTE,13246.21679688
2019-01-22,SUDESTE,37920.55859375
2019-01-22,SUL,10035.328125
2019-01-23,NORDESTE,5613.48095703
2019-01-23,NORTE,13335.34082031
2019-01-23,SUDESTE,37341.77734375
2019-01-23,SUL,9170.11914063
2019-01-24,NORDESTE,5072.84814453
2019-01-24,NORTE,13480.47167969
2019-01-24,SUDESTE,36865.5
2019-01-24,SUL,8959.14941406
2019-01-25,NORDESTE,4583.08496094
2019-01-25,NORTE,13688.82128906
2019-01-25,SUDESTE,36377.9765625
2019-01-25,SUL,8388.30273438
2019-01-26,NORDESTE,4160.18603516
2019-01-26,NORTE,13855.86523438
2019-01-26,SUDESTE,36252.875
2019-01-26,SUL,7672.84082031
2019-01-27,NORDESTE,3795.62207031
2019-01-27,NORTE,13875.36914063
2019-01-27,SUDESTE,36597.125
2019-01-27,SUL,6818.32519531
2019-01-28,NORDESTE,3480.77001953
2019-01-28,NORTE,13946.00585938
2019-01-28,SUDESTE,37325.5390625
2019-01-28,SUL,6016.24511719
2019-01-29,NORDESTE,3215.26611328
2019-01-29,NORTE,14025.11914063
2019-01-29,SUDESTE,37704.8125
2019-01-29,SUL,5416.65722656
2019-01-30,NORDESTE,2983.43603516
2019-01-30,NORTE,14067.58789063
2019-01-30,SUDESTE,37590.9375
2019-01-30,SUL,4953.65185547
2019-01-31,NORDESTE,2801.08691406
2019-01-31,NORTE,14128.22460938
2019-01-31,SUDESTE,36959.6171875
2019-01-31,SUL,4637.48095703
2019-02-01,NORDESTE,2686.9609375
2019-02-01,NORTE,14140.59667969
2019-02-01,SUDESTE,36293.00390625
2019-02-01,SUL,4509.34179688
2019-02-02,NORDESTE,2628.45703125
2019-02-02,NORTE,14027.00585938
2019-02-02,SUDESTE,35729.2578125
2019-02-02,SUL,4586.66992188
2019-02-03,NORDESTE,2663.37597656
2019-02-03,NORTE,13805.34375
2019-02-03,SUDESTE,35554.6796875
2019-02-03,SUL,4968.27001953
2019-02-04,NORDESTE,2834.66308594
2019-02-04,NORTE,13713.79882813
2019-02-04,SUDESTE,37285.1640625
2019-02-04,SUL,5429.51318359
2019-02-05,NORDESTE,3146.99389648
2019-02-05,NORTE,13744.94726563
2019-02-05,SUDESTE,36425.64453125
2019-02-05,SUL,5694.49609375
2019-02-06,NORDESTE,3380.31811523
2019-02-06,NORTE,13896.51953125
2019-02-06,SUDESTE,37852.13671875
2019-02-06,SUL,5474.76611328
2019-02-07,NORDESTE,3505.44311523
2019-02-07,NORTE,14224.54785156
2019-02-07,SUDESTE,38119.73828125
2019-02-07,SUL,5001.37011719
2019-02-08,NORDESTE,3454.54907227
2019-02-08,NORTE,14719.13769531
2019-02-08,SUDESTE,39751.19140625
2019-02-08,SUL,4570.15185547
2019-02-09,NORDESTE,3254.09692383
2019-02-09,NORTE,15092.171875
2019-02-09,SUDESTE,40594.18359375
2019-02-09,SUL,4317.86181641
2019-02-10,NORDESTE,3039.92089844
2019-02-10,NORTE,15196.70214844
2019-02-10,SUDESTE,41175.515625
2019-02-10,SUL,4144.4921875
2019-02-11,NORDESTE,2891.60791016
2019-02-11,NORTE,15246.56347656
2019-02-11,SUDESTE,41726.21875
2019-02-11,SUL,4084.5090332
2019-02-12,NORDESTE,2822.14306641
2019-02-12,NORTE,15274.75292969
