regiao,data,nivel
NORDESTE,2016-01-01,4.88
NORDESTE,2016-01-02,4.84
NORDESTE,2016-01-03,4.8
NORDESTE,2016-01-04,4.79
NORDESTE,2016-01-05,4.79
NORDESTE,2016-01-06,4.76
NORDESTE,2016-01-07,4.86
NORDESTE,2016-01-08,4.94
NORDESTE,2016-01-09,5.02
NORDESTE,2016-01-10,5.07
NORDESTE,2016-01-11,5.04
NORDESTE,2016-01-12,5.05
NORDESTE,2016-01-13,5.09
NORDESTE,2016-01-14,5.23
NORDESTE,2016-01-15,5.36
NORDESTE,2016-01-16,5.52
NORDESTE,2016-01-17,5.72
NORDESTE,2016-01-18,6.1
NORDESTE,2016-01-19,6.6
NORDESTE,2016-01-20,7.36
NORDESTE,2016-01-21,8.24
NORDESTE,2016-01-22,9.24
NORDESTE,2016-01-23,10.55
NORDESTE,2016-01-24,11.53
NORDESTE,2016-01-25,12.44
NORDESTE,2016-01-26,13.37
NORDESTE,2016-01-27,14.32
NORDESTE,2016-01-28,15.19
NORDESTE,2016-01-29,15.86
NORDESTE,2016-01-30,16.56
NORDESTE,2016-01-31,17.21
NORDESTE,2016-02-01,17.9
NORDESTE,2016-02-02,18.65
NORDESTE,2016-02-03,19.56
NORDESTE,2016-02-04,20.27
NORDESTE,2016-02-05,21.01
NORDESTE,2016-02-06,21.62
NORDESTE,2016-02-07,22.41
NORDESTE,2016-02-08,23.05
NORDESTE,2016-02-09,23.81
NORDESTE,2016-02-10,24.54
NORDESTE,2016-02-11,25.07
NORDESTE,2016-02-12,25.76
NORDESTE,2016-02-13,26.36
NORDESTE,2016-02-14,26.86
NORDESTE,2016-02-15,27.75
NORDESTE,2016-02-16,28.29
NORDESTE,2016-02-17,28.82
NORDESTE,2016-02-18,29.34
NORDESTE,2016-02-19,29.64
NORDESTE,2016-02-20,29.94
NORDESTE,2016-02-21,30.26
NORDESTE,2016-02-22,30.47
NORDESTE,2016-02-23,30.58
NORDESTE,2016-02-24,30.71
NORDESTE,2016-02-25,30.85
NORDESTE,2016-02-26,30.96
NORDESTE,2016-02-27,31.17
NORDESTE,2016-02-28,31.3
NORDESTE,2016-02-29,31.4
NORDESTE,2016-03-01,31.5
NORDESTE,2016-03-02,31.63
NORDESTE,2016-03-03,31.78
NORDESTE,2016-03-04,31.91
NORDESTE,2016-03-05,32.09
NORDESTE,2016-03-06,32.24
NORDESTE,2016-03-07,32.32
NORDESTE,2016-03-08,32.43
NORDESTE,2016-03-09,32.64
NORDESTE,2016-03-10,32.79
NORDESTE,2016-03-11,32.88
NORDESTE,2016-03-12,32.92
NORDESTE,2016-03-13,32.96
NORDESTE,2016-03-14,32.99
NORDESTE,2016-03-15,32.95
NORDESTE,2016-03-16,32.92
NORDESTE,2016-03-17,32.99
NORDESTE,2016-03-18,33.09
NORDESTE,2016-03-19,33.17
NORDESTE,2016-03-20,33.23
NORDESTE,2016-03-21,33.32
NORDESTE,2016-03-22,33.48
NORDESTE,2016-03-23,33.58
NORDESTE,2016-03-24,33.66
NORDESTE,2016-03-25,33.75
NORDESTE,2016-03-26,33.85
NORDESTE,2016-03-27,33.95
NORDESTE,2016-03-28,34.04
NORDESTE,2016-03-29,34.14
NORDESTE,2016-03-30,34.21
NORDESTE,2016-03-31,34.3
NORDESTE,2016-04-01,34.42
NORDESTE,2016-04-02,34.47
NORDESTE,2016-04-03,34.51
NORDESTE,2016-04-04,34.53
NORDESTE,2016-04-05,34.53
NORDESTE,2016-04-06,34.49
NORDESTE,2016-04-07,34.41
NORDESTE,2016-04-08,34.37
NORDESTE,2016-04-09,34.32
NORDESTE,2016-04-10,34.25
NORDESTE,2016-04-11,34.21
NORDESTE,2016-04-12,34.17
NORDESTE,2016-04-13,34.13
NORDESTE,2016-04-14,34.07
NORDESTE,2016-04-15,34.01
NORDESTE,2016-04-16,33.98
NORDESTE,2016-04-17,33.92
NORDESTE,2016-04-18,33.82
NORDESTE,2016-04-19,33.72
NORDESTE,2016-04-20,33.62
NORDESTE,2016-04-21,33.53
NORDESTE,2016-04-22,33.47
NORDESTE,2016-04-23,33.36
NORDESTE,2016-04-24,33.26
NORDESTE,2016-04-25,33.2
NORDESTE,2016-04-26,33.15
NORDESTE,2016-04-27,33.11
NORDESTE,2016-04-28,33.01
NORDESTE,2016-04-29,32.9
NORDESTE,2016-04-30,32.79
NORDESTE,2016-05-01,32.68
NORDESTE,2016-05-02,32.57
NORDESTE,2016-05-03,32.46
NORDESTE,2016-05-04,32.34
NORDESTE,2016-05-05,32.27
NORDESTE,2016-05-06,32.21
NORDESTE,2016-05-07,32.1
NORDESTE,2016-05-08,32.0
NORDESTE,2016-05-09,31.88
NORDESTE,2016-05-10,31.76
NORDESTE,2016-05-11,31.64
NORDESTE,2016-05-12,31.54
NORDESTE,2016-05-13,31.43
NORDESTE,2016-05-14,31.31
NORDESTE,2016-05-15,31.21
NORDESTE,2016-05-16,31.11
NORDESTE,2016-05-17,31.04
NORDESTE,2016-05-18,30.97
NORDESTE,2016-05-19,30.91
NORDESTE,2016-05-20,30.83
NORDESTE,2016-05-21,30.77
NORDESTE,2016-05-22,30.7
NORDESTE,2016-05-23,30.62
NORDESTE,2016-05-24,30.57
NORDESTE,2016-05-25,30.46
NORDESTE,2016-05-26,30.36
NORDESTE,2016-05-27,30.26
NORDESTE,2016-05-28,30.15
NORDESTE,2016-05-29,30.05
NORDESTE,2016-05-30,29.94
NORDESTE,2016-05-31,29.84
NORDESTE,2016-06-01,29.74
NORDESTE,2016-06-02,29.63
NORDESTE,2016-06-03,29.52
NORDESTE,2016-06-04,29.41
NORDESTE,2016-06-05,29.32
NORDESTE,2016-06-06,29.22
NORDESTE,2016-06-07,29.17
NORDESTE,2016-06-08,29.13
NORDESTE,2016-06-09,29.09
NORDESTE,2016-06-10,29.04
NORDESTE,2016-06-11,28.91
NORDESTE,2016-06-12,28.81
NORDESTE,2016-06-13,28.61
NORDESTE,2016-06-14,28.41
NORDESTE,2016-06-15,28.3
NORDESTE,2016-06-16,28.18
NORDESTE,2016-06-17,28.07
NORDESTE,2016-06-18,27.97
NORDESTE,2016-06-19,27.85
NORDESTE,2016-06-20,27.74
NORDESTE,2016-06-21,27.65
NORDESTE,2016-06-22,27.56
NORDESTE,2016-06-23,27.46
NORDESTE,2016-06-24,27.35
NORDESTE,2016-06-25,27.25
NORDESTE,2016-06-26,27.14
NORDESTE,2016-06-27,27.07
NORDESTE,2016-06-28,26.95
NORDESTE,2016-06-29,26.84
NORDESTE,2016-06-30,26.7
NORDESTE,2016-07-01,26.55
NORDESTE,2016-07-02,26.44
NORDESTE,2016-07-03,26.32
NORDESTE,2016-07-04,26.2
NORDESTE,2016-07-05,26.08
NORDESTE,2016-07-06,25.96
NORDESTE,2016-07-07,25.84
NORDESTE,2016-07-08,25.72
NORDESTE,2016-07-09,25.61
NORDESTE,2016-07-10,25.47
NORDESTE,2016-07-11,25.39
NORDESTE,2016-07-12,25.25
NORDESTE,2016-07-13,25.11
NORDESTE,2016-07-14,25.01
NORDESTE,2016-07-15,24.89
NORDESTE,2016-07-16,24.82
NORDESTE,2016-07-17,24.74
NORDESTE,2016-07-18,24.61
NORDESTE,2016-07-19,24.5
NORDESTE,2016-07-20,24.37
NORDESTE,2016-07-21,24.26
NORDESTE,2016-07-22,24.15
NORDESTE,2016-07-23,24.03
NORDESTE,2016-07-24,23.92
NORDESTE,2016-07-25,23.8
NORDESTE,2016-07-26,23.69
NORDESTE,2016-07-27,23.57
NORDESTE,2016-07-28,23.44
NORDESTE,2016-07-29,23.28
NORDESTE,2016-07-30,23.14
NORDESTE,2016-07-31,22.99
NORDESTE,2016-08-01,22.84
NORDESTE,2016-08-02,22.71
NORDESTE,2016-08-03,22.59
NORDESTE,2016-08-04,22.47
NORDESTE,2016-08-05,22.35
NORDESTE,2016-08-06,22.24
NORDESTE,2016-08-07,22.12
NORDESTE,2016-08-08,21.98
NORDESTE,2016-08-09,21.85
NORDESTE,2016-08-10,21.73
NORDESTE,2016-08-11,21.61
NORDESTE,2016-08-12,21.49
NORDESTE,2016-08-13,21.37
NORDESTE,2016-08-14,21.25
NORDESTE,2016-08-15,21.1
NORDESTE,2016-08-16,20.94
NORDESTE,2016-08-17,20.86
NORDESTE,2016-08-18,20.72
NORDESTE,2016-08-19,20.59
NORDESTE,2016-08-20,20.47
NORDESTE,2016-08-21,20.35
NORDESTE,2016-08-22,20.19
NORDESTE,2016-08-23,20.04
NORDESTE,2016-08-24,19.88
NORDESTE,2016-08-25,19.77
NORDESTE,2016-08-26,19.65
NORDESTE,2016-08-27,19.53
NORDESTE,2016-08-28,19.41
NORDESTE,2016-08-29,19.26
NORDESTE,2016-08-30,19.08
NORDESTE,2016-08-31,18.9
NORDESTE,2016-09-01,18.75
NORDESTE,2016-09-02,18.59
NORDESTE,2016-09-03,18.42
NORDESTE,2016-09-04,18.27
NORDESTE,2016-09-05,18.1
NORDESTE,2016-09-06,17.95
NORDESTE,2016-09-07,17.78
NORDESTE,2016-09-08,17.64
NORDESTE,2016-09-09,17.51
NORDESTE,2016-09-10,17.36
NORDESTE,2016-09-11,17.24
NORDESTE,2016-09-12,17.06
NORDESTE,2016-09-13,16.93
NORDESTE,2016-09-14,16.76
NORDESTE,2016-09-15,16.58
NORDESTE,2016-09-16,16.45
NORDESTE,2016-09-17,16.32
NORDESTE,2016-09-18,16.18
NORDESTE,2016-09-19,16.04
NORDESTE,2016-09-20,15.88
NORDESTE,2016-09-21,15.75
NORDESTE,2016-09-22,15.63
NORDESTE,2016-09-23,15.48
NORDESTE,2016-09-24,15.31
NORDESTE,2016-09-25,15.18
NORDESTE,2016-09-26,15.04
NORDESTE,2016-09-27,14.92
NORDESTE,2016-09-28,14.79
NORDESTE,2016-09-29,14.67
NORDESTE,2016-09-30,14.55
NORDESTE,2016-10-01,14.43
NORDESTE,2016-10-02,14.31
NORDESTE,2016-10-03,14.16
NORDESTE,2016-10-04,14.03
NORDESTE,2016-10-05,13.94
NORDESTE,2016-10-06,13.85
NORDESTE,2016-10-07,13.75
NORDESTE,2016-10-08,13.63
NORDESTE,2016-10-09,13.51
NORDESTE,2016-10-10,13.39
NORDESTE,2016-10-11,13.26
NORDESTE,2016-10-12,13.13
NORDESTE,2016-10-13,12.98
NORDESTE,2016-10-14,12.83
NORDESTE,2016-10-15,12.73
NORDESTE,2016-10-16,12.59
NORDESTE,2016-10-17,12.46
NORDESTE,2016-10-18,12.33
NORDESTE,2016-10-19,12.21
NORDESTE,2016-10-20,12.08
NORDESTE,2016-10-21,11.95
NORDESTE,2016-10-22,11.81
NORDESTE,2016-10-23,11.67
NORDESTE,2016-10-24,11.54
NORDESTE,2016-10-25,11.41
NORDESTE,2016-10-26,11.28
NORDESTE,2016-10-27,11.15
NORDESTE,2016-10-28,11.02
NORDESTE,2016-10-29,10.88
NORDESTE,2016-10-30,10.76
NORDESTE,2016-10-31,10.62
NORDESTE,2016-11-01,10.49
NORDESTE,2016-11-02,10.37
NORDESTE,2016-11-03,10.27
NORDESTE,2016-11-04,10.17
NORDESTE,2016-11-05,10.05
NORDESTE,2016-11-06,9.93
NORDESTE,2016-11-07,9.82
NORDESTE,2016-11-08,9.7
NORDESTE,2016-11-09,9.6
NORDESTE,2016-11-10,9.51
NORDESTE,2016-11-11,9.43
NORDESTE,2016-11-12,9.34
NORDESTE,2016-11-13,9.27
NORDESTE,2016-11-14,9.21
NORDESTE,2016-11-15,9.16
NORDESTE,2016-11-16,9.12
NORDESTE,2016-11-17,9.1
NORDESTE,2016-11-18,9.14
NORDESTE,2016-11-19,9.18
NORDESTE,2016-11-20,9.24
NORDESTE,2016-11-21,9.29
NORDESTE,2016-11-22,9.33
NORDESTE,2016-11-23,9.38
NORDESTE,2016-11-24,9.44
NORDESTE,2016-11-25,9.48
NORDESTE,2016-11-26,9.53
NORDESTE,2016-11-27,9.55
NORDESTE,2016-11-28,9.59
NORDESTE,2016-11-29,9.66
NORDESTE,2016-11-30,9.77
NORDESTE,2016-12-01,9.92
NORDESTE,2016-12-02,10.08
NORDESTE,2016-12-03,10.21
NORDESTE,2016-12-04,10.34
NORDESTE,2016-12-05,10.51
NORDESTE,2016-12-06,10.7
NORDESTE,2016-12-07,10.93
NORDESTE,2016-12-08,11.18
NORDESTE,2016-12-09,11.43
NORDESTE,2016-12-10,11.69
NORDESTE,2016-12-11,11.93
NORDESTE,2016-12-12,12.14
NORDESTE,2016-12-13,12.38
NORDESTE,2016-12-14,12.64
NORDESTE,2016-12-15,12.92
NORDESTE,2016-12-16,13.28
NORDESTE,2016-12-17,13.32
NORDESTE,2016-12-18,13.87
NORDESTE,2016-12-19,14.08
NORDESTE,2016-12-20,14.25
NORDESTE,2016-12-21,14.38
NORDESTE,2016-12-22,14.5
NORDESTE,2016-12-23,14.58
NORDESTE,2016-12-24,14.75
NORDESTE,2016-12-25,14.86
NORDESTE,2016-12-26,15.01
NORDESTE,2016-12-27,15.19
NORDESTE,2016-12-28,15.38
NORDESTE,2016-12-29,15.69
NORDESTE,2016-12-30,16.02
NORDESTE,2016-12-31,16.18
NORDESTE,2017-01-01,16.4
NORDESTE,2017-01-02,16.7
NORDESTE,2017-01-03,16.82
NORDESTE,2017-01-04,16.93
NORDESTE,2017-01-05,16.95
NORDESTE,2017-01-06,16.97
NORDESTE,2017-01-07,16.98
NORDESTE,2017-01-08,17.0
NORDESTE,2017-01-09,16.99
NORDESTE,2017-01-10,16.97
NORDESTE,2017-01-11,16.96
NORDESTE,2017-01-12,16.83
NORDESTE,2017-01-13,16.73
NORDESTE,2017-01-14,16.72
NORDESTE,2017-01-15,16.76
NORDESTE,2017-01-16,16.78
NORDESTE,2017-01-17,16.76
NORDESTE,2017-01-18,16.74
NORDESTE,2017-01-19,16.7
NORDESTE,2017-01-20,16.7
NORDESTE,2017-01-21,16.77
NORDESTE,2017-01-22,16.8
NORDESTE,2017-01-23,16.85
NORDESTE,2017-01-24,16.77
NORDESTE,2017-01-25,16.78
NORDESTE,2017-01-26,16.71
NORDESTE,2017-01-27,16.67
NORDESTE,2017-01-28,16.76
NORDESTE,2017-01-29,16.85
NORDESTE,2017-01-30,17.02
NORDESTE,2017-01-31,17.18
NORDESTE,2017-02-01,17.33
NORDESTE,2017-02-02,17.48
NORDESTE,2017-02-03,17.63
NORDESTE,2017-02-04,17.76
NORDESTE,2017-02-05,17.91
NORDESTE,2017-02-06,18.05
NORDESTE,2017-02-07,18.18
NORDESTE,2017-02-08,18.34
NORDESTE,2017-02-09,18.44
NORDESTE,2017-02-10,18.58
NORDESTE,2017-02-11,18.65
NORDESTE,2017-02-12,18.75
NORDESTE,2017-02-13,18.81
NORDESTE,2017-02-14,18.88
NORDESTE,2017-02-15,18.93
NORDESTE,2017-02-16,18.97
NORDESTE,2017-02-17,19.04
NORDESTE,2017-02-18,19.1
NORDESTE,2017-02-19,19.18
NORDESTE,2017-02-20,19.22
NORDESTE,2017-02-21,19.24
NORDESTE,2017-02-22,19.3
NORDESTE,2017-02-23,19.43
NORDESTE,2017-02-24,19.63
NORDESTE,2017-02-25,19.83
NORDESTE,2017-02-26,20.03
NORDESTE,2017-02-27,20.3
NORDESTE,2017-02-28,20.56
NORDESTE,2017-03-01,20.83
NORDESTE,2017-03-02,20.93
NORDESTE,2017-03-03,20.98
NORDESTE,2017-03-04,21.02
NORDESTE,2017-03-05,21.03
NORDESTE,2017-03-06,21.1
NORDESTE,2017-03-07,21.11
NORDESTE,2017-03-08,21.15
NORDESTE,2017-03-09,21.15
NORDESTE,2017-03-10,21.15
NORDESTE,2017-03-11,21.18
NORDESTE,2017-03-12,21.18
NORDESTE,2017-03-13,21.2
NORDESTE,2017-03-14,21.2
NORDESTE,2017-03-15,21.23
NORDESTE,2017-03-16,21.26
NORDESTE,2017-03-17,21.27
NORDESTE,2017-03-18,21.32
NORDESTE,2017-03-19,21.4
NORDESTE,2017-03-20,21.41
NORDESTE,2017-03-21,21.44
NORDESTE,2017-03-22,21.44
NORDESTE,2017-03-23,21.43
NORDESTE,2017-03-24,21.47
NORDESTE,2017-03-25,21.52
NORDESTE,2017-03-26,21.54
NORDESTE,2017-03-27,21.53
NORDESTE,2017-03-28,21.55
NORDESTE,2017-03-29,21.48
NORDESTE,2017-03-30,21.46
NORDESTE,2017-03-31,21.46
NORDESTE,2017-04-01,21.5
NORDESTE,2017-04-02,21.52
NORDESTE,2017-04-03,21.65
NORDESTE,2017-04-04,21.74
NORDESTE,2017-04-05,21.79
NORDESTE,2017-04-06,21.79
NORDESTE,2017-04-07,21.83
NORDESTE,2017-04-08,21.88
NORDESTE,2017-04-09,21.93
NORDESTE,2017-04-10,21.95
NORDESTE,2017-04-11,21.95
NORDESTE,2017-04-12,22.01
NORDESTE,2017-04-13,22.03
NORDESTE,2017-04-14,22.06
NORDESTE,2017-04-15,22.1
NORDESTE,2017-04-16,22.1
NORDESTE,2017-04-17,22.08
NORDESTE,2017-04-18,22.07
NORDESTE,2017-04-19,22.01
NORDESTE,2017-04-20,21.96
NORDESTE,2017-04-21,21.89
NORDESTE,2017-04-22,21.86
NORDESTE,2017-04-23,21.83
NORDESTE,2017-04-24,21.78
NORDESTE,2017-04-25,21.72
NORDESTE,2017-04-26,21.67
NORDESTE,2017-04-27,21.64
NORDESTE,2017-04-28,21.58
NORDESTE,2017-04-29,21.52
NORDESTE,2017-04-30,21.49
NORDESTE,2017-05-01,21.43
NORDESTE,2017-05-02,21.37
NORDESTE,2017-05-03,21.29
NORDESTE,2017-05-04,21.24
NORDESTE,2017-05-05,21.18
NORDESTE,2017-05-06,21.11
NORDESTE,2017-05-07,21.05
NORDESTE,2017-05-08,20.96
NORDESTE,2017-05-09,20.87
NORDESTE,2017-05-10,20.79
NORDESTE,2017-05-11,20.71
NORDESTE,2017-05-12,20.68
NORDESTE,2017-05-13,20.64
NORDESTE,2017-05-14,20.6
NORDESTE,2017-05-15,20.54
NORDESTE,2017-05-16,20.47
NORDESTE,2017-05-17,20.41
NORDESTE,2017-05-18,20.36
NORDESTE,2017-05-19,20.25
NORDESTE,2017-05-20,20.15
NORDESTE,2017-05-21,20.04
NORDESTE,2017-05-22,19.99
NORDESTE,2017-05-23,19.95
NORDESTE,2017-05-24,19.91
NORDESTE,2017-05-25,19.88
NORDESTE,2017-05-26,19.83
NORDESTE,2017-05-27,19.78
NORDESTE,2017-05-28,19.72
NORDESTE,2017-05-29,19.64
NORDESTE,2017-05-30,19.58
NORDESTE,2017-05-31,19.52
NORDESTE,2017-06-01,19.47
NORDESTE,2017-06-02,19.43
NORDESTE,2017-06-03,19.38
NORDESTE,2017-06-04,19.32
NORDESTE,2017-06-05,19.26
NORDESTE,2017-06-06,19.23
NORDESTE,2017-06-07,19.2
NORDESTE,2017-06-08,19.16
NORDESTE,2017-06-09,19.12
NORDESTE,2017-06-10,19.09
NORDESTE,2017-06-11,19.04
NORDESTE,2017-06-12,18.99
NORDESTE,2017-06-13,18.92
NORDESTE,2017-06-14,18.88
NORDESTE,2017-06-15,18.8
NORDESTE,2017-06-16,18.72
NORDESTE,2017-06-17,18.66
NORDESTE,2017-06-18,18.57
NORDESTE,2017-06-19,18.48
NORDESTE,2017-06-20,18.4
NORDESTE,2017-06-21,18.3
NORDESTE,2017-06-22,18.23
NORDESTE,2017-06-23,18.16
NORDESTE,2017-06-24,18.09
NORDESTE,2017-06-25,18.03
NORDESTE,2017-06-26,17.94
NORDESTE,2017-06-27,17.84
NORDESTE,2017-06-28,17.73
NORDESTE,2017-06-29,17.64
NORDESTE,2017-06-30,17.6
NORDESTE,2017-07-01,17.46
NORDESTE,2017-07-02,17.4
NORDESTE,2017-07-03,17.29
NORDESTE,2017-07-04,17.22
NORDESTE,2017-07-05,17.15
NORDESTE,2017-07-06,17.06
NORDESTE,2017-07-07,16.99
NORDESTE,2017-07-08,16.91
NORDESTE,2017-07-09,16.83
NORDESTE,2017-07-10,16.79
NORDESTE,2017-07-11,16.74
NORDESTE,2017-07-12,16.69
NORDESTE,2017-07-13,16.62
NORDESTE,2017-07-14,16.51
NORDESTE,2017-07-15,16.41
NORDESTE,2017-07-16,16.3
NORDESTE,2017-07-17,16.23
NORDESTE,2017-07-18,16.14
NORDESTE,2017-07-19,16.06
NORDESTE,2017-07-20,15.96
NORDESTE,2017-07-21,15.85
NORDESTE,2017-07-22,15.75
NORDESTE,2017-07-23,15.64
NORDESTE,2017-07-24,15.56
NORDESTE,2017-07-25,15.47
NORDESTE,2017-07-26,15.4
NORDESTE,2017-07-27,15.32
NORDESTE,2017-07-28,15.25
NORDESTE,2017-07-29,15.18
NORDESTE,2017-07-30,15.1
NORDESTE,2017-07-31,15.04
NORDESTE,2017-08-01,14.95
NORDESTE,2017-08-02,14.87
NORDESTE,2017-08-03,14.79
NORDESTE,2017-08-04,14.72
NORDESTE,2017-08-05,14.64
NORDESTE,2017-08-06,14.55
NORDESTE,2017-08-07,14.45
NORDESTE,2017-08-08,14.37
NORDESTE,2017-08-09,14.25
NORDESTE,2017-08-10,14.17
NORDESTE,2017-08-11,14.09
NORDESTE,2017-08-12,14.01
NORDESTE,2017-08-13,13.93
NORDESTE,2017-08-14,13.81
NORDESTE,2017-08-15,13.69
NORDESTE,2017-08-16,13.61
NORDESTE,2017-08-17,13.49
NORDESTE,2017-08-18,13.41
NORDESTE,2017-08-19,13.33
NORDESTE,2017-08-20,13.27
NORDESTE,2017-08-21,13.19
NORDESTE,2017-08-22,13.1
NORDESTE,2017-08-23,12.97
NORDESTE,2017-08-24,12.87
NORDESTE,2017-08-25,12.77
NORDESTE,2017-08-26,12.66
NORDESTE,2017-08-27,12.56
NORDESTE,2017-08-28,12.46
NORDESTE,2017-08-29,12.37
NORDESTE,2017-08-30,12.29
NORDESTE,2017-08-31,12.21
NORDESTE,2017-09-01,12.1
NORDESTE,2017-09-02,11.98
NORDESTE,2017-09-03,11.88
NORDESTE,2017-09-04,11.78
NORDESTE,2017-09-05,11.68
NORDESTE,2017-09-06,11.57
NORDESTE,2017-09-07,11.46
NORDESTE,2017-09-08,11.31
NORDESTE,2017-09-09,11.41
NORDESTE,2017-09-10,11.3
NORDESTE,2017-09-11,11.19
NORDESTE,2017-09-12,11.1
NORDESTE,2017-09-13,10.96
NORDESTE,2017-09-14,10.83
NORDESTE,2017-09-15,10.74
NORDESTE,2017-09-16,10.65
NORDESTE,2017-09-17,10.57
NORDESTE,2017-09-18,10.48
NORDESTE,2017-09-19,10.38
NORDESTE,2017-09-20,10.28
NORDESTE,2017-09-21,10.19
NORDESTE,2017-09-22,10.08
NORDESTE,2017-09-23,9.98
NORDESTE,2017-09-24,9.88
NORDESTE,2017-09-25,9.77
NORDESTE,2017-09-26,9.65
NORDESTE,2017-09-27,9.55
NORDESTE,2017-09-28,9.44
NORDESTE,2017-09-29,9.34
NORDESTE,2017-09-30,9.23
NORDESTE,2017-10-01,9.13
NORDESTE,2017-10-02,9.02
NORDESTE,2017-10-03,8.89
NORDESTE,2017-10-04,8.79
NORDESTE,2017-10-05,8.69
NORDESTE,2017-10-06,8.58
NORDESTE,2017-10-07,8.47
NORDESTE,2017-10-08,8.36
NORDESTE,2017-10-09,8.24
NORDESTE,2017-10-10,8.13
NORDESTE,2017-10-11,8.05
NORDESTE,2017-10-12,7.96
NORDESTE,2017-10-13,7.85
NORDESTE,2017-10-14,7.77
NORDESTE,2017-10-15,7.68
NORDESTE,2017-10-16,7.58
NORDESTE,2017-10-17,7.47
NORDESTE,2017-10-18,7.34
NORDESTE,2017-10-19,7.22
NORDESTE,2017-10-20,7.15
NORDESTE,2017-10-21,7.06
NORDESTE,2017-10-22,6.98
NORDESTE,2017-10-23,6.87
NORDESTE,2017-10-24,6.72
NORDESTE,2017-10-25,6.62
NORDESTE,2017-10-26,6.5
NORDESTE,2017-10-27,6.37
NORDESTE,2017-10-28,6.28
NORDESTE,2017-10-29,6.19
NORDESTE,2017-10-30,6.08
NORDESTE,2017-10-31,6.0
NORDESTE,2017-11-01,5.89
NORDESTE,2017-11-02,5.79
NORDESTE,2017-11-03,5.7
NORDESTE,2017-11-04,5.62
NORDESTE,2017-11-05,5.53
NORDESTE,2017-11-06,5.44
NORDESTE,2017-11-07,5.33
NORDESTE,2017-11-08,5.26
NORDESTE,2017-11-09,5.13
NORDESTE,2017-11-10,5.04
NORDESTE,2017-11-11,4.98
NORDESTE,2017-11-12,4.9
NORDESTE,2017-11-13,4.82
NORDESTE,2017-11-14,4.77
NORDESTE,2017-11-15,4.67
NORDESTE,2017-11-16,4.66
NORDESTE,2017-11-17,4.66
NORDESTE,2017-11-18,4.64
NORDESTE,2017-11-19,4.73
NORDESTE,2017-11-20,4.76
NORDESTE,2017-11-21,4.79
NORDESTE,2017-11-22,4.87
NORDESTE,2017-11-23,4.9
NORDESTE,2017-11-24,5.02
NORDESTE,2017-11-25,5.09
NORDESTE,2017-11-26,5.21
NORDESTE,2017-11-27,5.25
NORDESTE,2017-11-28,5.33
NORDESTE,2017-11-29,5.41
NORDESTE,2017-11-30,5.49
NORDESTE,2017-12-01,5.62
NORDESTE,2017-12-02,5.77
NORDESTE,2017-12-03,5.95
NORDESTE,2017-12-04,6.18
NORDESTE,2017-12-05,6.39
NORDESTE,2017-12-06,6.63
NORDESTE,2017-12-07,6.9
NORDESTE,2017-12-08,7.16
NORDESTE,2017-12-09,7.4
NORDESTE,2017-12-10,7.75
NORDESTE,2017-12-11,8.08
NORDESTE,2017-12-12,8.31
NORDESTE,2017-12-13,8.54
NORDESTE,2017-12-14,8.73
NORDESTE,2017-12-15,8.86
NORDESTE,2017-12-16,8.93
NORDESTE,2017-12-17,9.06
NORDESTE,2017-12-18,9.27
NORDESTE,2017-12-19,9.46
NORDESTE,2017-12-20,9.7
NORDESTE,2017-12-21,9.98
NORDESTE,2017-12-22,10.13
NORDESTE,2017-12-23,10.35
NORDESTE,2017-12-24,10.52
NORDESTE,2017-12-25,10.94
NORDESTE,2017-12-26,11.53
NORDESTE,2017-12-27,11.75
NORDESTE,2017-12-28,12.07
NORDESTE,2017-12-29,12.34
NORDESTE,2017-12-30,12.61
NORDESTE,2017-12-31,12.7
NORDESTE,2018-01-01,12.9056
NORDESTE,2018-01-02,13.289
NORDESTE,2018-01-03,13.4927
NORDESTE,2018-01-04,13.6897
NORDESTE,2018-01-05,13.8142
NORDESTE,2018-01-06,13.9405
NORDESTE,2018-01-07,14.0911
NORDESTE,2018-01-08,14.3101
NORDESTE,2018-01-09,14.5226
NORDESTE,2018-01-10,14.7405
NORDESTE,2018-01-11,14.9437
NORDESTE,2018-01-12,15.1489
NORDESTE,2018-01-13,15.3316
NORDESTE,2018-01-14,15.4499
NORDESTE,2018-01-15,15.5931
NORDESTE,2018-01-16,15.7238
NORDESTE,2018-01-17,15.8056
NORDESTE,2018-01-18,15.88
NORDESTE,2018-01-19,15.9707
NORDESTE,2018-01-20,16.0603
NORDESTE,2018-01-21,16.1949
NORDESTE,2018-01-22,16.3458
NORDESTE,2018-01-23,16.5179
NORDESTE,2018-01-24,16.7026
NORDESTE,2018-01-25,16.9423
NORDESTE,2018-01-26,16.9873
NORDESTE,2018-01-27,17.2855
NORDESTE,2018-01-28,17.3603
NORDESTE,2018-01-29,17.4319
NORDESTE,2018-01-30,17.5183
NORDESTE,2018-01-31,17.6145
NORDESTE,2018-02-01,17.6689
NORDESTE,2018-02-02,17.7513
NORDESTE,2018-02-03,17.8613
NORDESTE,2018-02-04,18.005
NORDESTE,2018-02-05,18.2503
NORDESTE,2018-02-06,18.5197
NORDESTE,2018-02-07,18.7158
NORDESTE,2018-02-08,18.9213
NORDESTE,2018-02-09,19.1202
NORDESTE,2018-02-10,19.3001
NORDESTE,2018-02-11,19.4765
NORDESTE,2018-02-12,19.6331
