data,NORDESTE,NORTE,SUDESTE,SUL
2018-01-15,15.5931,27.16,19.0516,59.0984
2018-01-16,15.7238,27.6663,19.1927,59.6579
2018-01-17,15.8056,28.2591,19.3314,60.5091
2018-01-18,15.88,28.6101,19.4101,61.7436
2018-01-19,15.9707,28.7236,19.45,62.5017
2018-01-20,16.0603,28.7541,19.4431,63.2175
2018-01-21,16.1949,29.4253,19.4613,64.3254
2018-01-22,16.3458,29.8158,19.4832,65.6458
2018-01-23,16.5179,29.8738,19.4964,66.8326
2018-01-24,16.7026,29.966,19.5289,67.9409
2018-01-25,16.9423,30.1831,19.5545,69.3973
2018-01-26,16.9873,30.4138,19.6967,70.5378
2018-01-27,17.2855,30.8327,19.8647,71.467
2018-01-28,17.3603,31.4851,20.0209,72.8791
2018-01-29,17.4319,32.0447,20.2015,73.7726
2018-01-30,17.5183,32.6384,20.4007,74.2073
2018-01-31,17.6145,33.3049,20.6012,74.2287
2018-02-01,17.6689,33.9619,20.7424,74.0672
2018-02-02,17.7513,34.6554,20.8516,73.9189
2018-02-03,17.8613,35.4734,20.9797,74.0646
2018-02-04,18.005,37.1777,21.3992,74.2533
2018-02-05,18.2503,38.9439,22.036,73.9645
2018-02-06,18.5197,40.3414,22.3827,73.4975
2018-02-07,18.7158,41.7241,22.6394,72.9621
2018-02-08,18.9213,43.2502,22.8381,72.2627
2018-02-09,19.1202,45.066,22.9949,71.558
2018-02-10,19.3001,47.3645,23.1328,71.5903
2018-02-11,19.4765,50.3374,23.2544,71.9352
2018-02-12,19.6331,53.234,23.3597,72.2285
2018-02-13,19.7755,55.7234,23.4634,72.6157
2018-02-14,20.2944,57.8944,23.5358,72.4372
2018-02-15,20.5611,59.7206,23.6351,71.8858
2018-02-16,20.7849,60.948,23.7112,71.249
2018-02-17,20.9751,62.0555,23.7577,70.9954
2018-02-18,21.4092,62.9342,23.8238,71.0881
2018-02-19,22.0163,63.1918,23.8926,70.4714
2018-02-20,22.5105,63.3139,23.9595,69.9471
2018-02-21,23.0297,63.6611,24.0382,69.315
2018-02-22,23.5136,63.8891,24.1551,68.6359
2018-02-23,24.0151,63.7952,24.3199,67.9144
2018-02-24,24.5272,64.1143,24.4662,67.7385
2018-02-25,25.1087,64.61,24.5909,67.7504
2018-02-26,25.5788,64.5366,24.7405,67.0273
2018-02-27,25.8922,64.6062,24.9008,66.3503
2018-02-28,26.1118,64.6434,24.9839,65.7206
2018-03-01,26.3068,64.6731,25.0501,65.1312
2018-03-02,26.5349,64.7409,25.1034,64.4865
2018-03-03,26.7901,64.7513,25.2069,64.1991
2018-03-04,27.145,65.0888,25.2956,64.3749
2018-03-05,27.4542,65.0185,25.3849,63.8312
2018-03-06,27.7482,64.559,25.4427,63.2361
2018-03-07,28.0682,64.4425,25.518,62.6564
2018-03-08,28.5645,64.8377,25.7222,62.0134
2018-03-09,28.9997,65.2385,25.9416,61.3722
2018-03-10,29.3908,65.6078,26.2136,60.9211
2018-03-11,29.992,66.0218,26.405,60.8491
2018-03-12,30.6284,66.0945,26.6108,60.1814
2018-03-13,31.1188,66.3813,26.7953,59.4829
2018-03-14,31.3532,66.9105,27.0149,58.8441
2018-03-15,31.5364,66.9666,27.2097,58.482
2018-03-16,31.7537,66.777,27.387,58.2837
2018-03-17,31.9656,66.9217,27.5532,58.1606
2018-03-18,32.3596,67.3409,27.7075,58.139
2018-03-19,32.6473,67.2832,27.806,57.5087
2018-03-20,32.9768,67.2025,27.9469,56.9633
2018-03-21,33.2642,67.5396,28.1753,56.6738
2018-03-22,33.4555,67.5925,28.351,56.4276
2018-03-23,33.6795,67.8301,28.527,56.2734
2018-03-24,33.9278,68.0938,28.7007,56.3564
2018-03-25,34.4827,68.591,28.8832,57.343
2018-03-26,34.987,68.623,29.1182,58.1834
2018-03-27,35.2466,68.5818,29.2991,58.4945
2018-03-28,35.5025,68.5572,29.4577,58.6562
2018-03-29,35.7001,68.5938,29.5515,58.82
2018-03-30,35.879,68.8578,29.6701,59.5455
2018-03-31,36.0122,68.8451,29.7344,60.0246
2018-04-01,36.5703,68.9685,29.7623,60.7288
2018-04-02,36.8627,68.8369,29.7999,60.867
2018-04-03,37.1678,68.7193,29.8889,60.8633
2018-04-04,37.276,68.6375,29.9748,60.66
2018-04-05,37.5386,68.5593,30.0853,60.5321
2018-04-06,37.7618,68.6688,30.1933,60.2938
2018-04-07,38.047,69.2015,30.3212,60.5415
2018-04-08,38.3499,69.782,30.4748,60.5943
2018-04-09,38.5125,70.1346,30.6449,60.1066
2018-04-10,38.6283,70.0211,30.7537,59.456
2018-04-11,38.787,70.0312,30.8663,58.7131
2018-04-12,38.907,70.1369,30.9852,58.0004
2018-04-13,39.0107,70.2288,31.092,57.375
2018-04-14,39.114,70.3,31.1993,57.4915
2018-04-15,39.2004,70.7932,31.3822,57.8385
2018-04-16,39.291,70.6919,31.5317,57.7253
2018-04-17,39.4037,70.7657,31.6702,57.4129
2018-04-18,39.5063,70.6114,31.7668,57.1308
2018-04-19,39.6099,70.6247,31.8221,56.7914
2018-04-20,39.695,70.8492,31.8759,56.5724
2018-04-21,39.8162,71.0855,31.9365,56.5361
2018-04-22,39.8934,71.0371,31.9812,56.5916
2018-04-23,40.0296,70.5515,32.0251,56.3916
2018-04-24,40.2082,70.373,32.0347,56.0161
2018-04-25,40.1923,70.6755,32.0451,55.6832
2018-04-26,40.1689,71.1298,32.0607,55.3139
2018-04-27,40.2239,71.2951,32.0869,54.9761
2018-04-28,40.2992,71.4078,32.1078,54.7598
2018-04-29,40.4979,71.5338,32.1377,54.7311
2018-04-30,40.5136,71.3435,32.1633,54.3899
2018-05-01,40.5887,71.3796,32.1662,54.2014
2018-05-02,40.6612,71.5043,32.1803,53.8508
2018-05-03,40.6843,71.6169,32.19,53.3814
2018-05-04,40.705,71.573,32.2004,52.9704
2018-05-05,40.7488,71.3949,32.2239,52.8404
2018-05-06,40.6972,71.3105,32.2375,52.7743
2018-05-07,40.6667,71.4556,32.241,52.4416
2018-05-08,40.6102,71.7969,32.2531,52.1252
2018-05-09,40.4237,72.1761,32.2501,51.8417
2018-05-10,40.3359,71.989,32.2289,51.5354
2018-05-11,40.2677,72.1001,32.2144,51.2108
2018-05-12,40.1667,72.099,32.2156,51.1327
2018-05-13,40.0864,72.2299,32.2136,51.0681
2018-05-14,40.0503,72.0916,32.1921,50.7324
2018-05-15,40.2189,71.809,32.1658,50.3887
2018-05-16,40.2669,71.8286,32.1572,50.1186
2018-05-17,40.221,71.7702,32.1597,49.8664
2018-05-18,40.1511,71.7557,32.1597,49.7739
2018-05-19,40.0848,72.1345,32.1804,50.4825
2018-05-20,40.1909,72.3651,32.1781,51.1318
2018-05-21,40.0556,72.3806,32.19,51.4338
2018-05-22,39.9664,72.2607,32.1843,51.6679
2018-05-23,39.9243,72.0651,32.1978,51.6027
2018-05-24,39.8696,71.9831,32.16,51.4152
2018-05-25,39.9894,72.1169,32.1104,51.0959
2018-05-26,39.6908,72.3943,32.0916,50.9835
2018-05-27,39.6818,72.5627,32.0597,50.9929
2018-05-28,39.6222,72.6273,32.0271,50.7436
2018-05-29,39.5555,72.6273,32.0008,50.4809
2018-05-30,39.4806,72.4941,31.9585,50.2083
2018-05-31,39.401,72.31,31.917,50.3711
2018-06-01,39.3703,72.2092,31.8642,50.3447
2018-06-02,39.2934,72.1208,31.8265,50.516
2018-06-03,39.1852,72.2362,31.7961,50.7012
2018-06-04,39.1004,72.31,31.7428,50.4927
2018-06-05,39.0349,72.3212,31.6881,50.2353
2018-06-06,38.9704,72.3232,31.6299,49.9496
2018-06-07,38.8881,72.236,31.5807,49.6366
2018-06-08,38.8531,72.1612,31.5296,49.3628
2018-06-09,38.7683,72.1853,31.4718,49.3563
2018-06-10,38.6518,72.3153,31.4221,49.4285
2018-06-11,38.5862,72.2937,31.3739,49.1311
2018-06-12,38.5209,72.1699,31.3136,51.1661
2018-06-13,38.4231,72.1088,31.2672,52.7572
2018-06-14,38.3431,71.8866,31.2109,53.4486
2018-06-15,38.3207,71.8191,31.1674,53.8031
2018-06-16,38.2835,71.7923,31.1173,54.1395
2018-06-17,38.1746,71.9088,31.0563,54.4121
2018-06-18,38.1164,71.8395,30.9963,54.3778
2018-06-19,38.0582,71.903,30.9386,54.314
2018-06-20,37.9996,72.0144,30.8706,54.1817
2018-06-21,37.9295,71.8889,30.8182,53.9459
2018-06-22,37.9014,71.8985,30.7603,53.7295
2018-06-23,37.8377,71.9757,30.7033,53.6846
2018-06-24,37.7282,71.8896,30.6481,53.8033
2018-06-25,37.6981,71.6674,30.5909,53.9905
2018-06-26,37.5739,71.4517,30.5356,54.7848
2018-06-27,37.5086,71.4218,30.4611,55.4013
2018-06-28,37.4317,71.4333,30.3717,55.6748
2018-06-29,37.3549,71.359,30.2887,56.1405
2018-06-30,37.2783,71.3444,30.2117,57.8326
2018-07-01,37.2141,71.3693,30.1382,59.1343
2018-07-02,37.1316,71.3362,30.0596,59.6783
2018-07-03,37.0548,71.2161,29.9887,60.0152
2018-07-04,36.9739,71.2422,29.9165,61.1845
2018-07-05,36.8818,71.2671,29.847,62.975
2018-07-06,36.8181,71.2849,29.7703,64.0515
2018-07-07,36.7451,71.1698,29.7004,64.8024
2018-07-08,36.677,71.0962,29.6252,65.6645
2018-07-09,36.5987,71.0734,29.5482,65.8186
2018-07-10,36.5139,71.0589,29.4752,65.7996
2018-07-11,36.428,71.0208,29.3892,65.794
2018-07-12,36.3577,70.9877,29.3144,65.7603
2018-07-13,36.3215,70.963,29.2425,65.6019
2018-07-14,36.2858,70.8791,29.1657,65.6942
2018-07-15,36.148,70.846,29.0853,65.728
2018-07-16,36.068,70.7768,29.0083,65.4708
2018-07-17,35.9826,70.6981,28.9287,65.8882
2018-07-18,35.8926,70.4797,28.8497,66.1575
2018-07-19,35.8065,70.2551,28.7708,66.1028
2018-07-20,35.7197,69.9303,28.6877,65.9045
2018-07-21,35.6394,69.6628,28.6096,65.9101
2018-07-22,35.5558,69.5874,28.5396,66.1638
2018-07-23,35.3813,69.5038,28.4568,65.7394
2018-07-24,35.2518,69.1354,28.3751,65.1495
2018-07-25,35.1211,68.8735,28.2989,65.0778
2018-07-26,35.0309,68.5108,28.2208,65.8891
2018-07-27,34.9324,68.0685,28.1473,66.1931
2018-07-28,34.8596,67.941,28.0654,66.4621
2018-07-29,34.7808,67.8135,27.9872,66.9965
2018-07-30,34.6903,67.6861,27.9127,66.674
2018-07-31,34.5864,67.5587,27.8398,66.1054
2018-08-01,34.4903,67.4869,27.7744,65.433
2018-08-02,34.399,67.2651,27.7135,64.717
2018-08-03,34.3095,66.8159,27.6551,64.0548
2018-08-04,34.2174,66.3684,27.5999,63.6838
2018-08-05,34.145,66.2414,27.5503,63.7416
2018-08-06,34.071,65.7497,27.4984,63.3229
2018-08-07,33.9814,65.4464,27.4471,62.6884
2018-08-08,33.8868,65.0558,27.3954,62.1193
2018-08-09,33.7935,64.2839,27.3341,61.9377
2018-08-10,33.6927,63.5292,27.2699,61.5422
2018-08-11,33.6282,62.8116,27.1938,61.333
2018-08-12,33.5412,62.5502,27.1271,61.3673
2018-08-13,33.4532,61.8843,27.0424,60.9654
2018-08-14,33.372,61.1413,26.9625,60.2672
2018-08-15,33.2831,60.5489,26.8849,59.5923
2018-08-16,33.1824,60.0571,26.8151,58.8748
2018-08-17,33.051,59.5528,26.7358,58.2139
2018-08-18,33.001,59.1384,26.6651,57.823
2018-08-19,32.9301,58.8994,26.5863,57.8282
2018-08-20,32.8561,58.3604,26.5031,57.6035
2018-08-21,32.777,57.7753,26.4096,58.0378
2018-08-22,32.6755,57.1293,26.3322,58.7952
2018-08-23,32.5333,56.4167,26.22,59.2115
2018-08-24,32.3918,55.7992,26.0893,59.481
2018-08-25,32.2714,55.4557,25.9716,60.241
2018-08-26,32.1579,55.246,25.8632,61.3836
2018-08-27,32.025,55.0094,25.7358,61.7456
2018-08-28,31.8755,54.7955,25.6274,61.6263
2018-08-29,31.7319,54.4891,25.5151,61.3088
2018-08-30,31.6822,54.121,25.3741,60.9731
2018-08-31,31.6033,53.755,25.2428,60.8475
2018-09-01,31.5258,53.5015,25.1081,63.5311
2018-09-02,31.4376,53.346,24.9829,68.3392
2018-09-03,31.3418,52.9476,24.8558,73.2525
2018-09-04,31.2388,52.5681,24.7276,77.195
2018-09-05,31.1413,52.4245,24.6104,78.602
2018-09-06,31.0347,52.2792,24.4931,79.1592
2018-09-07,30.947,52.1579,24.385,79.6564
2018-09-08,30.7393,51.9916,24.2744,79.8798
2018-09-09,30.7649,51.7865,24.1643,80.3294
2018-09-10,30.6171,51.5361,24.0377,80.3623
2018-09-11,30.476,50.9676,23.9203,80.0949
2018-09-12,30.3258,50.4077,23.7989,79.8876
2018-09-13,30.1909,49.912,23.6741,79.4516
2018-09-14,30.0334,49.3525,23.5649,78.9985
2018-09-15,29.9835,49.0054,23.4558,78.9662
2018-09-16,29.9208,48.7948,23.3584,79.3154
2018-09-17,29.8191,48.0787,23.241,79.6195
2018-09-18,29.7448,47.3079,23.1174,79.6587
2018-09-19,29.6214,46.5376,22.9926,79.8021
2018-09-20,29.5074,46.0468,22.8939,79.4731
2018-09-21,29.3773,45.3263,22.7931,78.9209
2018-09-22,29.2731,44.8565,22.6623,78.6311
2018-09-23,29.1338,44.5464,22.5526,78.3666
2018-09-24,29.0215,43.749,22.4174,78.0304
2018-09-25,28.9547,43.1757,22.2906,77.4377
2018-09-26,28.8351,42.4064,22.1607,76.849
2018-09-27,28.7344,41.5498,22.0171,76.3428
2018-09-28,28.6039,40.5607,21.8851,75.8098
2018-09-29,28.4737,39.8052,21.758,75.2783
2018-09-30,28.3693,39.4595,21.7044,74.9844
2018-10-01,28.2824,38.7437,21.5556,74.3049
2018-10-02,28.1134,38.1806,21.4417,73.8791
2018-10-03,28.0251,37.3239,21.2946,74.404
2018-10-04,27.8613,36.2972,21.1556,74.8355
2018-10-05,27.6976,35.9361,21.0302,74.7079
2018-10-06,27.5556,35.7266,20.9057,74.8834
2018-10-07,27.4469,35.6196,20.8162,75.6982
2018-10-08,27.3126,35.3777,20.6801,75.5427
2018-10-09,27.1831,35.0686,20.5677,74.9762
2018-10-10,27.1068,34.6935,20.4571,74.5268
2018-10-11,26.9824,34.3254,20.3283,74.0564
2018-10-12,26.9251,34.1425,20.2763,74.2423
2018-10-13,26.8228,33.8346,20.2271,75.0551
2018-10-14,26.6831,33.5889,20.1933,76.2784
2018-10-15,26.5467,32.953,20.0938,76.3899
2018-10-16,26.6347,32.1858,19.9687,76.2556
2018-10-17,26.5744,31.5241,19.8878,76.4895
2018-10-18,26.4745,30.6806,19.7843,77.8106
2018-10-19,26.3966,29.9874,19.7006,78.6603
2018-10-20,26.3406,29.9249,19.634,79.0979
2018-10-21,26.177,30.0305,19.5935,79.3871
2018-10-22,26.0305,29.6807,19.5105,79.1321
2018-10-23,25.9078,29.2468,19.4283,78.4967
2018-10-24,25.8576,28.8765,19.3451,77.7386
2018-10-25,25.8116,28.5706,19.2494,77.0983
2018-10-26,25.7403,28.0769,19.1383,76.4594
2018-10-27,25.7077,27.6116,19.0504,76.5208
2018-10-28,25.6618,27.136,18.9467,77.306
2018-10-29,25.5915,26.525,18.8322,76.9391
2018-10-30,25.4868,25.9716,18.7355,76.4024
2018-10-31,25.4514,25.4407,18.6374,77.1231
2018-11-01,25.4207,25.0621,18.5554,78.5669
2018-11-02,25.3928,24.6461,18.4743,79.5689
2018-11-03,25.32,24.2807,18.3872,81.3383
2018-11-04,25.3424,24.2139,18.3496,83.8404
2018-11-05,25.267,23.9038,18.2587,84.7102
2018-11-06,25.1608,23.5538,18.1942,85.0098
2018-11-07,25.1498,23.2716,18.1501,84.9066
2018-11-08,25.1257,23.1238,18.2024,84.4508
2018-11-09,25.1391,23.1058,18.2306,84.0838
2018-11-10,25.1779,23.0937,18.267,83.9187
2018-11-11,25.241,23.1728,18.319,84.2608
2018-11-12,25.4657,22.7998,18.3432,83.6348
2018-11-13,25.6257,22.1802,18.3942,82.7581
2018-11-14,25.8876,21.7802,18.3585,81.8692
2018-11-15,26.0782,21.7771,18.4169,81.2285
2018-11-16,26.2196,21.763,18.4518,80.4218
2018-11-17,26.3764,21.9111,18.5225,79.7393
2018-11-18,26.4781,22.0806,18.6215,80.0518
2018-11-19,26.6154,21.9564,18.633,79.8874
2018-11-20,26.7466,21.8826,18.6291,79.5266
2018-11-21,26.8669,21.8431,18.5994,79.039
2018-11-22,27.0018,21.9194,18.5863,78.2681
2018-11-23,27.1772,21.9708,18.5883,77.5012
2018-11-24,27.4237,21.999,18.6395,78.0486
2018-11-25,27.8684,22.1618,18.731,78.7687
2018-11-26,28.2513,22.247,18.8361,78.2114
2018-11-27,28.6831,22.2923,19.0041,77.2187
2018-11-28,29.062,22.3464,19.1153,76.2336
2018-11-29,29.4281,22.2038,19.186,75.2844
2018-11-30,29.7232,21.8049,19.2792,74.9622
2018-12-01,30.0106,21.7183,19.5139,75.7366
2018-12-02,30.6603,21.7312,19.6985,76.6812
2018-12-03,31.0283,21.793,19.9169,76.513
2018-12-04,31.5961,21.8661,20.184,75.8343
2018-12-05,32.1725,21.983,20.4788,75.086
2018-12-06,32.7205,22.2363,20.7714,74.294
2018-12-07,32.9975,22.5664,20.9967,73.4491
2018-12-08,33.3269,23.3607,21.1429,73.1456
2018-12-09,33.7601,24.5221,21.2987,73.2475
2018-12-10,33.9757,25.1416,21.4523,72.7929
2018-12-11,34.3384,25.5584,21.5565,72.2762
2018-12-12,34.6459,26.2741,21.6676,71.6302
2018-12-13,34.9027,26.9004,21.7421,71.0385
2018-12-14,35.0675,27.5068,21.7556,70.474
2018-12-15,35.2332,28.1297,21.7716,70.1415
2018-12-16,35.6541,28.6714,21.7875,70.1229
2018-12-17,35.9958,28.9382,21.7649,69.6455
2018-12-18,36.4516,28.9863,21.7441,68.9274
2018-12-19,36.7,29.1265,21.7257,68.2346
2018-12-20,36.9569,29.0465,21.6622,67.8072
2018-12-21,37.1342,28.6644,21.6249,68.0911
2018-12-22,37.2671,28.5929,21.6316,68.6723
2018-12-23,37.3985,28.4179,21.6679,69.0601
2018-12-24,37.5512,28.3712,21.7124,69.3823
2018-12-25,38.1268,28.7193,21.7576,69.9309
2018-12-26,38.338,28.4113,21.8137,70.1104
2018-12-27,38.6701,28.0375,21.8751,70.0757
2018-12-28,38.8846,27.4808,21.9451,69.9674
2018-12-29,39.1062,27.0833,22.0269,70.042
2018-12-30,39.2919,26.8327,22.1169,70.1992
2018-12-31,39.512,26.781,22.2154,70.386
2019-01-01,39.6344,26.9106,22.3111,70.585
2019-01-02,39.8001,26.6462,22.3591,69.8061
2019-01-03,39.9406,26.205,22.3979,68.6569
2019-01-04,40.0911,25.555,22.4863,67.6567
2019-01-05,40.5764,25.6457,22.6538,67.2531
2019-01-06,40.6918,26.0005,22.7846,67.2915
2019-01-07,40.7511,26.1547,22.837,66.5862
2019-01-08,40.8024,26.0799,22.8326,65.7205
2019-01-09,40.8478,25.956,22.8,64.9682
2019-01-10,40.9774,25.7904,22.7924,64.1726
2019-01-11,41.0757,25.878,22.7883,63.5284
2019-01-12,41.1591,26.0199,22.8065,63.3376
2019-01-13,41.1899,26.2621,22.824,63.6978
2019-01-14,41.287,26.6037,22.7536,63.1791
2019-01-15,41.3814,26.9979,22.7172,62.5178
2019-01-16,41.7007,27.3069,22.6623,62.1508
2019-01-17,41.9305,27.5604,22.6152,61.915
2019-01-18,42.12,27.9103,22.6004,61.7689
2019-01-19,42.2616,28.2796,22.6487,62.6249
2019-01-20,42.3973,28.7223,22.694,63.6205
2019-01-21,42.4768,28.9783,22.6704,63.9392
2019-01-22,42.5446,28.6901,22.6162,63.7221
2019-01-23,42.6176,28.1965,22.5461,63.3806
2019-01-24,42.684,28.0344,22.4732,63.0725
2019-01-25,42.665,28.023,22.4871,62.379
2019-01-26,42.5908,28.1251,22.5701,62.1166
2019-01-27,42.4745,28.9209,22.6251,62.0571
2019-01-28,42.3192,29.2765,22.6407,61.2111
2019-01-29,42.2244,29.5397,22.6237,60.0583
2019-01-30,42.2183,29.652,22.541,58.8393
2019-01-31,42.1748,29.9395,22.4434,57.5739
2019-02-01,42.159,30.3305,22.3452,56.4074
2019-02-02,42.1323,30.8553,22.2626,55.8572
2019-02-03,42.1506,31.318,22.2516,55.7233
2019-02-04,42.1244,31.4025,22.3945,55.4077
2019-02-05,42.0752,31.3534,22.392,54.8993
2019-02-06,42.1601,31.272,22.4779,54.4626
2019-02-07,42.1689,31.4811,22.5492,53.7799
2019-02-08,42.3133,31.9097,22.5745,52.9884
2019-02-09,42.4347,32.557,22.6377,52.3702
2019-02-10,42.2759,33.6042,22.6869,52.0647
2019-02-11,42.1867,34.4408,22.6965,51.4368
2019-02-12,42.1584,35.0998,22.7414,50.8024
2019-02-13,42.1471,35.5136,22.8172,50.2606
2019-02-14,42.7006,35.9828,22.8813,49.8679
2019-02-15,42.6525,36.5253,22.9597,50.0321
2019-02-16,42.6459,37.1319,23.1735,50.6018
2019-02-17,42.751,38.1127,23.3283,51.2887
2019-02-18,43.1302,38.71,23.4333,51.4551
2019-02-19,43.1642,39.256,23.5438,51.5604
2019-02-20,43.3335,39.6708,23.6962,51.5932
2019-02-21,43.2813,40.1852,23.896,51.3195
2019-02-22,43.496,40.7699,24.0255,50.9172
2019-02-23,43.6761,41.2923,24.1268,50.6878
2019-02-24,43.8946,42.0356,24.2225,50.5939
2019-02-25,44.2572,42.487,24.33,50.4383
2019-02-26,44.4618,42.9733,24.5085,50.4735
2019-02-27,44.862,43.4937,24.6201,50.5024
2019-02-28,45.1215,44.3141,24.803,50.4246
2019-03-01,45.3632,45.2961,24.9858,50.2456
2019-03-02,45.5602,46.5318,25.1818,50.3156
2019-03-03,45.8687,48.2471,25.3606,50.3039
2019-03-04,46.1838,50.0202,25.6003,49.9916
2019-03-05,46.4693,52.0213,25.8206,49.7247
2019-03-06,46.5655,53.9839,26.0822,49.3092
2019-03-07,46.8482,55.7514,26.3005,49.1681
2019-03-08,47.0741,56.9872,26.4332,49.2875
2019-03-09,47.3241,58.3209,26.5239,49.8432
2019-03-10,47.5985,59.6758,26.6482,50.3704
2019-03-11,47.78,60.7649,27.0493,50.603
2019-03-12,47.9664,61.9634,27.2508,50.5861
2019-03-13,48.1535,62.9345,27.3851,51.141
2019-03-14,48.3318,63.6173,27.4957,51.6247
2019-03-15,48.5018,64.302,27.5713,51.7793
2019-03-16,48.66,64.8126,27.7757,52.0755
2019-03-17,49.0466,65.3091,27.9816,52.7903
2019-03-18,49.2573,65.3639,28.0946,53.1348
2019-03-19,49.4688,65.5812,28.2346,53.5478
2019-03-20,49.8799,65.8513,28.3382,53.6253
2019-03-21,50.0722,66.2149,28.4648,53.5159
2019-03-22,50.273,66.6868,28.5892,53.3694
2019-03-23,50.5329,66.9204,28.7041,53.5444
2019-03-24,51.0356,67.124,28.8424,53.9476
2019-03-25,51.4765,67.2888,28.9872,53.4494
2019-03-26,51.7558,67.3987,29.1789,52.7461
2019-03-27,52.0121,67.5474,29.3647,52.2102
2019-03-28,52.2301,67.8744,29.5587,51.7374
2019-03-29,52.4252,67.9025,29.7381,51.3558
2019-03-30,52.6011,67.5447,29.894,51.2636
2019-03-31,52.7754,67.7073,30.0199,51.2637
2019-04-01,52.9995,67.8602,30.0902,50.2878
2019-04-02,53.2056,68.3088,30.1533,49.2588
2019-04-03,53.5278,68.6488,30.2354,48.2503
2019-04-04,53.8956,68.7443,30.3269,47.1784
2019-04-05,54.2006,68.5547,30.4314,46.4946
2019-04-06,54.4833,68.443,30.6353,46.5191
2019-04-07,54.7316,68.7697,30.8517,46.7668
2019-04-08,55.009,69.2099,31.1345,46.4797
2019-04-09,55.2612,69.4539,31.4411,46.3454
2019-04-10,55.6657,69.5209,31.7192,46.0442
2019-04-11,55.7308,69.6512,31.9544,45.7794
2019-04-12,55.83,69.781,32.1709,45.6353
2019-04-13,56.0225,70.1248,32.4155,45.6386
2019-04-14,56.1773,70.5014,32.6191,45.7542
2019-04-15,56.2388,70.3946,32.7481,45.5079
2019-04-16,56.2945,70.6681,32.8946,45.4511
2019-04-17,56.2937,70.7466,33.0007,45.4714
2019-04-18,56.4146,70.6288,33.0888,45.638
2019-04-19,56.5367,70.9409,33.2067,45.8657
2019-04-20,56.6249,71.1393,33.302,46.0053
2019-04-21,56.8418,71.0607,33.3833,46.2543
2019-04-22,57.0206,71.1702,33.4423,46.0837
2019-04-23,57.1006,71.5682,33.5043,45.8639
2019-04-24,57.2377,71.78,33.5906,45.6043
2019-04-25,57.4101,71.6796,33.6821,45.3157
2019-04-26,57.5225,71.8675,33.7743,45.0674
2019-04-27,57.6608,72.1292,33.8518,45.4008
2019-04-28,57.7328,72.0708,33.9569,46.4304
2019-04-29,57.8351,71.7604,34.0157,47.1728
2019-04-30,57.8804,71.9351,34.0588,47.5523
2019-05-01,57.5029,72.4591,34.0934,47.8923
2019-05-02,58.0417,72.4048,34.1279,47.7935
2019-05-03,58.1047,71.881,34.1759,47.6376
2019-05-04,58.1362,71.5506,34.2185,47.6582
2019-05-05,58.1262,71.7155,34.266,48.3008
2019-05-06,58.1515,72.026,34.3124,48.8667
2019-05-07,58.2301,72.549,34.351,49.2845
2019-05-08,58.1843,72.7085,34.4173,49.5028
2019-05-09,58.0715,72.7607,34.4499,49.6868
2019-05-10,58.0673,72.5004,34.4732,50.045
2019-05-11,58.0756,72.4206,34.5124,51.9001
2019-05-12,58.0467,72.6268,34.5513,54.5737
2019-05-13,57.9546,72.5845,34.5886,56.2652
2019-05-14,57.8967,72.6201,34.6379,57.5195
2019-05-15,58.0933,72.9097,34.6863,58.5391
2019-05-16,58.2722,73.3195,34.796,59.3065
2019-05-17,58.3448,72.9405,34.8879,59.9758
2019-05-18,58.3915,72.4476,34.9486,60.6677
2019-05-19,58.3727,72.432,35.0588,61.3121
2019-05-20,58.2831,72.5631,35.122,61.4927
2019-05-21,58.2511,72.7855,35.1402,61.9158
2019-05-22,58.2386,72.7967,35.1466,62.4735
2019-05-23,58.2028,72.7545,35.1607,63.1529
2019-05-24,58.1635,72.7264,35.1667,64.5578
2019-05-25,58.1339,72.8843,35.1648,67.5003
2019-05-26,58.1563,73.1731,35.1516,70.1835
2019-05-27,58.088,73.1655,35.1431,72.0412
2019-05-28,58.0403,73.03,35.1343,74.0609
2019-05-29,57.9859,72.9848,35.1487,76.2703
2019-05-30,57.946,73.0389,35.1402,79.7096
2019-05-31,57.8758,72.9938,35.1498,83.7814
2019-06-01,57.8097,73.1271,35.1806,85.7282
2019-06-02,57.7723,73.3603,35.2187,86.281
2019-06-03,57.7002,72.9405,35.2145,86.7815
2019-06-04,57.6328,72.5826,35.1904,86.9614
2019-06-05,57.563,72.6712,35.1808,87.0192
2019-06-06,57.5045,72.8096,35.1541,87.3737
2019-06-07,57.4541,72.7316,35.1094,87.3955
2019-06-08,57.386,72.8596,35.0839,87.7268
2019-06-09,57.3152,73.0897,35.0566,88.2942
2019-06-10,57.2503,73.1534,35.0005,87.9862
2019-06-11,57.1997,72.9079,34.9571,87.764
2019-06-12,57.111,72.5417,34.9112,87.768
2019-06-13,57.0268,72.1707,34.8718,87.6603
2019-06-14,56.9353,72.1063,34.8125,87.4547
2019-06-15,56.8444,72.2873,34.7544,87.7086
2019-06-16,56.7375,72.5263,34.7083,88.017
2019-06-17,56.6247,72.6118,34.6382,87.526
2019-06-18,56.5412,72.691,34.5712,86.9054
2019-06-19,56.5035,72.6848,34.4911,86.3438
2019-06-20,56.3879,72.7704,34.4198,86.4551
2019-06-21,56.3774,72.7985,34.3537,86.2786
2019-06-22,56.3271,72.7425,34.2857,86.2851
2019-06-23,56.0212,72.8217,34.2334,86.5623
