data,NORDESTE,NORTE,SUDESTE,SUL
2020-11-29,52.3714,29.4567,26.5681,26.2361
2020-11-30,52.2565,29.3411,26.4092,26.1141
2020-12-01,52.471,29.2211,26.2585,25.9189
2020-12-02,52.2863,29.04,26.1391,25.7101
2020-12-03,52.2201,28.745,25.9584,25.6687
2020-12-04,51.9964,28.4652,25.8195,25.8161
2020-12-05,51.7835,28.1824,25.6664,26.1184
2020-12-06,51.6611,28.146,25.5983,26.6017
2020-12-07,51.2336,27.9517,25.5662,26.821
2020-12-08,50.8896,27.6735,25.5906,26.9056
2020-12-09,50.6261,27.3744,25.5759,26.857
2020-12-10,50.5153,27.1623,25.5657,26.6806
2020-12-11,50.3237,27.0426,25.5548,26.4179
2020-12-12,50.1324,27.0112,25.5601,26.269
2020-12-13,49.9171,27.0855,25.6303,26.516
2020-12-14,49.1466,27.0581,25.6812,26.4752
2020-12-15,48.4407,26.9728,25.6912,26.2921
2020-12-16,48.0813,26.8616,25.6697,26.0644
2020-12-17,47.8056,26.7846,25.611,25.8151
2020-12-18,47.4416,26.7498,25.5539,25.4598
2020-12-19,47.255,26.8244,25.5488,25.4487
2020-12-20,47.0301,26.9356,25.5587,25.7707
2020-12-21,46.7701,27.0207,25.5026,25.8108
2020-12-22,46.4847,27.0261,25.4627,25.6429
2020-12-23,46.2654,27.0183,25.4406,25.4393
2020-12-24,46.1113,27.1522,25.4709,25.4807
2020-12-25,46.1415,27.4302,25.5403,25.6931
2020-12-26,46.2711,27.6081,25.6078,25.8413
2020-12-27,46.3113,27.9856,25.7804,25.9175
2020-12-28,46.4105,28.1991,25.9053,25.826
2020-12-29,46.2096,28.4689,25.9486,25.715
2020-12-30,46.1051,28.6751,25.9652,25.6691
2020-12-31,46.1123,28.8321,25.9762,25.7528
2021-01-01,45.7953,29.3102,26.0938,25.9344
2021-01-02,45.9265,29.35,26.1545,26.1532
2021-01-03,46.2211,29.8873,25.7692,26.2647
2021-01-04,46.8278,29.8202,26.3069,26.1037
2021-01-05,47.0975,30.0047,26.3286,25.9447
2021-01-06,47.2985,30.1098,26.3446,25.7651
2021-01-07,47.7633,30.09,26.3668,25.3713
2021-01-08,48.0116,30.3523,26.4001,25.0922
2021-01-09,48.3239,29.9559,26.43,24.9074
2021-01-10,48.6204,29.8931,26.4872,24.8448
2021-01-11,48.8177,29.6902,26.5527,24.5171
2021-01-12,49.0348,29.362,26.6104,24.1047
2021-01-13,49.2511,29.3878,26.6498,23.7584
2021-01-14,49.515,29.3065,26.7681,23.6492
2021-01-15,49.6683,29.5011,26.9266,23.4912
2021-01-16,49.8349,29.5941,27.0374,23.493
2021-01-17,50.2194,29.6091,27.117,23.4857
2021-01-18,50.3986,29.8534,27.1726,23.3145
2021-01-19,50.5762,30.0871,27.2478,23.2939
2021-01-20,50.7288,30.4268,27.3106,23.7853
2021-01-21,50.8815,30.8353,27.3792,25.7048
2021-01-22,51.018,30.9509,27.4103,27.6897
2021-01-23,51.0852,31.2777,27.4569,29.4036
2021-01-24,51.1787,31.7337,27.4961,31.1659
2021-01-25,51.2853,31.8811,27.5241,32.4981
2021-01-26,51.3869,31.9146,27.5648,34.1446
2021-01-27,51.4671,31.8808,27.6266,36.0391
2021-01-28,51.6392,31.9956,27.6778,37.3625
2021-01-29,51.8151,32.3293,27.7245,39.4796
2021-01-30,51.8798,32.6122,27.7941,41.9366
2021-01-31,52.0668,32.8339,27.8278,44.407
2021-02-01,52.1254,33.1081,27.875,45.9946
2021-02-02,52.2021,33.0473,27.9121,46.9734
2021-02-03,52.1292,32.9466,27.9469,47.6791
2021-02-04,52.0999,32.7599,28.0398,48.1706
2021-02-05,52.1186,32.5418,28.1813,48.6081
2021-02-06,52.0773,32.4251,28.3343,49.1488
2021-02-07,52.1963,32.7631,28.5465,49.8026
2021-02-08,52.3369,32.6641,28.799,50.045
2021-02-09,52.4912,32.8271,29.1154,49.9599
2021-02-10,52.7623,33.047,29.4302,49.809
2021-02-11,52.9349,33.1411,29.6729,49.6702
2021-02-12,52.9076,33.7124,29.897,49.6329
2021-02-13,52.9851,33.7128,30.2168,49.8749
2021-02-14,53.1944,34.5056,30.4724,50.151
2021-02-15,53.4079,34.5433,30.7245,50.1572
2021-02-16,53.6753,35.0622,31.0154,50.0023
2021-02-17,53.8953,36.2909,31.3279,50.0035
2021-02-18,54.0754,36.8165,31.5721,50.0336
2021-02-19,54.6051,37.7947,31.8177,50.1977
2021-02-20,55.1625,38.3666,32.0908,50.4164
2021-02-21,55.7451,39.9366,32.3714,50.6446
2021-02-22,56.2578,41.5968,32.7378,50.7786
2021-02-23,56.7832,42.7297,33.0876,50.78
2021-02-24,57.265,44.8003,33.5035,50.7619
2021-02-25,57.6327,46.5659,33.9045,50.8176
2021-02-26,58.0372,48.8102,34.2592,50.8587
2021-02-27,58.4752,51.1676,34.6317,50.9888
2021-02-28,58.9567,53.6853,34.9591,51.2761
2021-03-01,59.3013,56.5716,35.2672,51.3795
2021-03-02,59.6426,59.4091,35.5887,51.4594
2021-03-03,60.1041,62.1603,35.8225,51.6374
2021-03-04,60.4658,63.769,36.0058,51.7914
2021-03-05,60.9419,65.1965,36.232,52.1187
2021-03-06,61.2528,66.6595,36.4561,52.5279
2021-03-07,61.6252,68.0065,36.6882,52.9535
2021-03-08,62.4735,69.1109,36.8858,52.9426
2021-03-09,63.1076,69.8529,37.0953,52.8322
2021-03-10,63.6176,70.5289,37.3675,52.7567
2021-03-11,64.4172,71.0619,37.5748,52.6688
2021-03-12,64.7238,71.3795,37.7921,52.4083
2021-03-13,65.1797,71.9611,37.9857,52.3544
2021-03-14,65.2589,72.4667,38.1535,52.3411
2021-03-15,65.6555,72.807,38.3156,52.0195
2021-03-16,66.125,73.6074,38.4723,51.7596
2021-03-17,66.2353,74.7797,38.6738,51.5205
2021-03-18,66.3746,75.9332,38.8607,51.3756
2021-03-19,66.7354,77.2382,39.0959,51.2176
2021-03-20,66.99,78.5081,39.2938,51.2006
2021-03-21,67.305,79.7382,39.4728,51.2924
2021-03-22,67.4667,80.3866,39.6222,50.8871
2021-03-23,67.6793,80.8612,39.7432,50.6374
2021-03-24,67.8069,81.0054,39.8209,50.5422
2021-03-25,67.8883,81.0251,39.9182,50.3905
2021-03-26,68.0883,80.7207,39.999,50.097
2021-03-27,68.2129,80.3317,40.0788,49.961
2021-03-28,68.4086,79.9899,40.1523,50.0777
2021-03-29,68.5099,79.5993,40.2437,49.5696
2021-03-30,68.5568,79.4979,40.3419,49.0749
2021-03-31,68.6786,79.6372,40.43,48.6606
2021-04-01,68.7401,79.8508,40.529,48.3764
2021-04-02,68.8024,79.9336,40.5978,48.3621
2021-04-03,68.8716,80.0298,40.6643,48.3278
2021-04-04,69.0041,80.2582,40.7224,48.3489
2021-04-05,69.0983,80.3753,40.7947,48.1398
2021-04-06,68.9788,81.3473,40.8622,47.8831
2021-04-07,68.7985,81.9229,40.9234,47.7263
2021-04-08,68.64,81.9603,41.0112,47.4981
2021-04-09,68.3543,81.691,41.0771,47.2118
2021-04-10,68.2095,81.7066,41.1471,47.0688
2021-04-11,68.156,81.6436,41.2018,46.9891
2021-04-12,68.0917,81.4191,41.2407,46.7032
2021-04-13,68.0574,81.6692,41.2767,46.4648
2021-04-14,67.9645,82.056,41.3041,46.1935
2021-04-15,67.8808,82.6316,41.3364,45.9479
2021-04-16,67.7267,82.8434,41.3657,45.7542
2021-04-17,67.6584,82.949,41.394,45.5524
2021-04-18,67.689,83.2749,41.479,45.4077
2021-04-19,67.6576,83.2528,41.514,45.2284
2021-04-20,67.6219,83.1032,41.563,44.9271
2021-04-21,67.547,83.0021,41.6118,44.6597
2021-04-22,67.5473,82.8948,41.6703,44.321
2021-04-23,67.8384,82.934,41.6956,43.928
2021-04-24,67.9668,83.1112,41.7162,43.6467
2021-04-25,67.8341,83.4995,41.7421,43.4159
2021-04-26,67.6165,83.4512,41.769,43.054
2021-04-27,67.5239,83.2262,41.7785,42.7013
2021-04-28,67.3981,83.1072,41.8043,42.4365
2021-04-29,67.3053,83.3049,41.7985,42.1067
2021-04-30,67.2011,83.7502,41.8073,41.8263
2021-05-01,67.1076,83.6736,41.8171,41.6252
2021-05-02,67.121,83.2358,41.8471,41.3773
2021-05-03,67.0487,83.1719,41.8477,41.0733
2021-05-04,66.9188,83.299,41.8419,40.7908
2021-05-05,66.8199,83.3753,41.8337,40.5075
2021-05-06,66.7166,83.5622,41.8111,40.3269
2021-05-07,66.695,83.8961,41.7853,40.3768
2021-05-08,66.606,84.2166,41.7483,40.5311
2021-05-09,66.2272,84.4186,41.7453,40.7033
2021-05-10,66.161,84.1385,41.7198,40.6834
2021-05-11,66.0902,83.9235,41.7001,40.6424
2021-05-12,65.9417,83.6861,41.6852,40.6834
2021-05-13,65.6776,83.5962,41.6727,40.7593
2021-05-14,65.6011,83.7885,41.6887,40.815
2021-05-15,65.5294,83.8786,41.702,40.9206
2021-05-16,65.3903,83.9118,41.7077,40.9538
2021-05-17,65.3484,83.6393,41.6991,40.8574
2021-05-18,65.2892,83.3261,41.6759,40.82
2021-05-19,65.1318,83.1217,41.6407,40.7077
2021-05-20,65.0518,83.1632,41.6336,40.5837
2021-05-21,64.9424,83.0931,41.6144,40.5847
2021-05-22,64.8534,83.2213,41.5925,40.9215
2021-05-23,64.8874,83.6042,41.5742,41.3265
2021-05-24,64.9184,83.6838,41.5467,41.6166
2021-05-25,64.8134,83.8471,41.4989,41.7975
2021-05-26,64.6695,83.8449,41.4476,41.8701
2021-05-27,64.5933,83.8132,41.4033,41.8923
2021-05-28,64.4435,83.7464,41.3716,41.9052
2021-05-29,64.289,83.7789,41.3444,43.2224
2021-05-30,64.216,83.9354,41.3261,44.4662
2021-05-31,64.0676,83.9256,41.3158,45.3295
2021-06-01,63.8489,83.8751,41.2638,45.7662
2021-06-02,63.585,83.9826,41.2246,46.1285
2021-06-03,63.4358,84.0052,41.1463,46.3579
2021-06-04,63.2168,84.1508,41.0939,46.497
2021-06-05,63.0586,84.2914,41.0438,46.6848
2021-06-06,62.9028,84.28,40.9884,46.9235
2021-06-07,62.8041,84.1904,40.946,47.0898
2021-06-08,62.5844,84.0301,40.8651,47.5514
2021-06-09,62.5617,84.0554,40.7689,48.5124
2021-06-10,62.4331,84.0438,40.6832,50.0228
2021-06-11,62.2796,84.0415,40.5977,51.2961
2021-06-12,62.1318,84.1343,40.5011,52.3666
2021-06-13,61.9711,84.2368,40.4079,53.3094
2021-06-14,61.8497,83.954,40.3009,53.9668
2021-06-15,61.7034,83.7902,40.2088,54.3871
2021-06-16,61.6157,83.5434,40.1103,54.637
2021-06-17,61.4606,83.3767,40.0151,54.8269
2021-06-18,61.2353,83.2629,39.9164,54.9432
2021-06-19,61.071,83.2017,39.8179,55.3592
2021-06-20,60.9207,83.1249,39.7154,56.5428
2021-06-21,60.8683,82.9365,39.6054,57.332
2021-06-22,60.8083,82.7333,39.5152,57.6189
2021-06-23,60.7267,82.664,39.4195,57.6285
2021-06-24,60.5606,82.6861,39.3207,57.3942
2021-06-25,60.4099,82.5734,39.2227,57.1283
2021-06-26,60.3127,82.5555,39.1126,57.4317
2021-06-27,60.1541,82.3221,39.0025,58.7176
2021-06-28,60.0515,82.2527,38.8975,60.2684
2021-06-29,59.9471,82.1832,38.7825,61.9813
2021-06-30,59.8354,81.8228,38.6733,63.1486
2021-07-01,59.7256,81.7564,38.5647,63.8146
2021-07-02,59.6299,81.8352,38.4546,64.441
2021-07-03,59.4978,81.9572,38.3355,65.2385
2021-07-04,59.3487,81.9329,38.2208,65.8562
2021-07-05,59.2554,81.8079,38.1005,65.7224
2021-07-06,59.1613,81.6713,37.9805,65.3999
2021-07-07,59.0592,81.5346,37.8559,64.8032
2021-07-08,58.8871,81.4097,37.7391,63.995
2021-07-09,58.8104,81.2152,37.6154,63.6328
2021-07-10,58.706,81.1477,37.4737,63.8316
2021-07-11,58.623,81.1245,37.355,63.9975
2021-07-12,58.4836,80.9494,37.2298,63.3582
2021-07-13,58.3484,80.8138,37.1163,62.5412
2021-07-14,58.2463,80.5849,37.0092,61.6511
2021-07-15,58.0476,80.411,36.8948,60.585
2021-07-16,57.7858,80.115,36.7674,59.4547
2021-07-17,57.5499,79.8864,36.6365,59.0141
2021-07-18,57.3914,79.8087,36.51,59.0516
2021-07-19,57.2207,79.7138,36.3926,58.4185
2021-07-20,57.1015,79.6478,36.2529,57.6264
2021-07-21,56.9932,79.5371,36.1065,56.782
2021-07-22,56.7743,79.3378,35.9604,55.8725
2021-07-23,56.6676,79.1792,35.813,55.238
2021-07-24,56.5533,79.0912,35.6769,54.9591
2021-07-25,56.4571,78.9788,35.5501,54.9316
2021-07-26,56.357,78.8804,35.4086,54.2509
2021-07-27,56.1741,78.6504,35.2732,53.3245
2021-07-28,55.9606,78.4094,35.122,52.3356
2021-07-29,55.7296,78.1193,34.9762,51.5263
2021-07-30,55.5522,77.9194,34.8243,51.0563
2021-07-31,55.4374,77.7893,34.703,50.9595
2021-08-01,55.3375,77.5679,34.5703,51.1617
2021-08-02,55.0621,77.3985,34.4295,50.6827
2021-08-03,54.7686,77.2629,34.2774,49.7617
2021-08-04,54.4726,77.0201,34.1275,48.9761
2021-08-05,54.2875,76.7883,33.982,48.25
2021-08-06,54.1388,76.6235,33.8314,47.5419
2021-08-07,54.0254,76.4957,33.6926,47.3274
2021-08-08,53.9124,76.3927,33.5718,47.3706
2021-08-09,53.8335,76.17,33.4332,46.3576
2021-08-10,53.6183,75.8781,33.2763,45.0894
2021-08-11,53.323,75.5992,33.1202,44.1547
2021-08-12,53.2106,75.338,32.9714,43.1868
2021-08-13,53.0815,75.0925,32.8105,42.2728
2021-08-14,52.8485,74.7637,32.6684,42.0336
2021-08-15,52.7047,74.5195,32.5382,42.0726
2021-08-16,52.4898,74.2343,32.3921,41.6071
2021-08-17,52.3628,74.0385,32.2401,40.835
2021-08-18,52.1257,73.7459,32.0971,40.0732
2021-08-19,51.9419,73.4162,31.9474,39.3174
2021-08-20,51.7806,73.1152,31.7934,38.6277
2021-08-21,51.6124,72.8238,31.6596,38.1866
2021-08-22,51.5102,72.6671,31.5289,38.13
2021-08-23,51.2656,72.1652,31.3299,37.4739
2021-08-24,51.0008,71.6395,31.1176,36.5657
2021-08-25,50.8237,71.1781,30.9237,36.0986
2021-08-26,50.6754,70.784,30.737,35.9722
2021-08-27,50.5647,70.4932,30.5331,35.6121
2021-08-28,50.4527,70.1777,30.3485,35.6973
2021-08-29,50.3282,69.9233,30.2102,35.9419
2021-08-30,49.9699,69.5456,30.0158,35.8146
2021-08-31,49.7218,69.3066,29.8492,35.5206
2021-09-01,49.5499,69.1431,29.675,35.204
2021-09-02,49.3011,68.8753,29.4791,34.9287
2021-09-03,49.0743,68.4787,29.2902,34.5764
2021-09-04,48.8873,68.2862,29.1219,34.4469
2021-09-05,48.6971,68.1946,29.0177,34.5533
2021-09-06,48.4191,67.9315,28.8215,34.6622
2021-09-07,48.2706,67.641,28.6377,35.0406
2021-09-08,47.8864,67.3559,28.4489,35.3667
2021-09-09,47.4654,66.929,28.2343,35.7945
2021-09-10,47.1084,66.4718,28.024,35.9372
2021-09-11,46.8204,66.072,27.8598,36.3596
2021-09-12,46.5979,65.8197,27.7255,36.7141
2021-09-13,46.3243,65.3061,27.552,36.1514
2021-09-14,45.9372,64.7547,27.3723,37.1097
2021-09-15,45.5808,64.4333,27.2233,38.194
2021-09-16,45.2949,64.3665,27.079,38.9028
2021-09-17,45.0327,64.1329,26.9527,39.6244
2021-09-18,44.8158,63.7939,26.7841,42.2891
2021-09-19,44.5195,63.7475,26.6794,45.469
2021-09-20,44.2086,63.2666,26.4935,47.0969
2021-09-21,43.8099,62.9733,26.3239,47.8014
2021-09-22,43.4128,62.7815,26.2158,48.0207
2021-09-23,42.9606,62.5104,26.1036,48.0296
2021-09-24,42.5711,62.1294,25.9785,47.984
2021-09-25,42.2948,61.9721,25.8846,48.076
2021-09-26,42.0863,61.8326,25.7929,48.6962
2021-09-27,41.8522,61.3851,25.6238,48.2554
2021-09-28,41.602,60.9963,25.4817,47.3333
2021-09-29,41.3301,60.5204,25.3395,46.3838
2021-09-30,40.956,60.2258,25.2149,45.6233
2021-10-01,40.5178,59.9444,25.0882,45.7035
2021-10-02,40.2584,59.6249,24.9657,46.0579
2021-10-03,40.0479,59.3649,24.8722,46.7198
2021-10-04,39.7803,58.8681,24.7737,46.5063
2021-10-05,39.4506,58.3215,24.6722,45.9246
2021-10-06,39.1779,57.8467,24.5889,45.5212
2021-10-07,38.873,57.2168,24.5151,45.1636
2021-10-08,38.6511,56.5677,24.4385,45.1421
2021-10-09,38.475,56.3058,24.3789,45.8761
2021-10-10,38.3494,55.9795,24.3372,46.9664
2021-10-11,38.2658,55.2978,24.2677,47.7718
2021-10-12,38.1275,54.7653,24.2286,48.2871
2021-10-13,37.9396,54.0827,24.1578,48.3727
2021-10-14,37.7605,53.4366,24.0598,48.1639
2021-10-15,37.5834,52.6282,23.972,48.9623
2021-10-16,37.4591,52.4508,23.9616,50.5055
2021-10-17,37.3777,52.3484,23.9798,52.4917
2021-10-18,37.2852,51.8156,23.9488,53.8557
2021-10-19,37.2002,51.1767,23.9342,54.4593
2021-10-20,37.1428,50.4779,23.9659,54.8247
2021-10-21,37.147,49.6142,23.9497,55.1245
2021-10-22,37.2148,48.9779,23.9512,55.2265
2021-10-23,37.2779,48.5175,23.9316,55.6546
2021-10-24,37.2459,48.2647,23.9183,56.4044
2021-10-25,37.1837,47.839,23.9093,56.6069
2021-10-26,37.1718,47.3828,23.8778,56.6892
2021-10-27,37.1043,47.101,23.8722,56.7043
2021-10-28,36.8515,46.6873,23.9086,56.8367
2021-10-29,36.8526,46.1736,23.9176,56.705
2021-10-30,37.0533,45.7833,23.9253,56.7519
2021-10-31,37.0565,45.6226,23.9347,57.049
2021-11-01,36.9561,45.4019,24.0108,57.1262
2021-11-02,36.8483,45.0927,24.0807,57.2374
2021-11-03,36.7379,44.4084,24.1153,56.6749
2021-11-04,36.6226,43.795,24.1628,55.7454
2021-11-05,36.5129,43.1484,24.1368,55.0908
2021-11-06,36.4689,42.5659,24.1213,55.0384
2021-11-07,36.4804,42.5598,24.1391,55.1962
2021-11-08,36.4144,42.1133,24.1363,55.0353
2021-11-09,36.3954,41.636,24.1493,54.7858
2021-11-10,36.3248,41.0761,24.1857,54.7888
2021-11-11,36.3622,40.5114,24.1971,54.96
2021-11-12,36.3672,39.7034,24.1308,55.0729
2021-11-13,36.3645,39.0213,24.1386,55.0883
2021-11-14,36.337,38.666,24.2023,55.1718
2021-11-15,36.0971,38.1017,24.2529,55.1644
2021-11-16,36.2204,37.8229,24.3207,54.4717
2021-11-17,36.347,37.2971,24.3773,53.9223
2021-11-18,36.357,36.7106,24.4735,53.7352
2021-11-19,36.356,36.2059,24.6096,54.0939
2021-11-20,36.4595,35.8399,24.7297,54.7613
2021-11-21,36.6658,35.6947,24.8011,55.4609
2021-11-22,36.8035,35.2122,24.8432,55.6893
2021-11-23,36.9132,34.566,24.8325,55.3968
2021-11-24,37.0642,34.07,24.8382,55.0842
2021-11-25,37.2199,33.7736,24.826,54.8784
2021-11-26,37.369,33.5823,24.822,54.6996
2021-11-27,37.5505,33.3056,24.7922,54.4957
2021-11-28,37.7154,32.8483,24.7584,54.6641
2021-11-29,37.9031,32.2596,24.665,54.337
2021-11-30,37.9736,31.9145,24.6641,53.7177
2021-12-01,38.1569,31.9134,24.7455,52.7197
2021-12-02,38.4189,31.9958,24.8294,51.5663
2021-12-03,38.7472,32.144,24.8878,50.753
2021-12-04,39.1816,32.4843,24.9999,50.3343
2021-12-05,39.6,32.8342,25.1238,50.3262
2021-12-06,39.987,32.9742,25.294,49.86
2021-12-07,40.3255,33.0447,25.5815,49.3935
2021-12-08,40.6464,33.4266,25.9138,49.1711
2021-12-09,41.0161,33.6942,26.2267,48.8956
2021-12-10,41.3955,33.9878,26.4392,48.4812
2021-12-11,41.7837,34.5845,26.6221,48.1716
2021-12-12,42.1742,35.4059,26.8469,48.1268
2021-12-13,42.4478,35.9625,27.0998,47.7065
2021-12-14,42.8045,36.1586,27.3557,47.1517
2021-12-15,43.1732,36.1886,27.5628,46.7536
2021-12-16,43.5974,36.5468,27.8042,46.4864
2021-12-17,43.9592,37.0513,28.0542,46.2018
2021-12-18,44.3881,37.6668,28.3105,46.091
2021-12-19,44.957,38.545,28.5555,45.9746
2021-12-20,45.5527,39.0374,28.7819,45.7649
2021-12-21,46.1794,39.4712,29.0716,45.355
2021-12-22,46.6722,40.0105,29.4194,44.8349
2021-12-23,47.2573,40.6924,29.7951,44.5306
2021-12-24,47.757,41.2819,30.227,44.3359
2021-12-25,48.2537,43.0652,30.7705,44.0787
2021-12-26,48.8254,44.1693,31.1669,43.8113
2021-12-27,49.4075,45.2559,31.5289,43.4482
2021-12-28,50.0692,47.2648,31.8611,43.1071
2021-12-29,50.7102,49.1813,32.2598,42.9106
2021-12-30,51.5013,51.5649,32.8144,42.7146
2021-12-31,52.3437,54.6357,33.4169,42.5016
2022-01-01,53.4072,58.054,34.1365,42.2897
2022-01-02,54.4501,61.2396,34.797,42.1124
2022-01-03,55.6148,63.8986,35.4124,41.7321
2022-01-04,56.5734,66.487,36.0747,41.3533
2022-01-05,57.5356,68.8147,36.7569,41.1184
2022-01-06,58.419,70.6492,37.3581,40.7968
2022-01-07,59.7451,72.4044,37.9447,40.5912
2022-01-08,61.054,74.3833,38.5484,40.522
2022-01-09,62.3797,76.2385,39.0964,40.349
2022-01-10,63.9958,78.1463,39.8852,40.0278
2022-01-11,65.9622,79.9344,40.8614,39.6645
2022-01-12,67.6188,81.9683,41.8657,39.2668
2022-01-13,69.1716,83.5036,42.7932,38.8099
2022-01-14,70.3211,84.8251,43.5929,38.2584
2022-01-15,71.3938,85.7312,44.1829,37.9056
2022-01-16,71.9219,86.4136,44.6512,37.6337
2022-01-17,72.37,86.9928,44.9803,37.2575
2022-01-18,72.7613,87.4044,45.2457,37.0403
2022-01-19,73.2459,87.7112,45.4825,36.9291
2022-01-20,73.3516,87.9544,45.679,36.6923
2022-01-21,73.4059,88.1432,45.8766,36.3913
2022-01-22,73.3297,88.1948,46.0344,36.1678
2022-01-23,73.3317,88.2614,46.1465,35.9988
2022-01-24,73.1971,88.2336,46.2949,35.514
2022-01-25,73.0587,88.1059,46.4161,34.964
2022-01-26,73.025,88.3073,46.5185,34.4084
2022-01-27,73.0154,88.5365,46.6978,34.0623
2022-01-28,73.0536,89.0418,46.9069,33.7341
2022-01-29,73.1178,89.7493,47.2423,33.9189
2022-01-30,73.3468,90.5254,47.5793,34.129
2022-01-31,73.3438,90.9832,47.7911,34.0512
2022-02-01,73.3666,91.262,48.0086,33.8409
2022-02-02,73.4126,91.3243,48.2619,33.5254
2022-02-03,73.4312,91.5052,48.567,33.1875
2022-02-04,73.4482,91.7433,48.8426,32.9119
2022-02-05,73.5732,92.1859,49.2192,32.7653
2022-02-06,73.9611,92.4267,49.5727,32.632
2022-02-07,74.1721,92.5324,49.946,32.4643
2022-02-08,74.4826,92.7512,50.3294,32.2586
2022-02-09,74.607,92.9838,50.6497,31.8995
2022-02-10,75.1748,93.4336,51.1062,31.5188
2022-02-11,75.6828,93.9249,51.5698,31.0623
2022-02-12,76.4291,94.3924,52.0735,30.7015
2022-02-13,77.065,95.2449,52.5789,30.4527
2022-02-14,77.6148,95.8535,53.0495,30.0151
2022-02-15,78.1009,96.4028,53.4566,29.4006
2022-02-16,78.34,96.8129,53.7909,28.8538
2022-02-17,78.7238,96.9376,54.1794,28.3699
2022-02-18,79.0756,97.1646,54.6035,27.9876
2022-02-19,79.5325,97.6248,54.9934,27.7626
2022-02-20,80.0099,98.2372,55.4677,27.4868
2022-02-21,80.5494,98.7708,55.8751,27.1036
2022-02-22,80.7962,99.038,56.1894,26.6414
2022-02-23,81.0171,99.1543,56.4412,26.2609
2022-02-24,81.1281,99.386,56.6753,25.9482
2022-02-25,81.2788,99.5704,56.8879,25.7512
2022-02-26,81.4457,99.5433,57.0422,25.569
2022-02-27,81.6531,99.5433,57.1959,25.489
2022-02-28,81.8713,99.3647,57.3072,25.3866
2022-03-01,82.0041,99.1603,57.449,25.2997
2022-03-02,82.3274,98.8403,57.606,25.1682
2022-03-03,82.539,98.5657,57.6981,24.9882
2022-03-04,82.8265,98.5074,57.8573,24.6981
2022-03-05,83.1492,98.6813,58.0726,24.5574
2022-03-06,83.4542,99.0218,58.2248,24.5444
2022-03-07,83.7428,99.1333,58.4043,24.3963
2022-03-08,84.0849,99.3593,58.569,24.2701
2022-03-09,84.4169,99.5977,58.7021,24.2439
2022-03-10,84.8182,99.67,58.7968,24.2259
2022-03-11,85.2452,99.6031,58.9238,24.3947
2022-03-12,85.7122,99.2274,59.1333,24.6371
2022-03-13,86.2468,99.2013,59.3348,24.8588
2022-03-14,86.8972,99.1333,59.5863,25.0648
2022-03-15,87.4603,99.2831,59.916,25.3498
2022-03-16,87.8629,99.1387,60.2517,26.0105
2022-03-17,88.3933,99.3033,60.5291,26.4714
2022-03-18,88.8482,99.4028,60.7509,26.9128
2022-03-19,89.2747,99.2219,60.9093,27.602
2022-03-20,89.6511,99.1951,61.1481,28.247
2022-03-21,90.1268,99.0264,61.3795,28.7148
2022-03-22,90.6,98.9699,61.5562,28.8775
2022-03-23,91.1846,98.8901,61.7023,29.1015
2022-03-24,91.662,98.7372,61.8126,30.7405
2022-03-25,92.3014,98.621,61.8735,32.9867
2022-03-26,92.9508,98.7055,62.0358,34.2454
2022-03-27,93.6984,98.9094,62.2158,35.1357
2022-03-28,94.3718,99.0938,62.4302,35.5863
2022-03-29,94.8592,99.3155,62.6024,35.942
2022-03-30,95.3305,99.3261,62.7464,36.334
2022-03-31,95.6416,99.399,62.8721,36.4658
2022-04-01,95.7764,99.3418,63.0656,36.4813
2022-04-02,96.0741,99.3365,63.2443,36.5297
2022-04-03,96.1782,99.2834,63.4349,36.8017
2022-04-04,96.4348,99.0831,63.5992,38.1529
2022-04-05,96.6576,98.8259,63.7326,39.6645
2022-04-06,96.8654,98.6112,63.8361,40.7301
2022-04-07,96.9631,98.6112,63.9021,41.51
2022-04-08,97.0308,98.7211,63.9861,42.24
2022-04-09,97.1049,98.8153,64.0905,43.1708
2022-04-10,97.0851,98.647,64.1638,44.3004
2022-04-11,96.9325,98.4471,64.2321,44.9167
2022-04-12,96.8132,98.7055,64.3402,45.1083
2022-04-13,96.6447,99.0621,64.432,45.1664
2022-04-14,96.523,99.1668,64.5275,45.3283
2022-04-15,96.5043,99.2729,64.6578,45.9069
2022-04-16,96.4901,99.1985,64.7831,46.3943
2022-04-17,96.4778,99.2728,64.8846,46.7929
2022-04-18,96.5492,99.2781,64.948,46.9623
2022-04-19,96.6682,99.4787,65.0179,47.0559
2022-04-20,96.8506,99.415,65.0596,47.0588
2022-04-21,97.0319,99.2145,65.0956,47.059
2022-04-22,97.0949,98.9837,65.1247,47.1945
2022-04-23,96.9595,98.8882,65.1497,47.6746
2022-04-24,96.8357,99.1415,65.1831,48.0865
2022-04-25,96.7147,99.3047,65.2079,48.243
2022-04-26,96.6453,99.4308,65.2068,48.5987
2022-04-27,96.5856,99.3566,65.1911,49.0763
2022-04-28,96.4566,99.3035,65.1762,49.5265
2022-04-29,96.2871,99.1721,65.2083,49.9206
2022-04-30,96.1157,99.1256,65.4134,50.4207
2022-05-01,95.8661,99.1773,65.4597,51.5505
2022-05-02,95.8051,99.0354,65.5155,55.2703
2022-05-03,95.6607,99.1826,65.5468,64.9459
2022-05-04,95.5686,99.4984,65.5578,71.6397
2022-05-05,95.5591,99.5887,65.6151,73.2263
2022-05-06,95.566,99.7256,65.6421,74.2608
